,I_e,I_i,#timesteps,#nodes
0,-0.6499999999999999,-1.0,1665.0,1
0,-0.6,-1.0,13895.0,79
0,-0.55,-1.0,10092.0,55
0,-0.5,-1.0,10002.0,56
0,-0.45,-1.0,10131.0,54
0,-0.3999999999999999,-1.0,9962.0,54
0,-0.35,-1.0,9548.0,50
0,-0.29999999999999993,-1.0,9107.0,50
0,-0.25,-1.0,10033.0,55
0,-0.2,-1.0,8727.0,53
0,-0.1499999999999999,-1.0,8773.0,52
0,-0.09999999999999998,-1.0,8530.0,51
0,-0.04999999999999993,-1.0,8725.0,52
0,0.0,-1.0,8082.0,54
0,0.05000000000000005,-1.0,9294.0,50
0,0.10000000000000007,-1.0,9980.0,54
0,0.15000000000000013,-1.0,9277.0,42
0,0.20000000000000015,-1.0,9784.0,46
0,0.25,-1.0,9977.0,48
0,0.30000000000000004,-1.0,10057.0,57
0,0.3500000000000001,-1.0,10090.0,54
0,0.4000000000000001,-1.0,10507.0,61
0,0.4500000000000002,-1.0,20963.0,125
0,-0.6499999999999999,-0.95,1715.0,8
0,-0.6,-0.95,1598.0,1
0,-0.55,-0.95,10577.0,53
0,-0.5,-0.95,9915.0,48
0,-0.45,-0.95,10194.0,56
0,-0.3999999999999999,-0.95,10334.0,58
0,-0.35,-0.95,9631.0,50
0,-0.29999999999999993,-0.95,9066.0,50
0,-0.25,-0.95,10066.0,56
0,-0.2,-0.95,9226.0,50
0,-0.1499999999999999,-0.95,8406.0,52
0,-0.09999999999999998,-0.95,8625.0,51
0,-0.04999999999999993,-0.95,8588.0,51
0,0.0,-0.95,8663.0,52
0,0.05000000000000005,-0.95,9151.0,49
0,0.10000000000000007,-0.95,9515.0,51
0,0.15000000000000013,-0.95,9047.0,41
0,0.20000000000000015,-0.95,9756.0,46
0,0.25,-0.95,10158.0,58
0,0.30000000000000004,-0.95,10148.0,58
0,0.3500000000000001,-0.95,9998.0,51
0,0.4000000000000001,-0.95,10380.0,60
0,0.4500000000000002,-0.95,12801.0,74
0,0.5,-0.95,22164.0,123
0,-0.6,-0.9,1460.0,6
0,-0.55,-0.9,2060.0,4
0,-0.5,-0.9,10645.0,55
0,-0.45,-0.9,10008.0,56
0,-0.3999999999999999,-0.9,10212.0,55
0,-0.35,-0.9,9884.0,53
0,-0.29999999999999993,-0.9,9278.0,50
0,-0.25,-0.9,10262.0,58
0,-0.2,-0.9,9617.0,52
0,-0.1499999999999999,-0.9,8061.0,55
0,-0.09999999999999998,-0.9,8712.0,52
0,-0.04999999999999993,-0.9,8575.0,51
0,0.0,-0.9,8613.0,51
0,0.05000000000000005,-0.9,8828.0,52
0,0.10000000000000007,-0.9,9537.0,52
0,0.15000000000000013,-0.9,8640.0,44
0,0.20000000000000015,-0.9,9465.0,44
0,0.25,-0.9,10095.0,57
0,0.30000000000000004,-0.9,10268.0,58
0,0.3500000000000001,-0.9,10002.0,56
0,0.4000000000000001,-0.9,10162.0,54
0,0.4500000000000002,-0.9,12564.0,62
0,0.5,-0.9,21288.0,118
0,-0.6,-0.85,1261.0,13
0,-0.55,-0.85,1712.0,2
0,-0.5,-0.85,10553.0,52
0,-0.45,-0.85,10567.0,62
0,-0.3999999999999999,-0.85,10137.0,55
0,-0.35,-0.85,10131.0,56
0,-0.29999999999999993,-0.85,9718.0,55
0,-0.25,-0.85,9515.0,53
0,-0.2,-0.85,9933.0,55
0,-0.1499999999999999,-0.85,8452.0,54
0,-0.09999999999999998,-0.85,8795.0,52
0,-0.04999999999999993,-0.85,8435.0,51
0,0.0,-0.85,8424.0,50
0,0.05000000000000005,-0.85,8197.0,52
