,I_e,I_i,#timesteps,#nodes
0,-0.55,-0.8,2003.0,6
0,-0.5,-0.8,1146.0,11
0,-0.45,-0.8,1303.0,6
0,-0.4,-0.8,2696.0,1
0,-0.35000000000000003,-0.8,3149.0,51
0,-0.30000000000000004,-0.8,3072.0,51
0,-0.25,-0.8,2991.0,51
0,-0.2,-0.8,2912.0,51
0,-0.15000000000000002,-0.8,2840.0,51
0,-0.09999999999999998,-0.8,2772.0,51
0,-0.05000000000000005,-0.8,2714.0,50
0,0.0,-0.8,2670.0,51
0,0.05000000000000005,-0.8,2640.0,51
0,0.09999999999999998,-0.8,2620.0,51
0,0.15000000000000002,-0.8,2616.0,51
0,0.2,-0.8,2629.0,51
0,0.25,-0.8,2650.0,51
0,0.30000000000000004,-0.8,2684.0,51
0,0.3500000000000001,-0.8,2767.0,42
0,0.4000000000000001,-0.8,2794.0,51
0,0.45,-0.8,2856.0,51
0,0.5,-0.8,2932.0,51
0,0.55,-0.8,3011.0,50
0,0.6000000000000001,-0.8,3097.0,51
0,0.6500000000000001,-0.8,3570.0,63
0,0.7,-0.8,5177.0,92
0,0.75,-0.8,3869.0,63
0,0.8,-0.8,8548.0,151
0,0.8500000000000001,-0.8,14249.0,260
0,-0.5,-0.75,1349.0,0
0,-0.45,-0.75,1471.0,0
0,-0.4,-0.75,1550.0,4
0,-0.35000000000000003,-0.75,3169.0,51
0,-0.30000000000000004,-0.75,3103.0,51
0,-0.25,-0.75,3024.0,51
0,-0.2,-0.75,2945.0,51
0,-0.15000000000000002,-0.75,2865.0,51
0,-0.09999999999999998,-0.75,2802.0,51
0,-0.05000000000000005,-0.75,2741.0,50
0,0.0,-0.75,2688.0,51
0,0.05000000000000005,-0.75,2654.0,51
0,0.09999999999999998,-0.75,2629.0,51
0,0.15000000000000002,-0.75,2621.0,51
0,0.2,-0.75,2626.0,51
0,0.25,-0.75,2648.0,51
0,0.30000000000000004,-0.75,2674.0,51
0,0.3500000000000001,-0.75,2752.0,42
0,0.4000000000000001,-0.75,2773.0,51
0,0.45,-0.75,2840.0,51
0,0.5,-0.75,2910.0,51
0,0.55,-0.75,2988.0,51
0,0.6000000000000001,-0.75,3070.0,51
0,0.6500000000000001,-0.75,4355.0,88
0,0.7,-0.75,4978.0,94
0,0.75,-0.75,7786.0,147
0,0.8,-0.75,3961.0,63
0,0.8500000000000001,-0.75,14058.0,267
0,-0.45,-0.7000000000000001,2932.0,11
0,-0.4,-0.7000000000000001,1689.0,2
0,-0.35000000000000003,-0.7000000000000001,2060.0,13
0,-0.30000000000000004,-0.7000000000000001,3141.0,51
0,-0.25,-0.7000000000000001,3065.0,51
0,-0.2,-0.7000000000000001,2981.0,51
0,-0.15000000000000002,-0.7000000000000001,2901.0,51
0,-0.09999999999999998,-0.7000000000000001,2832.0,51
0,-0.05000000000000005,-0.7000000000000001,2766.0,51
0,0.0,-0.7000000000000001,2711.0,51
0,0.05000000000000005,-0.7000000000000001,2670.0,51
0,0.09999999999999998,-0.7000000000000001,2643.0,51
0,0.15000000000000002,-0.7000000000000001,2630.0,51
0,0.2,-0.7000000000000001,2625.0,51
0,0.25,-0.7000000000000001,2638.0,51
0,0.30000000000000004,-0.7000000000000001,2669.0,51
0,0.3500000000000001,-0.7000000000000001,2752.0,42
0,0.4000000000000001,-0.7000000000000001,2758.0,51
0,0.45,-0.7000000000000001,2819.0,51
0,0.5,-0.7000000000000001,2883.0,51
0,0.55,-0.7000000000000001,2962.0,51
0,0.6000000000000001,-0.7000000000000001,3045.0,51
0,0.6500000000000001,-0.7000000000000001,4236.0,85
0,0.7,-0.7000000000000001,6682.0,133
0,0.75,-0.7000000000000001,7650.0,145
0,0.8,-0.7000000000000001,3922.0,63
0,0.8500000000000001,-0.7000000000000001,13740.0,265
0,-0.4,-0.65,3505.0,1
0,-0.35000000000000003,-0.65,1900.0,3
0,-0.30000000000000004,-0.65,2808.0,14
0,-0.25,-0.65,3101.0,51
0,-0.2,-0.65,3017.0,51
0,-0.15000000000000002,-0.65,2941.0,51
0,-0.09999999999999998,-0.65,2862.0,51
0,-0.05000000000000005,-0.65,2795.0,51
0,0.0,-0.65,2738.0,51
0,0.05000000000000005,-0.65,2692.0,51
0,0.09999999999999998,-0.65,2653.0,51
0,0.15000000000000002,-0.65,2636.0,51
0,0.2,-0.65,2631.0,51
0,0.25,-0.65,2639.0,51
0,0.30000000000000004,-0.65,2661.0,51
0,0.3500000000000001,-0.65,2696.0,51
0,0.4000000000000001,-0.65,2743.0,51
0,0.45,-0.65,2801.0,51
0,0.5,-0.65,2866.0,51
0,0.55,-0.65,2936.0,51
0,0.6000000000000001,-0.65,3017.0,51
0,0.6500000000000001,-0.65,4185.0,84
0,0.7,-0.65,6543.0,132
0,0.75,-0.65,7418.0,149
0,0.8,-0.65,3870.0,64
0,0.8500000000000001,-0.65,4022.0,64
0,-0.35000000000000003,-0.6000000000000001,3662.0,11
0,-0.30000000000000004,-0.6000000000000001,3761.0,11
0,-0.25,-0.6000000000000001,3137.0,51
0,-0.2,-0.6000000000000001,3060.0,51
0,-0.15000000000000002,-0.6000000000000001,2978.0,51
0,-0.09999999999999998,-0.6000000000000001,2898.0,51
0,-0.05000000000000005,-0.6000000000000001,2828.0,50
0,0.0,-0.6000000000000001,2764.0,51
0,0.05000000000000005,-0.6000000000000001,2713.0,51
0,0.09999999999999998,-0.6000000000000001,2670.0,51
0,0.15000000000000002,-0.6000000000000001,2646.0,51
0,0.2,-0.6000000000000001,2644.0,51
0,0.25,-0.6000000000000001,2642.0,51
0,0.30000000000000004,-0.6000000000000001,2657.0,51
0,0.3500000000000001,-0.6000000000000001,2689.0,51
0,0.4000000000000001,-0.6000000000000001,2732.0,51
0,0.45,-0.6000000000000001,2784.0,51
0,0.5,-0.6000000000000001,2846.0,51
0,0.55,-0.6000000000000001,2916.0,51
0,0.6000000000000001,-0.6000000000000001,3212.0,63
0,0.6500000000000001,-0.6000000000000001,3363.0,63
0,0.7,-0.6000000000000001,6367.0,139
0,0.75,-0.6000000000000001,6909.0,139
0,0.8,-0.6000000000000001,7830.0,149
0,0.8500000000000001,-0.6000000000000001,3961.0,63
0,-0.30000000000000004,-0.55,7605.0,14
0,-0.25,-0.55,3839.0,64
0,-0.2,-0.55,3104.0,51
0,-0.15000000000000002,-0.55,3019.0,51
0,-0.09999999999999998,-0.55,2940.0,51
0,-0.05000000000000005,-0.55,2864.0,51
0,0.0,-0.55,2797.0,51
0,0.05000000000000005,-0.55,2741.0,51
0,0.09999999999999998,-0.55,2693.0,51
0,0.15000000000000002,-0.55,2659.0,51
0,0.2,-0.55,2646.0,51
0,0.25,-0.55,2648.0,51
0,0.30000000000000004,-0.55,2651.0,51
0,0.3500000000000001,-0.55,2679.0,51
0,0.4000000000000001,-0.55,2720.0,51
0,0.45,-0.55,2768.0,51
0,0.5,-0.55,2825.0,50
0,0.55,-0.55,2893.0,51
0,0.6000000000000001,-0.55,3176.0,63
0,0.6500000000000001,-0.55,4158.0,88
0,0.7,-0.55,6211.0,140
0,0.75,-0.55,6707.0,136
0,0.8,-0.55,7556.0,144
0,0.8500000000000001,-0.55,3904.0,63
0,-0.25,-0.5,13078.0,46
0,-0.2,-0.5,4888.0,29
0,-0.15000000000000002,-0.5,3066.0,51
0,-0.09999999999999998,-0.5,2985.0,51
0,-0.05000000000000005,-0.5,2904.0,51
0,0.0,-0.5,2829.0,50
0,0.05000000000000005,-0.5,2772.0,51
0,0.09999999999999998,-0.5,2725.0,51
0,0.15000000000000002,-0.5,2681.0,51
