,I_e,I_i,#timesteps,#nodes
0,-0.6499999999999999,-1.0,1167.0,25
0,-0.6,-1.0,1505.0,5
0,-0.55,-1.0,3941.0,51
0,-0.5,-1.0,5411.0,5
0,-0.45,-1.0,3789.0,51
0,-0.3999999999999999,-1.0,3676.0,51
0,-0.35,-1.0,3569.0,51
0,-0.29999999999999993,-1.0,3470.0,51
0,-0.25,-1.0,3378.0,51
0,-0.2,-1.0,3313.0,51
0,-0.1499999999999999,-1.0,3253.0,51
0,-0.09999999999999998,-1.0,3220.0,51
0,-0.04999999999999993,-1.0,3204.0,51
0,0.0,-1.0,3199.0,51
0,0.05000000000000005,-1.0,3225.0,51
0,0.10000000000000007,-1.0,3268.0,51
0,0.15000000000000013,-1.0,3330.0,51
0,0.20000000000000015,-1.0,3402.0,51
0,0.25,-1.0,3489.0,50
0,0.30000000000000004,-1.0,3597.0,51
0,0.3500000000000001,-1.0,3707.0,51
0,0.4000000000000001,-1.0,3825.0,51
0,0.4500000000000002,-1.0,3949.0,51
0,0.5,-1.0,4679.0,64
0,0.55,-1.0,4894.0,65
0,-0.6,-0.95,1547.0,5
0,-0.55,-0.95,1269.0,29
0,-0.5,-0.95,3918.0,51
0,-0.45,-0.95,3826.0,51
0,-0.3999999999999999,-0.95,3716.0,51
0,-0.35,-0.95,3611.0,51
0,-0.29999999999999993,-0.95,3504.0,51
0,-0.25,-0.95,3414.0,51
0,-0.2,-0.95,3340.0,51
0,-0.1499999999999999,-0.95,3274.0,51
0,-0.09999999999999998,-0.95,3230.0,51
0,-0.04999999999999993,-0.95,3210.0,51
0,0.0,-0.95,3203.0,51
0,0.05000000000000005,-0.95,3219.0,51
0,0.10000000000000007,-0.95,3252.0,51
0,0.15000000000000013,-0.95,3311.0,51
0,0.20000000000000015,-0.95,3398.0,42
0,0.25,-0.95,3463.0,51
0,0.30000000000000004,-0.95,3558.0,51
0,0.3500000000000001,-0.95,3669.0,51
0,0.4000000000000001,-0.95,3788.0,51
0,0.4500000000000002,-0.95,3904.0,51
0,0.5,-0.95,4615.0,65
0,0.55,-0.95,4818.0,64
0,0.6000000000000001,-0.95,17494.0,72
0,-0.6,-0.9,966.0,2
0,-0.55,-0.9,1226.0,2
0,-0.5,-0.9,4030.0,2
0,-0.45,-0.9,3865.0,51
0,-0.3999999999999999,-0.9,3769.0,51
0,-0.35,-0.9,3653.0,51
0,-0.29999999999999993,-0.9,3547.0,51
0,-0.25,-0.9,3448.0,51
0,-0.2,-0.9,3364.0,51
0,-0.1499999999999999,-0.9,3299.0,51
0,-0.09999999999999998,-0.9,3243.0,51
0,-0.04999999999999993,-0.9,3216.0,51
0,0.0,-0.9,3202.0,51
0,0.05000000000000005,-0.9,3215.0,51
0,0.10000000000000007,-0.9,3241.0,51
0,0.15000000000000013,-0.9,3290.0,51
0,0.20000000000000015,-0.9,3352.0,51
0,0.25,-0.9,3431.0,51
0,0.30000000000000004,-0.9,3526.0,50
0,0.3500000000000001,-0.9,3632.0,51
0,0.4000000000000001,-0.9,3747.0,51
0,0.4500000000000002,-0.9,3858.0,51
0,0.5,-0.9,4506.0,63
0,0.55,-0.9,4728.0,63
0,0.6000000000000001,-0.9,4973.0,63
0,0.6500000000000001,-0.9,18552.0,276
0,-0.6,-0.85,4352.0,0
0,-0.55,-0.85,1217.0,1
0,-0.5,-0.85,1557.0,27
0,-0.45,-0.85,3898.0,51
0,-0.3999999999999999,-0.85,3806.0,51
0,-0.35,-0.85,3696.0,51
0,-0.29999999999999993,-0.85,3587.0,51
0,-0.25,-0.85,3483.0,51
0,-0.2,-0.85,3395.0,51
0,-0.1499999999999999,-0.85,3329.0,51
0,-0.09999999999999998,-0.85,3261.0,51
0,-0.04999999999999993,-0.85,3230.0,51
0,0.0,-0.85,3209.0,51
0,0.05000000000000005,-0.85,3205.0,51
0,0.10000000000000007,-0.85,3228.0,51
0,0.15000000000000013,-0.85,3272.0,51
0,0.20000000000000015,-0.85,3378.0,42
0,0.25,-0.85,3404.0,51
0,0.30000000000000004,-0.85,3494.0,50
0,0.3500000000000001,-0.85,3596.0,51
0,0.4000000000000001,-0.85,3707.0,51
0,0.4500000000000002,-0.85,3826.0,51
0,0.5,-0.85,4448.0,63
0,0.55,-0.85,9747.0,147
0,0.6000000000000001,-0.85,4846.0,63
0,0.6500000000000001,-0.85,18249.0,13
0,-0.55,-0.8,1215.0,1
0,-0.5,-0.8,1490.0,0
0,-0.45,-0.8,2040.0,0
0,-0.3999999999999999,-0.8,3850.0,51
0,-0.35,-0.8,3753.0,52
0,-0.29999999999999993,-0.8,3632.0,51
0,-0.25,-0.8,3525.0,51
0,-0.2,-0.8,3435.0,51
0,-0.1499999999999999,-0.8,3349.0,51
0,-0.09999999999999998,-0.8,3286.0,51
0,-0.04999999999999993,-0.8,3245.0,51
0,0.0,-0.8,3217.0,51
0,0.05000000000000005,-0.8,3209.0,51
0,0.10000000000000007,-0.8,3216.0,51
0,0.15000000000000013,-0.8,3254.0,51
0,0.20000000000000015,-0.8,3313.0,51
0,0.25,-0.8,3381.0,51
0,0.30000000000000004,-0.8,3466.0,51
0,0.3500000000000001,-0.8,3484.0,42
0,0.4000000000000001,-0.8,3666.0,51
0,0.4500000000000002,-0.8,3784.0,51
0,0.5,-0.8,4391.0,64
0,0.55,-0.8,9475.0,142
0,0.6000000000000001,-0.8,4799.0,64
0,0.6500000000000001,-0.8,11417.0,161
0,0.7000000000000002,-0.8,18691.0,274
0,-0.5,-0.75,1448.0,2
0,-0.45,-0.75,1698.0,0
0,-0.3999999999999999,-0.75,3879.0,50
0,-0.35,-0.75,3797.0,51
0,-0.29999999999999993,-0.75,3679.0,51
0,-0.25,-0.75,3575.0,51
0,-0.2,-0.75,3476.0,51
0,-0.1499999999999999,-0.75,3384.0,51
0,-0.09999999999999998,-0.75,3319.0,51
0,-0.04999999999999993,-0.75,3262.0,51
0,0.0,-0.75,3226.0,51
0,0.05000000000000005,-0.75,3214.0,51
0,0.10000000000000007,-0.75,3218.0,51
0,0.15000000000000013,-0.75,3246.0,51
0,0.20000000000000015,-0.75,3299.0,51
0,0.25,-0.75,3360.0,51
0,0.30000000000000004,-0.75,3439.0,51
0,0.3500000000000001,-0.75,3528.0,51
