,I_e,I_i,#timesteps,#nodes
0,-0.6499999999999999,-1.0,1010.0,14
0,-0.6,-1.0,1632.0,4
0,-0.55,-1.0,6704.0,19
0,-0.5,-1.0,4423.0,51
0,-0.45,-1.0,4289.0,52
0,-0.3999999999999999,-1.0,4162.0,51
0,-0.35,-1.0,4037.0,51
0,-0.29999999999999993,-1.0,3938.0,51
0,-0.25,-1.0,3837.0,51
0,-0.2,-1.0,3774.0,51
0,-0.1499999999999999,-1.0,3726.0,51
0,-0.09999999999999998,-1.0,3840.0,42
0,-0.04999999999999993,-1.0,3691.0,51
0,0.0,-1.0,3728.0,51
0,0.05000000000000005,-1.0,3786.0,51
0,0.10000000000000007,-1.0,3865.0,51
0,0.15000000000000013,-1.0,3966.0,51
0,0.20000000000000015,-1.0,4073.0,51
0,0.25,-1.0,4203.0,51
0,0.30000000000000004,-1.0,4343.0,51
0,0.3500000000000001,-1.0,4485.0,51
0,0.4000000000000001,-1.0,5283.0,63
0,0.4500000000000002,-1.0,5559.0,64
0,-0.6499999999999999,-0.95,1293.0,0
0,-0.6,-0.95,1631.0,4
0,-0.55,-0.95,4530.0,51
0,-0.5,-0.95,4472.0,51
0,-0.45,-0.95,4341.0,51
0,-0.3999999999999999,-0.95,4209.0,50
0,-0.35,-0.95,4082.0,50
0,-0.29999999999999993,-0.95,3971.0,51
0,-0.25,-0.95,3871.0,51
0,-0.2,-0.95,3790.0,50
0,-0.1499999999999999,-0.95,3740.0,51
0,-0.09999999999999998,-0.95,3702.0,51
0,-0.04999999999999993,-0.95,3691.0,51
0,0.0,-0.95,3715.0,51
0,0.05000000000000005,-0.95,3765.0,51
0,0.10000000000000007,-0.95,3846.0,51
0,0.15000000000000013,-0.95,3934.0,51
0,0.20000000000000015,-0.95,4032.0,51
0,0.25,-0.95,4160.0,51
0,0.30000000000000004,-0.95,4289.0,51
0,0.3500000000000001,-0.95,4436.0,51
0,0.4000000000000001,-0.95,5209.0,64
0,0.4500000000000002,-0.95,5469.0,65
0,0.5,-0.95,13384.0,171
0,-0.6,-0.9,1514.0,3
0,-0.55,-0.9,1392.0,4
0,-0.5,-0.9,4512.0,51
0,-0.45,-0.9,4401.0,51
0,-0.3999999999999999,-0.9,4260.0,51
0,-0.35,-0.9,4140.0,51
0,-0.29999999999999993,-0.9,4010.0,51
0,-0.25,-0.9,3913.0,51
0,-0.2,-0.9,3820.0,51
0,-0.1499999999999999,-0.9,3765.0,51
0,-0.09999999999999998,-0.9,3717.0,51
0,-0.04999999999999993,-0.9,3693.0,51
0,0.0,-0.9,3711.0,51
0,0.05000000000000005,-0.9,3856.0,42
0,0.10000000000000007,-0.9,3811.0,51
0,0.15000000000000013,-0.9,3898.0,51
0,0.20000000000000015,-0.9,4000.0,51
0,0.25,-0.9,4119.0,51
0,0.30000000000000004,-0.9,4246.0,51
0,0.3500000000000001,-0.9,4386.0,51
0,0.4000000000000001,-0.9,5125.0,64
0,0.4500000000000002,-0.9,8091.0,104
0,0.5,-0.9,5658.0,64
0,0.55,-0.9,13999.0,178
0,-0.6,-0.85,1193.0,13
0,-0.55,-0.85,1152.0,5
0,-0.5,-0.85,1978.0,2
0,-0.45,-0.85,4453.0,51
0,-0.3999999999999999,-0.85,4318.0,51
0,-0.35,-0.85,4186.0,51
0,-0.29999999999999993,-0.85,4056.0,51
0,-0.25,-0.85,3955.0,51
0,-0.2,-0.85,3857.0,51
0,-0.1499999999999999,-0.85,3785.0,51
0,-0.09999999999999998,-0.85,3732.0,51
0,-0.04999999999999993,-0.85,3705.0,51
0,0.0,-0.85,3709.0,51
0,0.05000000000000005,-0.85,3741.0,51
0,0.10000000000000007,-0.85,3796.0,51
0,0.15000000000000013,-0.85,3865.0,51
0,0.20000000000000015,-0.85,3972.0,51
0,0.25,-0.85,4070.0,51
0,0.30000000000000004,-0.85,4200.0,51
0,0.3500000000000001,-0.85,4339.0,51
0,0.4000000000000001,-0.85,5041.0,63
0,0.4500000000000002,-0.85,7867.0,101
0,0.5,-0.85,5551.0,65
0,0.55,-0.85,14024.0,180
0,0.6000000000000001,-0.85,21517.0,138
0,-0.55,-0.8,1590.0,1
0,-0.5,-0.8,1700.0,3
0,-0.45,-0.8,4494.0,51
0,-0.3999999999999999,-0.8,4382.0,51
0,-0.35,-0.8,4245.0,51
0,-0.29999999999999993,-0.8,4115.0,51
0,-0.25,-0.8,3995.0,51
0,-0.2,-0.8,3893.0,51
0,-0.1499999999999999,-0.8,3812.0,51
0,-0.09999999999999998,-0.8,3756.0,51
0,-0.04999999999999993,-0.8,3712.0,51
0,0.0,-0.8,3711.0,51
0,0.05000000000000005,-0.8,3732.0,51
0,0.10000000000000007,-0.8,3775.0,51
0,0.15000000000000013,-0.8,3846.0,51
0,0.20000000000000015,-0.8,3942.0,51
0,0.25,-0.8,4037.0,51
0,0.30000000000000004,-0.8,4164.0,51
0,0.3500000000000001,-0.8,4290.0,51
0,0.4000000000000001,-0.8,4952.0,63
0,0.4500000000000002,-0.8,7596.0,97
0,0.5,-0.8,8268.0,107
0,0.55,-0.8,5701.0,64
0,0.6000000000000001,-0.8,14709.0,171
0,-0.5,-0.75,1693.0,1
0,-0.45,-0.75,2133.0,0
0,-0.3999999999999999,-0.75,4436.0,51
0,-0.35,-0.75,4302.0,51
0,-0.29999999999999993,-0.75,4169.0,51
0,-0.25,-0.75,4044.0,51
0,-0.2,-0.75,3940.0,51
0,-0.1499999999999999,-0.75,3845.0,51
0,-0.09999999999999998,-0.75,3777.0,50
0,-0.04999999999999993,-0.75,3732.0,51
0,0.0,-0.75,3712.0,51
0,0.05000000000000005,-0.75,3731.0,51
0,0.10000000000000007,-0.75,3763.0,51
0,0.15000000000000013,-0.75,3818.0,51
0,0.20000000000000015,-0.75,3904.0,51
0,0.25,-0.75,4004.0,51
0,0.30000000000000004,-0.75,4120.0,51
0,0.3500000000000001,-0.75,4242.0,51
0,0.4000000000000001,-0.75,4866.0,64
0,0.4500000000000002,-0.75,7375.0,99
0,0.5,-0.75,8043.0,104
0,0.55,-0.75,5640.0,64
0,0.6000000000000001,-0.75,20661.0,260
0,-0.45,-0.7,2144.0,3
0,-0.3999999999999999,-0.7,4478.0,51
0,-0.35,-0.7,4374.0,51
0,-0.29999999999999993,-0.7,4231.0,51
0,-0.25,-0.7,4097.0,51
0,-0.2,-0.7,3982.0,51
0,-0.1499999999999999,-0.7,3886.0,51
0,-0.09999999999999998,-0.7,3810.0,51
0,-0.04999999999999993,-0.7,3758.0,51
0,0.0,-0.7,3728.0,51
0,0.05000000000000005,-0.7,3731.0,51
0,0.10000000000000007,-0.7,3757.0,51
0,0.15000000000000013,-0.7,3807.0,51
0,0.20000000000000015,-0.7,3873.0,51
0,0.25,-0.7,3975.0,51
0,0.30000000000000004,-0.7,4080.0,50
0,0.3500000000000001,-0.7,4196.0,51
0,0.4000000000000001,-0.7,4794.0,64
0,0.4500000000000002,-0.7,7136.0,98
0,0.5,-0.7,7805.0,101
0,0.55,-0.7,8446.0,107
0,0.6000000000000001,-0.7,5785.0,65
0,0.6500000000000001,-0.7,21278.0,124
0,-0.3999999999999999,-0.6499999999999999,2454.0,7
0,-0.35,-0.6499999999999999,4431.0,51
0,-0.29999999999999993,-0.6499999999999999,4299.0,52
0,-0.25,-0.6499999999999999,4164.0,51
0,-0.2,-0.6499999999999999,4039.0,51
0,-0.1499999999999999,-0.6499999999999999,3932.0,50
0,-0.09999999999999998,-0.6499999999999999,3843.0,51
0,-0.04999999999999993,-0.6499999999999999,3780.0,50
0,0.0,-0.6499999999999999,3737.0,51
0,0.05000000000000005,-0.6499999999999999,3866.0,42
0,0.10000000000000007,-0.6499999999999999,3745.0,51
0,0.15000000000000013,-0.6499999999999999,3796.0,51
0,0.20000000000000015,-0.6499999999999999,3852.0,51
0,0.25,-0.6499999999999999,3947.0,51
0,0.30000000000000004,-0.6499999999999999,4037.0,51
0,0.3500000000000001,-0.6499999999999999,4163.0,51
0,0.4000000000000001,-0.6499999999999999,4711.0,63
0,0.4500000000000002,-0.6499999999999999,6949.0,95
0,0.5,-0.6499999999999999,7582.0,98
0,0.55,-0.6499999999999999,8205.0,106
0,0.6000000000000001,-0.6499999999999999,5720.0,65
0,0.6500000000000001,-0.6499999999999999,20874.0,92
0,-0.35,-0.6,6701.0,5
0,-0.29999999999999993,-0.6,4371.0,51
0,-0.25,-0.6,4224.0,51
0,-0.2,-0.6,4094.0,51
0,-0.1499999999999999,-0.6,3983.0,51
0,-0.09999999999999998,-0.6,3885.0,51
0,-0.04999999999999993,-0.6,3813.0,51
0,0.0,-0.6,3755.0,50
0,0.05000000000000005,-0.6,3732.0,51
0,0.10000000000000007,-0.6,3740.0,51
0,0.15000000000000013,-0.6,3784.0,51
0,0.20000000000000015,-0.6,3834.0,51
0,0.25,-0.6,3915.0,51
0,0.30000000000000004,-0.6,4010.0,51
0,0.3500000000000001,-0.6,4122.0,51
0,0.4000000000000001,-0.6,4655.0,64
0,0.4500000000000002,-0.6,6739.0,92
0,0.5,-0.6,7355.0,100
0,0.55,-0.6,7965.0,102
0,0.6000000000000001,-0.6,8645.0,105
0,0.6500000000000001,-0.6,5912.0,66
0,-0.29999999999999993,-0.55,4437.0,51
0,-0.25,-0.55,4296.0,51
0,-0.2,-0.55,4166.0,51
0,-0.1499999999999999,-0.55,4038.0,51
0,-0.09999999999999998,-0.55,3933.0,51
0,-0.04999999999999993,-0.55,3847.0,51
0,0.0,-0.55,3785.0,51
0,0.05000000000000005,-0.55,3757.0,51
0,0.10000000000000007,-0.55,3881.0,42
0,0.15000000000000013,-0.55,3772.0,51
0,0.20000000000000015,-0.55,3897.0,42
0,0.25,-0.55,3885.0,51
0,0.30000000000000004,-0.55,3983.0,51
0,0.3500000000000001,-0.55,4084.0,51
0,0.4000000000000001,-0.55,4571.0,64
0,0.4500000000000002,-0.55,6521.0,93
0,0.5,-0.55,7137.0,98
0,0.55,-0.55,7754.0,100
0,0.6000000000000001,-0.55,8390.0,109
0,0.6500000000000001,-0.55,5794.0,65
0,0.7000000000000002,-0.55,14327.0,168
0,-0.25,-0.5,4382.0,51
0,-0.2,-0.5,4233.0,51
0,-0.1499999999999999,-0.5,4099.0,51
0,-0.09999999999999998,-0.5,3986.0,51
0,-0.04999999999999993,-0.5,3887.0,51
0,0.0,-0.5,3818.0,51
0,0.05000000000000005,-0.5,3780.0,51
0,0.10000000000000007,-0.5,3748.0,51
0,0.15000000000000013,-0.5,3765.0,51
0,0.20000000000000015,-0.5,3882.0,42
0,0.25,-0.5,3899.0,42
0,0.30000000000000004,-0.5,3962.0,51
0,0.3500000000000001,-0.5,4047.0,51
0,0.4000000000000001,-0.5,4479.0,63
0,0.4500000000000002,-0.5,6402.0,93
0,0.5,-0.5,6946.0,95
0,0.55,-0.5,7545.0,98
0,0.6000000000000001,-0.5,8154.0,105
0,0.6500000000000001,-0.5,8815.0,107
0,0.7000000000000002,-0.5,13997.0,181
0,-0.2,-0.45,19485.0,7
0,-0.1499999999999999,-0.45,4180.0,51
0,-0.09999999999999998,-0.45,4045.0,50
0,-0.04999999999999993,-0.45,3944.0,51
0,0.0,-0.45,3858.0,51
0,0.05000000000000005,-0.45,3802.0,51
0,0.10000000000000007,-0.45,3785.0,51
0,0.15000000000000013,-0.45,3875.0,42
0,0.20000000000000015,-0.45,3893.0,42
0,0.25,-0.45,3852.0,51
0,0.30000000000000004,-0.45,3941.0,51
0,0.3500000000000001,-0.45,4020.0,51
0,0.4000000000000001,-0.45,4425.0,63
0,0.4500000000000002,-0.45,4651.0,64
0,0.5,-0.45,6734.0,93
0,0.55,-0.45,7355.0,101
0,0.6000000000000001,-0.45,7944.0,102
0,0.6500000000000001,-0.45,8579.0,105
0,0.7000000000000002,-0.45,9258.0,112
0,-0.09999999999999998,-0.3999999999999999,4119.0,50
0,-0.04999999999999993,-0.3999999999999999,4001.0,51
0,0.0,-0.3999999999999999,3907.0,51
0,0.05000000000000005,-0.3999999999999999,3837.0,51
0,0.10000000000000007,-0.3999999999999999,3788.0,51
0,0.15000000000000013,-0.3999999999999999,3775.0,51
0,0.20000000000000015,-0.3999999999999999,3878.0,42
0,0.25,-0.3999999999999999,3845.0,51
0,0.30000000000000004,-0.3999999999999999,3897.0,51
0,0.3500000000000001,-0.3999999999999999,4000.0,51
0,0.4000000000000001,-0.3999999999999999,4337.0,63
0,0.4500000000000002,-0.3999999999999999,4561.0,64
0,0.5,-0.3999999999999999,6517.0,94
0,0.55,-0.3999999999999999,7107.0,98
0,0.6000000000000001,-0.3999999999999999,7767.0,101
0,0.6500000000000001,-0.3999999999999999,8346.0,108
0,0.7000000000000002,-0.3999999999999999,13044.0,168
0,0.75,-0.3999999999999999,20822.0,76
0,-0.04999999999999993,-0.35,4074.0,51
0,0.0,-0.35,3968.0,51
0,0.05000000000000005,-0.35,3886.0,51
0,0.10000000000000007,-0.35,3814.0,51
0,0.15000000000000013,-0.35,3821.0,51
0,0.20000000000000015,-0.35,3806.0,51
0,0.25,-0.35,3833.0,51
0,0.30000000000000004,-0.35,3881.0,51
0,0.3500000000000001,-0.35,3968.0,51
0,0.4000000000000001,-0.35,4058.0,51
0,0.4500000000000002,-0.35,4480.0,63
0,0.5,-0.35,6334.0,92
0,0.55,-0.35,6912.0,95
0,0.6000000000000001,-0.35,7499.0,97
0,0.6500000000000001,-0.35,8135.0,105
0,0.7000000000000002,-0.35,12673.0,163
0,0.75,-0.35,0.0,0
0,0.0,-0.29999999999999993,4781.0,36
0,0.05000000000000005,-0.29999999999999993,3941.0,51
0,0.10000000000000007,-0.29999999999999993,3866.0,51
0,0.15000000000000013,-0.29999999999999993,3810.0,51
0,0.20000000000000015,-0.29999999999999993,3828.0,51
0,0.25,-0.29999999999999993,3831.0,51
0,0.30000000000000004,-0.29999999999999993,3871.0,51
0,0.3500000000000001,-0.29999999999999993,3945.0,51
0,0.4000000000000001,-0.29999999999999993,4029.0,51
0,0.4500000000000002,-0.29999999999999993,4431.0,63
0,0.5,-0.29999999999999993,6179.0,91
0,0.55,-0.29999999999999993,6712.0,93
0,0.6000000000000001,-0.29999999999999993,7286.0,100
0,0.6500000000000001,-0.29999999999999993,7912.0,102
0,0.7000000000000002,-0.29999999999999993,12568.0,162
0,0.75,-0.29999999999999993,20056.0,255
0,0.10000000000000007,-0.25,3927.0,51
0,0.15000000000000013,-0.25,3860.0,51
0,0.20000000000000015,-0.25,3817.0,51
0,0.25,-0.25,3835.0,51
0,0.30000000000000004,-0.25,3861.0,51
0,0.3500000000000001,-0.25,3922.0,51
0,0.4000000000000001,-0.25,4010.0,51
0,0.4500000000000002,-0.25,4352.0,63
0,0.5,-0.25,4577.0,63
0,0.55,-0.25,6512.0,95
0,0.6000000000000001,-0.25,7124.0,98
0,0.6500000000000001,-0.25,7656.0,99
0,0.7000000000000002,-0.25,12130.0,157
0,0.75,-0.25,19758.0,259
0,0.15000000000000013,-0.2,3808.0,64
0,0.20000000000000015,-0.2,3845.0,51
0,0.25,-0.2,3861.0,51
0,0.30000000000000004,-0.2,3862.0,51
0,0.3500000000000001,-0.2,3902.0,51
0,0.4000000000000001,-0.2,4074.0,63
0,0.4500000000000002,-0.2,4067.0,51
0,0.5,-0.2,4165.0,51
0,0.55,-0.2,6348.0,92
0,0.6000000000000001,-0.2,6904.0,95
0,0.6500000000000001,-0.2,7497.0,100
0,0.7000000000000002,-0.2,11848.0,154
0,0.75,-0.2,12489.0,161
0,0.25,-0.1499999999999999,3853.0,51
0,0.30000000000000004,-0.1499999999999999,3872.0,51
0,0.3500000000000001,-0.1499999999999999,3906.0,51
0,0.4000000000000001,-0.1499999999999999,4023.0,63
0,0.4500000000000002,-0.1499999999999999,4042.0,51
0,0.5,-0.1499999999999999,4433.0,63
0,0.55,-0.1499999999999999,4661.0,64
0,0.6000000000000001,-0.1499999999999999,4845.0,63
0,0.6500000000000001,-0.1499999999999999,7280.0,101
