,I_e,I_i,avg_rate
0,-0.6499999999999999,-1.0,0.0026708582227635207
0,-0.6,-1.0,0.002207958492512302
0,-0.55,-1.0,0.00031300178955541436
0,-0.5,-1.0,0.00029045204003100663
0,-0.45,-1.0,0.00029560945484615093
0,-0.3999999999999999,-1.0,0.0002960736536216028
0,-0.35,-1.0,0.00028207002216430505
0,-0.29999999999999993,-1.0,0.00028150506845232067
0,-0.25,-1.0,0.00028974631161431087
0,-0.2,-1.0,0.00024215327138815294
0,-0.1499999999999999,-1.0,0.0002603817124322592
0,-0.09999999999999998,-1.0,0.0002973086209784294
0,-0.04999999999999993,-1.0,0.00028770482727788043
0,0.0,-1.0,0.0002842335197292326
0,0.05000000000000005,-1.0,0.00026769599788133613
0,0.10000000000000007,-1.0,0.00028264916323714054
0,0.15000000000000013,-1.0,0.00029824968958563116
0,0.20000000000000015,-1.0,0.0002968343825213761
0,0.25,-1.0,0.00028580625520791057
0,0.30000000000000004,-1.0,0.00026478948450385465
0,0.3500000000000001,-1.0,0.00022549623049204892
0,0.4000000000000001,-1.0,0.00023569680224677685
0,0.4500000000000002,-1.0,0.00015138134803789589
0,-0.6499999999999999,-0.95,0.001612391793927746
0,-0.6,-0.95,0.003922592437244623
0,-0.55,-0.95,0.0012128544131629294
0,-0.5,-0.95,0.0003029829836191696
0,-0.45,-0.95,0.0003019165887814178
0,-0.3999999999999999,-0.95,0.0002996069869527916
0,-0.35,-0.95,0.00029305179394526696
0,-0.29999999999999993,-0.95,0.0002910777484073698
0,-0.25,-0.95,0.0002933468320958599
0,-0.2,-0.95,0.00024303070898140002
0,-0.1499999999999999,-0.95,0.0002741936385311082
0,-0.09999999999999998,-0.95,0.00029947720313675756
0,-0.04999999999999993,-0.95,0.00029769671740339344
0,0.0,-0.95,0.0002825331393482056
0,0.05000000000000005,-0.95,0.00027706749901326017
0,0.10000000000000007,-0.95,0.00026142890539598417
0,0.15000000000000013,-0.95,0.00029529120371151444
0,0.20000000000000015,-0.95,0.0002996778677711999
0,0.25,-0.95,0.00029544227469184125
0,0.30000000000000004,-0.95,0.00026430388223772354
0,0.3500000000000001,-0.95,0.0002250058760485868
0,0.4000000000000001,-0.95,0.00023318230964009478
0,0.4500000000000002,-0.95,0.00018273811580247866
0,0.5,-0.95,0.00015848044714551589
0,-0.6,-0.9,0.0031140224292840347
0,-0.55,-0.9,0.0028594970316447397
0,-0.5,-0.9,0.00033025686040250734
0,-0.45,-0.9,0.0002896645954624023
0,-0.3999999999999999,-0.9,0.0002980936883021488
0,-0.35,-0.9,0.0002992566341212575
0,-0.29999999999999993,-0.9,0.0002856054761331056
0,-0.25,-0.9,0.00029522851224362526
0,-0.2,-0.9,0.0002922284058384338
0,-0.1499999999999999,-0.9,0.00027827236587749246
0,-0.09999999999999998,-0.9,0.0002702585660018911
0,-0.04999999999999993,-0.9,0.0002900016845809864
0,0.0,-0.9,0.00030305707158192444
0,0.05000000000000005,-0.9,0.00027382469328216235
0,0.10000000000000007,-0.9,0.0002905384930045095
0,0.15000000000000013,-0.9,0.00027613567413836877
0,0.20000000000000015,-0.9,0.0002985094158023981
0,0.25,-0.9,0.00028898222633593927
0,0.30000000000000004,-0.9,0.0002804647941431269
0,0.3500000000000001,-0.9,0.00025346196388899175
0,0.4000000000000001,-0.9,0.00027857187741743377
0,0.4500000000000002,-0.9,0.00023465606489847963
0,0.5,-0.9,0.00018817071969550305
0,-0.6,-0.85,0.001984410058941806
0,-0.55,-0.85,0.003520496628859499
0,-0.5,-0.85,0.001027905136938706
0,-0.45,-0.85,0.0003090493400730224
0,-0.3999999999999999,-0.85,0.0003034714008888713
0,-0.35,-0.85,0.0002973726443223366
0,-0.29999999999999993,-0.85,0.0002901922974927574
0,-0.25,-0.85,0.00027432853168100587
0,-0.2,-0.85,0.0002943169615738908
0,-0.1499999999999999,-0.85,0.0002395882182776825
0,-0.09999999999999998,-0.85,0.0002643559371693776
0,-0.04999999999999993,-0.85,0.00027823678444203424
0,0.0,-0.85,0.0002727708997461282
0,0.05000000000000005,-0.85,0.0002932820440303108
0,0.10000000000000007,-0.85,0.000292342158807711
0,0.15000000000000013,-0.85,0.00029440879720983094
0,0.20000000000000015,-0.85,0.00029948733838900104
0,0.25,-0.85,0.000298177910431859
0,0.30000000000000004,-0.85,0.00027965723571211405
0,0.3500000000000001,-0.85,0.00022899114804508618
0,0.4000000000000001,-0.85,0.00017389811838490227
0,0.4500000000000002,-0.85,0.00023797700735957806
0,0.5,-0.85,0.00014186471212659905
0,0.55,-0.85,0.00019910470329711127
0,-0.55,-0.8,0.002893001421311588
0,-0.5,-0.8,0.0028500543406213604
0,-0.45,-0.8,0.0005620512711518415
0,-0.3999999999999999,-0.8,0.00029136269461500373
0,-0.35,-0.8,0.0003048965874473877
0,-0.29999999999999993,-0.8,0.00029272748770283743
0,-0.25,-0.8,0.00028881856018523824
0,-0.2,-0.8,0.00029239333747649315
0,-0.1499999999999999,-0.8,0.00024290528261236902
0,-0.09999999999999998,-0.8,0.0002785033659917355
0,-0.04999999999999993,-0.8,0.0002655102003239041
0,0.0,-0.8,0.0002801803260788124
0,0.05000000000000005,-0.8,0.0002829058874350986
0,0.10000000000000007,-0.8,0.0002935684095143877
0,0.15000000000000013,-0.8,0.00029618635754237503
0,0.20000000000000015,-0.8,0.00030224763366392353
0,0.25,-0.8,0.00029761399029660596
0,0.30000000000000004,-0.8,0.00028554087265285653
0,0.3500000000000001,-0.8,0.00023624297851712205
