,I_e,I_i,avg_rate
0,-0.55,-0.8,0.0013472296170513088
0,-0.5,-0.8,0.0030340742679704352
0,-0.45,-0.8,0.0032411750672113548
0,-0.4,-0.8,0.00221977072730785
0,-0.35000000000000003,-0.8,0.0006903701160289486
0,-0.30000000000000004,-0.8,0.0006206627693769527
0,-0.25,-0.8,0.000621040587970487
0,-0.2,-0.8,0.0006281440242801599
0,-0.15000000000000002,-0.8,0.0006528096194243594
0,-0.09999999999999998,-0.8,0.0006644250387840465
0,-0.05000000000000005,-0.8,0.0006690234906396812
0,0.0,-0.8,0.0006061479403769972
0,0.05000000000000005,-0.8,0.0005693056685972515
0,0.09999999999999998,-0.8,0.0005827657346539642
0,0.15000000000000002,-0.8,0.0005802140043816594
0,0.2,-0.8,0.0005948055622075653
0,0.25,-0.8,0.000606538138259364
0,0.30000000000000004,-0.8,0.0006287858591881943
0,0.3500000000000001,-0.8,0.0006265995875187151
0,0.4000000000000001,-0.8,0.0006303048982027014
0,0.45,-0.8,0.0006219565481394069
0,0.5,-0.8,0.0006134395485428051
0,0.55,-0.8,0.0005846817519534484
0,0.6000000000000001,-0.8,0.0005740196464511221
0,0.6500000000000001,-0.8,0.000464022994265711
0,0.7,-0.8,0.00036261221287209864
0,0.75,-0.8,0.00047744775981947745
0,0.8,-0.8,0.00021487186774983924
0,0.8500000000000001,-0.8,0.00018103474165545553
0,-0.5,-0.75,0.0016470416076898812
0,-0.45,-0.75,0.003020907570111713
0,-0.4,-0.75,0.002809313611442592
0,-0.35000000000000003,-0.75,0.0008980648140118529
0,-0.30000000000000004,-0.75,0.0006518600615466922
0,-0.25,-0.75,0.0006158151188506323
0,-0.2,-0.75,0.0006194727843094466
0,-0.15000000000000002,-0.75,0.0006303551881260139
0,-0.09999999999999998,-0.75,0.0006585508727884408
0,-0.05000000000000005,-0.75,0.0006663167227163595
0,0.0,-0.75,0.0006059174159492586
0,0.05000000000000005,-0.75,0.0005909935801562134
0,0.09999999999999998,-0.75,0.0006225853655247645
0,0.15000000000000002,-0.75,0.0006382167522349183
0,0.2,-0.75,0.0006086226312175994
0,0.25,-0.75,0.0006123487261442443
0,0.30000000000000004,-0.75,0.0006365296530409112
0,0.3500000000000001,-0.75,0.000661376593546661
0,0.4000000000000001,-0.75,0.0006319713333079795
0,0.45,-0.75,0.0006200295669577523
