,I_e,I_i,avg_rate
0,-0.6499999999999999,-1.0,0.00232868001865016
0,-0.6,-1.0,0.003480804024700253
0,-0.55,-1.0,0.0007462025075510859
0,-0.5,-1.0,0.0004182982648023295
0,-0.45,-1.0,0.00043677346977264955
0,-0.3999999999999999,-1.0,0.00043226598692669416
0,-0.35,-1.0,0.0004338834752576657
0,-0.29999999999999993,-1.0,0.0004332132724846454
0,-0.25,-1.0,0.0004457079980393113
0,-0.2,-1.0,0.00043593086553562576
0,-0.1499999999999999,-1.0,0.00043961141626657483
0,-0.09999999999999998,-1.0,0.0004403503114016309
0,-0.04999999999999993,-1.0,0.0003411367726566016
0,0.0,-1.0,0.00037298224818560054
0,0.05000000000000005,-1.0,0.00039443851404544715
0,0.10000000000000007,-1.0,0.0004068961720872689
0,0.15000000000000013,-1.0,0.0004315574901336025
0,0.20000000000000015,-1.0,0.0004205449901246721
0,0.25,-1.0,0.0004184987974202413
0,0.30000000000000004,-1.0,0.0003840336880609255
0,0.3500000000000001,-1.0,0.0003909565827109645
0,0.4000000000000001,-1.0,0.0003681261638520881
0,0.4500000000000002,-1.0,0.0003329772464156969
0,-0.6499999999999999,-0.95,0.0008928610572946693
0,-0.6,-0.95,0.0036076673634305905
0,-0.55,-0.95,0.0018831429189794405
0,-0.5,-0.95,0.0004910358107909871
0,-0.45,-0.95,0.00041568949490110947
0,-0.3999999999999999,-0.95,0.00043518300274498296
0,-0.35,-0.95,0.0004363486703734379
0,-0.29999999999999993,-0.95,0.0004325592891197362
0,-0.25,-0.95,0.00043214208641969144
0,-0.2,-0.95,0.0004384660349579944
0,-0.1499999999999999,-0.95,0.000431457350135856
0,-0.09999999999999998,-0.95,0.0004374147465351901
0,-0.04999999999999993,-0.95,0.0003660955851045644
0,0.0,-0.95,0.0003783677658776803
0,0.05000000000000005,-0.95,0.0003964358548529097
0,0.10000000000000007,-0.95,0.0003975681635574694
0,0.15000000000000013,-0.95,0.0004445403601271022
0,0.20000000000000015,-0.95,0.00042578829575971687
0,0.25,-0.95,0.0004190848121502813
0,0.30000000000000004,-0.95,0.0004063448224591574
0,0.3500000000000001,-0.95,0.00039522914922523284
0,0.4000000000000001,-0.95,0.00032553858366499405
0,0.4500000000000002,-0.95,0.00033287951990047674
0,0.5,-0.95,0.00019606584231309128
0,-0.6,-0.9,0.002938205146489096
0,-0.55,-0.9,0.0034859118220058687
0,-0.5,-0.9,0.001235517087603185
0,-0.45,-0.9,0.00042938679442010476
0,-0.3999999999999999,-0.9,0.00041425005583106765
0,-0.35,-0.9,0.0004356028121633114
0,-0.29999999999999993,-0.9,0.0004332500377430326
0,-0.25,-0.9,0.0004305164479100499
0,-0.2,-0.9,0.0004405439136101866
0,-0.1499999999999999,-0.9,0.0004368346237006408
0,-0.09999999999999998,-0.9,0.0004313785290320099
0,-0.04999999999999993,-0.9,0.00037469429618725773
0,0.0,-0.9,0.0003791325159625149
0,0.05000000000000005,-0.9,0.0003995620035021931
0,0.10000000000000007,-0.9,0.00040995481073466546
0,0.15000000000000013,-0.9,0.0004362703350540522
0,0.20000000000000015,-0.9,0.00042822710202897554
0,0.25,-0.9,0.00042007086152058906
0,0.30000000000000004,-0.9,0.0004120812170430317
0,0.3500000000000001,-0.9,0.0003968955282271677
0,0.4000000000000001,-0.9,0.0003202611626019565
0,0.4500000000000002,-0.9,0.00032877111871271576
0,0.5,-0.9,0.00019898785813330167
0,0.55,-0.9,0.00019751418409320122
0,-0.6,-0.85,0.0013703930330714342
0,-0.55,-0.85,0.003440683428348577
0,-0.5,-0.85,0.002341284589023785
0,-0.45,-0.85,0.0005700897906672335
0,-0.3999999999999999,-0.85,0.0004233783719362541
0,-0.35,-0.85,0.0004311810243242198
0,-0.29999999999999993,-0.85,0.0004345966548597554
0,-0.25,-0.85,0.0004314150635468676
0,-0.2,-0.85,0.00043320608787565
0,-0.1499999999999999,-0.85,0.0004367834495782878
0,-0.09999999999999998,-0.85,0.0004314293166925296
0,-0.04999999999999993,-0.85,0.00040004607209456376
0,0.0,-0.85,0.0003759242451544675
0,0.05000000000000005,-0.85,0.0004043356215101647
0,0.10000000000000007,-0.85,0.0004107577656858253
0,0.15000000000000013,-0.85,0.0004324846051897934
0,0.20000000000000015,-0.85,0.00044314640528829425
0,0.25,-0.85,0.00042492117427250645
0,0.30000000000000004,-0.85,0.0004190211788072285
0,0.3500000000000001,-0.85,0.0003956731035547553
0,0.4000000000000001,-0.85,0.00029510360596527775
0,0.4500000000000002,-0.85,0.0002623355900307437
0,0.5,-0.85,0.00033154764831938474
0,0.55,-0.85,0.0001992518931822943
0,0.6000000000000001,-0.85,0.00013677571177903876
0,-0.55,-0.8,0.0026415876245972653
0,-0.5,-0.8,0.003314074701369421
0,-0.45,-0.8,0.001268912452656477
0,-0.3999999999999999,-0.8,0.0004569539364794311
0,-0.35,-0.8,0.0004195925718102545
0,-0.29999999999999993,-0.8,0.00043051414794115206
0,-0.25,-0.8,0.00043337861056122766
0,-0.2,-0.8,0.00043563842106158113
0,-0.1499999999999999,-0.8,0.0004333802943644775
0,-0.09999999999999998,-0.8,0.0004231941793570097
0,-0.04999999999999993,-0.8,0.00037612216015893397
0,0.0,-0.8,0.00040194135466513554
0,0.05000000000000005,-0.8,0.00042419255691713913
0,0.10000000000000007,-0.8,0.0004252302804624205
0,0.15000000000000013,-0.8,0.00041405788529406615
0,0.20000000000000015,-0.8,0.000431656238891884
0,0.25,-0.8,0.0004253027271301056
0,0.30000000000000004,-0.8,0.00041553406685366877
0,0.3500000000000001,-0.8,0.00036924802446995457
0,0.4000000000000001,-0.8,0.0002991508680041072
0,0.4500000000000002,-0.8,0.0002698315231112685
0,0.5,-0.8,0.0003317286947169721
0,0.55,-0.8,0.00020093400238903976
0,0.6000000000000001,-0.8,0.00020196604281094203
0,-0.5,-0.75,0.0029250034108146113
0,-0.45,-0.75,0.002346135840429561
0,-0.3999999999999999,-0.75,0.0005938594006879406
0,-0.35,-0.75,0.000417393631600927
0,-0.29999999999999993,-0.75,0.00041606868358633144
0,-0.25,-0.75,0.0004347659542917263
0,-0.2,-0.75,0.00043367195617295294
0,-0.1499999999999999,-0.75,0.00043284304451838727
0,-0.09999999999999998,-0.75,0.0004311960070859023
0,-0.04999999999999993,-0.75,0.0004104756510237769
0,0.0,-0.75,0.00039286541124348073
0,0.05000000000000005,-0.75,0.00042029258235067534
0,0.10000000000000007,-0.75,0.00041568517408176566
0,0.15000000000000013,-0.75,0.0004277173185622932
0,0.20000000000000015,-0.75,0.00044716120548768986
0,0.25,-0.75,0.000426204269731364
0,0.30000000000000004,-0.75,0.0004157437220353593
0,0.3500000000000001,-0.75,0.00040159468645608107
0,0.4000000000000001,-0.75,0.00033837194331690914
