,I_e,I_i,#timesteps,#nodes
0,-0.55,-0.8,1865.0,0
0,-0.5,-0.8,1317.0,0
0,-0.45,-0.8,1553.0,1
0,-0.4,-0.8,3475.0,51
0,-0.35000000000000003,-0.8,3402.0,51
0,-0.30000000000000004,-0.8,3308.0,51
0,-0.25,-0.8,3218.0,51
0,-0.2,-0.8,3129.0,51
0,-0.15000000000000002,-0.8,3052.0,51
0,-0.09999999999999998,-0.8,2984.0,50
0,-0.05000000000000005,-0.8,2936.0,51
0,0.0,-0.8,2890.0,51
0,0.05000000000000005,-0.8,2871.0,51
0,0.09999999999999998,-0.8,2870.0,51
0,0.15000000000000002,-0.8,2881.0,51
0,0.2,-0.8,2905.0,51
0,0.25,-0.8,2952.0,51
0,0.30000000000000004,-0.8,3007.0,51
0,0.3500000000000001,-0.8,3076.0,51
0,0.4000000000000001,-0.8,3159.0,50
0,0.45,-0.8,3243.0,51
0,0.5,-0.8,3339.0,51
0,0.55,-0.8,3832.0,64
0,0.6000000000000001,-0.8,5210.0,88
0,0.6500000000000001,-0.8,8729.0,154
0,0.7,-0.8,4344.0,64
0,0.75,-0.8,15871.0,276
0,-0.5,-0.75,2044.0,3
0,-0.45,-0.75,1503.0,0
0,-0.4,-0.75,2097.0,3
0,-0.35000000000000003,-0.75,3436.0,51
0,-0.30000000000000004,-0.75,3349.0,51
0,-0.25,-0.75,3255.0,51
0,-0.2,-0.75,3170.0,50
0,-0.15000000000000002,-0.75,3086.0,51
0,-0.09999999999999998,-0.75,3016.0,51
0,-0.05000000000000005,-0.75,2952.0,51
0,0.0,-0.75,2912.0,51
0,0.05000000000000005,-0.75,2879.0,51
0,0.09999999999999998,-0.75,2874.0,51
0,0.15000000000000002,-0.75,2878.0,51
0,0.2,-0.75,2901.0,51
0,0.25,-0.75,2938.0,51
0,0.30000000000000004,-0.75,2990.0,51
0,0.3500000000000001,-0.75,3056.0,51
0,0.4000000000000001,-0.75,3132.0,51
0,0.45,-0.75,3217.0,51
0,0.5,-0.75,3310.0,51
0,0.55,-0.75,3771.0,64
0,0.6000000000000001,-0.75,5180.0,89
0,0.6500000000000001,-0.75,8464.0,150
0,0.7,-0.75,4289.0,65
0,0.75,-0.75,9849.0,149
0,0.8,-0.75,16206.0,266
0,-0.45,-0.7000000000000001,1383.0,3
0,-0.4,-0.7000000000000001,1770.0,0
0,-0.35000000000000003,-0.7000000000000001,3140.0,2
0,-0.30000000000000004,-0.7000000000000001,3390.0,50
0,-0.25,-0.7000000000000001,3301.0,51
0,-0.2,-0.7000000000000001,3207.0,51
0,-0.15000000000000002,-0.7000000000000001,3118.0,51
0,-0.09999999999999998,-0.7000000000000001,3047.0,51
