,b,tau_a,dom_frequ,down_duration,up_duration
0,0.09999999999999999,900,1.0666666666666667,0.31220000000000003,0.6253000000000001
0,0.15,900,1.0083333333333333,0.24177603305785125,0.7499595041322314
0,0.19999999999999998,900,1.2,0.2147638888888889,0.6185694444444445
0,0.24999999999999997,900,1.1083333333333334,0.18823609022556392,0.7140195488721806
0,0.3,900,1.5583333333333333,0.1840631016042781,0.457648128342246
0,0.35,900,1.9583333333333333,0.1825991489361702,0.32803914893617026
0,0.39999999999999997,900,2.4,0.19032361111111112,0.22634305555555556
0,0.44999999999999996,900,0.0,0.0,0.0
0,0.49999999999999994,900,0.0,0.0,0.0
0,0.5499999999999999,900,0.0,0.0,0.0
0,0.6,900,0.0,0.0,0.0
0,0.0,1200,0.008333333333333333,120.0,0.0
0,0.049999999999999996,1200,0.5583333333333333,0.48028656716417917,1.310758208955224
0,0.09999999999999999,1200,0.825,0.3458333333333334,0.8662878787878789
0,0.15,1200,1.15,0.3010789855072464,0.568486231884058
0,0.19999999999999998,1200,1.0416666666666667,0.24746079999999998,0.7125391999999999
0,0.24999999999999997,1200,1.2,0.22635486111111117,0.6069784722222223
0,0.3,1200,1.35,0.2119537037037037,0.5287870370370371
0,0.35,1200,1.9416666666666667,0.22871587982832617,0.2863055793991417
0,0.39999999999999997,1200,2.0833333333333335,0.21906159999999997,0.26093839999999996
0,0.44999999999999996,1200,0.0,0.0,0.0
0,0.49999999999999994,1200,0.0,0.0,0.0
0,0.5499999999999999,1200,0.0,0.0,0.0
0,0.6,1200,0.0,0.0,0.0
0,0.0,1500,0.008333333333333333,120.0,0.0
0,0.049999999999999996,1500,0.5083333333333333,0.5253704918032787,1.4418426229508199
0,0.09999999999999999,1500,0.7333333333333333,0.38744090909090917,0.9761954545454546
0,0.15,1500,1.025,0.34049512195121956,0.6351146341463416
0,0.19999999999999998,1500,1.2,0.30218611111111116,0.5311472222222222
0,0.24999999999999997,1500,1.075,0.25291937984496127,0.6773131782945737
0,0.3,1500,1.2083333333333333,0.23616,0.5914262068965517
0,0.35,1500,1.3416666666666666,0.22348633540372673,0.5218552795031056
0,0.39999999999999997,1500,1.8583333333333334,0.2459829596412556,0.2921336322869955
0,0.44999999999999996,1500,0.0,0.0,0.0
0,0.49999999999999994,1500,0.0,0.0,0.0
0,0.5499999999999999,1500,0.0,0.0,0.0
0,0.6,1500,0.0,0.0,0.0
0,0.0,1800,0.008333333333333333,120.0,0.0
0,0.049999999999999996,1800,0.4583333333333333,0.5838109090909092,1.5980072727272727
0,0.09999999999999999,1800,0.675,0.4224012345679013,1.0590802469135805
0,0.15,1800,0.8416666666666667,0.35574455445544556,0.8323742574257427
