,I_e,I_i,avg_speed
0,0.26,-0.26,0.0006447113372293989
0,0.28,-0.26,0.0005812466571193527
0,0.30000000000000004,-0.26,0.0005800222490871724
0,0.3200000000000001,-0.26,0.0005379462346685922
0,0.3400000000000001,-0.26,0.00048508260868912874
0,0.3600000000000001,-0.26,0.0004401167621165868
0,0.3800000000000001,-0.26,0.00030912359138376587
0,0.15999999999999992,-0.24,0.0003906661857587725
0,0.17999999999999994,-0.24,0.0004074886776554755
0,0.2,-0.24,0.0004325962739800843
0,0.22,-0.24,0.00043705319842810193
0,0.24,-0.24,0.00048578728337800824
0,0.26,-0.24,0.0005472060439949401
0,0.28,-0.24,0.000653146628604656
0,0.30000000000000004,-0.24,0.0005225807523775374
0,0.3200000000000001,-0.24,0.0004552897361411284
0,0.3400000000000001,-0.24,0.00037802055803039166
0,0.3600000000000001,-0.24,0.0003056451425469687
0,0.3800000000000001,-0.24,0.00021135334379663158
0,0.2,-0.22,0.000416609382808317
0,0.22,-0.22,0.00043637666321625815
0,0.24,-0.22,0.00042257029328684353
0,0.26,-0.22,0.0004507897046800533
0,0.28,-0.22,0.000522157162314729
0,0.30000000000000004,-0.22,0.0006512756395425031
0,0.3200000000000001,-0.22,0.0004897347334386019
0,0.3400000000000001,-0.22,0.0003838231085976229
0,0.3600000000000001,-0.22,0.00032201329349691645
0,0.3800000000000001,-0.22,0.00017306449166201097
0,0.22,-0.2,0.00040210771030871784
0,0.24,-0.2,0.00042341821241568303
0,0.26,-0.2,0.00044284351096704857
0,0.28,-0.2,0.00044156892937944974
0,0.30000000000000004,-0.2,0.00042475862596125593
0,0.3200000000000001,-0.2,0.0005683400347196108
0,0.3400000000000001,-0.2,0.00042883589066818235
0,0.3600000000000001,-0.2,0.00030346035572518317
0,0.3800000000000001,-0.2,0.0001572184869027784
0,0.26,-0.17999999999999994,0.0003964732498224837
0,0.28,-0.17999999999999994,0.00042346714984100637
0,0.30000000000000004,-0.17999999999999994,0.00043310328239944574
0,0.3200000000000001,-0.17999999999999994,0.0004493264935611452
0,0.3400000000000001,-0.17999999999999994,0.0005073594292713438
0,0.3600000000000001,-0.17999999999999994,0.0006606967000063538
0,0.3800000000000001,-0.17999999999999994,0.00020817745325645557
0,0.28,-0.16000000000000006,0.0003978248461600039
0,0.30000000000000004,-0.16000000000000006,0.0004156010146296558
0,0.3200000000000001,-0.16000000000000006,0.0004320322730678325
0,0.3400000000000001,-0.16000000000000006,0.0004431962659810944
0,0.3600000000000001,-0.16000000000000006,0.0004667371432307023
0,0.3800000000000001,-0.16000000000000006,0.0005719594859355158
0,0.3200000000000001,-0.14,0.0004058159301985471
0,0.3400000000000001,-0.14,0.00042487295266527823
0,0.3600000000000001,-0.14,0.0004221551401980461
0,0.3800000000000001,-0.14,0.0004381659523450702
0,0.4000000000000001,-0.14,0.0004889136317145533
0,0.3400000000000001,-0.12,0.00038851631058613005
0,0.3600000000000001,-0.12,0.00040766759513891993
0,0.3800000000000001,-0.12,0.00042410161274134526
0,0.4000000000000001,-0.12,0.00041985671924255974
0,0.4199999999999999,-0.12,0.000441316896208238
0,0.3800000000000001,-0.09999999999999998,0.000398968442679999
0,0.4000000000000001,-0.09999999999999998,0.00040901706562070333
0,0.4199999999999999,-0.09999999999999998,0.00042625740046218943
0,0.44,-0.09999999999999998,0.00042216694312688526
0,0.46,-0.09999999999999998,0.00044140846155544026
0,0.4000000000000001,-0.07999999999999996,0.0003837434569844334
0,0.4199999999999999,-0.07999999999999996,0.00041022552865522014
0,0.44,-0.07999999999999996,0.00038390605372267506
0,0.46,-0.07999999999999996,0.0003866811971163693
0,0.48,-0.07999999999999996,0.00043556136725030905
0,0.44,-0.059999999999999935,0.00038550722809224707
0,0.46,-0.059999999999999935,0.000393995459377665
0,0.48,-0.059999999999999935,0.00040592993515432103
0,0.5,-0.059999999999999935,0.00042762315837152805
0,0.46,-0.040000000000000036,0.00037327199962849754
0,0.48,-0.040000000000000036,0.0004036973170518478
0,0.5,-0.040000000000000036,0.00032158276362352384
0,0.52,-0.040000000000000036,0.00042188082936160936
0,0.54,-0.040000000000000036,0.00043309873119308246
0,0.5,-0.020000000000000014,0.0003823646629633868
0,0.52,-0.020000000000000014,0.0003904292064666362
0,0.54,-0.020000000000000014,0.0003329777374820029
0,0.56,-0.020000000000000014,0.00043094468251553015
0,0.52,0.0,0.0003517385393636931
0,0.54,0.0,0.00038443958903520406
0,0.56,0.0,0.00033013520741344824
0,0.5800000000000001,0.0,0.000382673136611798
0,0.6000000000000001,0.0,0.00042680142405455805
0,0.56,0.020000000000000014,0.00038295472024979895
0,0.5800000000000001,0.020000000000000014,0.0003836741616644469
0,0.6000000000000001,0.020000000000000014,0.00033007055706348574
0,0.6200000000000001,0.020000000000000014,0.00039335398906061215
0,0.5800000000000001,0.040000000000000036,0.00037209851402853953
0,0.6000000000000001,0.040000000000000036,0.0003491192309379791
0,0.6200000000000001,0.040000000000000036,0.0003811105966050291
0,0.6400000000000001,0.040000000000000036,0.00039609659605345103
0,0.6200000000000001,0.06000000000000005,0.0003830112733751809
0,0.6400000000000001,0.06000000000000005,0.0003275666040748057
0,0.6600000000000001,0.06000000000000005,0.00033337862392345316
0,0.6799999999999999,0.06000000000000005,0.00040250841831356124
0,0.6400000000000001,0.08000000000000007,0.00028205332388403715
0,0.6600000000000001,0.08000000000000007,0.00031255617677035987
0,0.6799999999999999,0.08000000000000007,0.0003387154580475291
0,0.7,0.08000000000000007,0.000280902289594463
0,0.6799999999999999,0.10000000000000007,0.00038059690227724893
0,0.7,0.10000000000000007,0.0003222476211739889
0,0.72,0.10000000000000007,0.0003812234605020474
0,0.74,0.10000000000000007,0.0003991345800783743
0,0.7,0.1200000000000001,0.0003581650220662695
0,0.72,0.1200000000000001,0.0003591050629625645
0,0.74,0.1200000000000001,0.0004027751093631031
0,0.76,0.1200000000000001,0.0003869427292399094
0,0.74,0.14000000000000012,0.00038973556387161796
0,0.76,0.14000000000000012,0.0003270832668176803
0,0.78,0.14000000000000012,0.0003374184204587081
0,0.76,0.15999999999999992,0.0003053649430371867
0,0.78,0.15999999999999992,0.00039627839268581693
0,0.8,0.15999999999999992,0.00038287413200999355
0,0.8200000000000001,0.15999999999999992,0.0003312557740789301
0,0.8,0.17999999999999994,0.00038762831527453315
0,0.8200000000000001,0.17999999999999994,0.0003685013041813546
0,0.8400000000000001,0.17999999999999994,0.00033044910989832484
0,0.8200000000000001,0.2,0.00034379707683043705
0,0.8400000000000001,0.2,0.00039477400150366186
0,0.8600000000000001,0.2,0.00038327178641798815
0,0.8600000000000001,0.22,0.0004173817756153963
0,0.8800000000000001,0.22,5.1097568741825705e-05
0,0.8800000000000001,0.24,4.905435049883024e-05
0,0.9000000000000001,0.24,5.371072916659837e-05
