,I_e,I_i,avg_speed
0,0.08000000000000007,-0.54,0.017541172174531966
0,0.10000000000000007,-0.54,0.017128177618028317
0,0.1200000000000001,-0.54,0.01666407280664281
0,-0.2,-0.52,0.00040816465359623375
0,-0.17999999999999994,-0.52,0.0004544577397253575
0,-0.16000000000000006,-0.52,0.0006048234425580028
0,-0.14,-0.52,0.0008394907974568815
0,-0.12,-0.52,0.0008990078973854634
0,-0.09999999999999998,-0.52,0.0009088034936956678
0,-0.07999999999999996,-0.52,0.0009890829421267042
0,-0.059999999999999935,-0.52,0.0011435768706075952
0,-0.040000000000000036,-0.52,0.0015405273424969569
0,-0.020000000000000014,-0.52,0.0022443880520286105
0,0.0,-0.52,0.0031090317033902696
0,0.020000000000000014,-0.52,0.004980111485222722
0,0.040000000000000036,-0.52,0.007712009188424139
0,0.06000000000000005,-0.52,0.011096955229320317
0,0.08000000000000007,-0.52,0.017499369709480673
0,0.10000000000000007,-0.52,0.017071612542212927
0,0.1200000000000001,-0.52,0.016609926354342143
0,0.14000000000000012,-0.52,0.01606565107967599
0,-0.17999999999999994,-0.5,0.0004092267304502511
0,-0.16000000000000006,-0.5,0.00042567353332218383
0,-0.14,-0.5,0.0005234208221324274
0,-0.12,-0.5,0.0007094461490814424
0,-0.09999999999999998,-0.5,0.0008745089449351058
0,-0.07999999999999996,-0.5,0.0008906324082819919
0,-0.059999999999999935,-0.5,0.0009496821408981691
0,-0.040000000000000036,-0.5,0.0011279209261040612
0,-0.020000000000000014,-0.5,0.0014513963677371482
0,0.0,-0.5,0.002027996083345694
0,0.020000000000000014,-0.5,0.003056457360106155
0,0.040000000000000036,-0.5,0.004586468814708235
0,0.06000000000000005,-0.5,0.00714457226664182
0,0.08000000000000007,-0.5,0.010278485566652423
0,0.10000000000000007,-0.5,0.016027809611287844
0,0.1200000000000001,-0.5,0.016550882111044288
0,0.14000000000000012,-0.5,0.01603501455944157
0,0.15999999999999992,-0.5,0.015411897109982189
0,-0.16000000000000006,-0.48,0.0004052129804722621
0,-0.14,-0.48,0.0004237370462772805
0,-0.12,-0.48,0.00048440609636335333
0,-0.09999999999999998,-0.48,0.0006321312032767459
0,-0.07999999999999996,-0.48,0.0008478257210193621
0,-0.059999999999999935,-0.48,0.0008791640456764552
0,-0.040000000000000036,-0.48,0.0008938496559288468
0,-0.020000000000000014,-0.48,0.0010281618310953808
0,0.0,-0.48,0.0013607850508098756
0,0.020000000000000014,-0.48,0.0019263631963223604
0,0.040000000000000036,-0.48,0.002873470248797358
0,0.06000000000000005,-0.48,0.004273941345779174
0,0.08000000000000007,-0.48,0.0067368606219812745
0,0.10000000000000007,-0.48,0.00922959890264613
0,0.1200000000000001,-0.48,0.01384273026074101
0,0.14000000000000012,-0.48,0.015973878782709075
0,0.15999999999999992,-0.48,0.015364399511944684
0,0.17999999999999994,-0.48,0.01466677062344581
0,-0.14,-0.46,0.0004066373042017602
0,-0.12,-0.46,0.000407926880697443
0,-0.09999999999999998,-0.46,0.00043829692699484245
0,-0.07999999999999996,-0.46,0.0005759945853026949
0,-0.059999999999999935,-0.46,0.0007424733908777618
0,-0.040000000000000036,-0.46,0.0008840578421247019
0,-0.020000000000000014,-0.46,0.000884897391414293
0,0.0,-0.46,0.000981174584502113
0,0.020000000000000014,-0.46,0.0012967538289128354
0,0.040000000000000036,-0.46,0.0018094104038748687
0,0.06000000000000005,-0.46,0.002712879231519844
0,0.08000000000000007,-0.46,0.004080205843653928
0,0.10000000000000007,-0.46,0.006084771473087758
0,0.1200000000000001,-0.46,0.00830788759783263
0,0.14000000000000012,-0.46,0.012097915022751635
0,0.15999999999999992,-0.46,0.015305818513743678
0,0.17999999999999994,-0.46,0.014602407928795011
0,0.2,-0.46,0.013794521569830956
0,0.22,-0.46,0.012758828065598906
0,-0.12,-0.44,0.00039875003007095074
0,-0.09999999999999998,-0.44,0.00040937033000068893
0,-0.07999999999999996,-0.44,0.00041725534132516914
0,-0.059999999999999935,-0.44,0.00047260932240777786
0,-0.040000000000000036,-0.44,0.0006526233381318021
0,-0.020000000000000014,-0.44,0.0008291622667787764
0,0.0,-0.44,0.0008530978961026091
0,0.020000000000000014,-0.44,0.0009305846763493441
0,0.040000000000000036,-0.44,0.0012298066706511008
0,0.06000000000000005,-0.44,0.0017374180366753547
0,0.08000000000000007,-0.44,0.00263312048908648
0,0.10000000000000007,-0.44,0.003834540919829317
0,0.1200000000000001,-0.44,0.005627145519115123
0,0.14000000000000012,-0.44,0.007589833014728766
0,0.15999999999999992,-0.44,0.01050466929535706
0,0.17999999999999994,-0.44,0.01453166141627531
0,0.2,-0.44,0.013702880312952467
0,0.22,-0.44,0.01273162447267702
0,0.24,-0.44,0.011554973291538083
0,-0.07999999999999996,-0.42,0.00042673400637245336
0,-0.059999999999999935,-0.42,0.00041741872791623653
0,-0.040000000000000036,-0.42,0.0004495156699001554
0,-0.020000000000000014,-0.42,0.0005525145569350838
0,0.0,-0.42,0.0007606589600548678
0,0.020000000000000014,-0.42,0.0008922810701586949
0,0.040000000000000036,-0.42,0.0008808247166657735
0,0.06000000000000005,-0.42,0.0011045841666417922
0,0.08000000000000007,-0.42,0.00169390397901386
0,0.10000000000000007,-0.42,0.0023779682180508875
0,0.1200000000000001,-0.42,0.0036331696900127716
0,0.14000000000000012,-0.42,0.005107095743061369
0,0.15999999999999992,-0.42,0.006656565558031205
0,0.17999999999999994,-0.42,0.008988266076570385
0,0.2,-0.42,0.013624653507653179
0,0.22,-0.42,0.012600759069691034
0,0.24,-0.42,0.01150562143187457
0,0.26,-0.42,0.010269515369631794
0,-0.059999999999999935,-0.4,0.00041069135302988156
0,-0.040000000000000036,-0.4,0.0004191920397788662
0,-0.020000000000000014,-0.4,0.0004216560647248894
0,0.0,-0.4,0.0004756539306156606
0,0.020000000000000014,-0.4,0.0006609219881521643
0,0.040000000000000036,-0.4,0.0008334902743951341
0,0.06000000000000005,-0.4,0.0008723491094064823
0,0.08000000000000007,-0.4,0.0010798753613814752
0,0.10000000000000007,-0.4,0.001549274245140303
0,0.1200000000000001,-0.4,0.002360265788470873
0,0.14000000000000012,-0.4,0.0032539960342164945
0,0.15999999999999992,-0.4,0.004568348742829576
0,0.17999999999999994,-0.4,0.005716384992632641
0,0.2,-0.4,0.007518260289715957
0,0.22,-0.4,0.011379184952792425
0,0.24,-0.4,0.011393775619156193
0,0.26,-0.4,0.01018412985414322
0,0.28,-0.4,0.008897637894928997
0,-0.020000000000000014,-0.38,0.0004216950777746095
0,0.0,-0.38,0.00043316393744248385
0,0.020000000000000014,-0.38,0.0004593769646869298
0,0.040000000000000036,-0.38,0.0005733973868018872
0,0.06000000000000005,-0.38,0.0007562682235334266
0,0.08000000000000007,-0.38,0.0008377191910850434
0,0.10000000000000007,-0.38,0.0010659566890084474
0,0.1200000000000001,-0.38,0.0015102113625726553
0,0.14000000000000012,-0.38,0.0020661580367578236
0,0.15999999999999992,-0.38,0.0029925497173035696
0,0.17999999999999994,-0.38,0.0039440809229059695
0,0.2,-0.38,0.004691277330449303
0,0.22,-0.38,0.005883596045262881
0,0.24,-0.38,0.008439256209771151
0,0.26,-0.38,0.010076248595866063
0,0.28,-0.38,0.008796989559546109
0,0.30000000000000004,-0.38,0.007384129389534708
0,0.0,-0.36,0.00041829142600048505
0,0.020000000000000014,-0.36,0.00042736033486367347
0,0.040000000000000036,-0.36,0.0004311387797120271
0,0.06000000000000005,-0.36,0.0005002995116161963
0,0.08000000000000007,-0.36,0.0006612086530699325
0,0.10000000000000007,-0.36,0.0008306391166716662
0,0.1200000000000001,-0.36,0.0009362697356552435
0,0.14000000000000012,-0.36,0.0013682730533642992
0,0.15999999999999992,-0.36,0.0019517700618712072
0,0.17999999999999994,-0.36,0.002551135215673348
0,0.2,-0.36,0.0031593333286698173
0,0.22,-0.36,0.003591723782995834
0,0.24,-0.36,0.004382834657223281
0,0.26,-0.36,0.00600106633699406
0,0.28,-0.36,0.008700243209383408
0,0.30000000000000004,-0.36,0.007287748705251274
0,0.3200000000000001,-0.36,0.005751998026362512
0,0.040000000000000036,-0.34,0.00042627999369659485
0,0.06000000000000005,-0.34,0.0004237868275210059
0,0.08000000000000007,-0.34,0.00044545871086814725
0,0.10000000000000007,-0.34,0.0005570119823328854
0,0.1200000000000001,-0.34,0.00072910400952475
0,0.14000000000000012,-0.34,0.000921632049326872
0,0.15999999999999992,-0.34,0.001240518783403215
0,0.17999999999999994,-0.34,0.001657666851269026
0,0.2,-0.34,0.0019089505820794595
0,0.22,-0.34,0.0021274536091474647
0,0.24,-0.34,0.0024456234111875958
0,0.26,-0.34,0.002910077920079349
0,0.28,-0.34,0.0038574358777599864
0,0.30000000000000004,-0.34,0.0064936421719983236
0,0.3200000000000001,-0.34,0.005641425779947334
0,0.3400000000000001,-0.34,0.003952131844779877
0,0.06000000000000005,-0.31999999999999995,0.00042840340597208765
0,0.08000000000000007,-0.31999999999999995,0.0004314268562594832
0,0.10000000000000007,-0.31999999999999995,0.00044389628645929383
0,0.1200000000000001,-0.31999999999999995,0.000501544046021889
0,0.14000000000000012,-0.31999999999999995,0.0006366956044872826
0,0.15999999999999992,-0.31999999999999995,0.0007918489600644521
0,0.17999999999999994,-0.31999999999999995,0.0011101150994904988
0,0.2,-0.31999999999999995,0.0011699081532014059
0,0.22,-0.31999999999999995,0.0011976633990857985
0,0.24,-0.31999999999999995,0.0012947314208263355
0,0.26,-0.31999999999999995,0.001349608230417145
0,0.28,-0.31999999999999995,0.001540353724013174
0,0.30000000000000004,-0.31999999999999995,0.0018082101753646076
0,0.3200000000000001,-0.31999999999999995,0.002398189948030223
0,0.3400000000000001,-0.31999999999999995,0.0038416270382644036
0,0.3600000000000001,-0.31999999999999995,0.0019712104468081553
0,0.08000000000000007,-0.29999999999999993,0.0003936010959116013
0,0.10000000000000007,-0.29999999999999993,0.0004262091625700236
0,0.1200000000000001,-0.29999999999999993,0.00042770380618256166
0,0.14000000000000012,-0.29999999999999993,0.00045996512582218194
0,0.15999999999999992,-0.29999999999999993,0.0005431066312410894
0,0.17999999999999994,-0.29999999999999993,0.0007544204347027191
0,0.2,-0.29999999999999993,0.0008980976024212697
0,0.22,-0.29999999999999993,0.0008246253491182253
0,0.24,-0.29999999999999993,0.0008366242459600271
0,0.26,-0.29999999999999993,0.0008069914863214083
0,0.28,-0.29999999999999993,0.0007697171805171229
0,0.30000000000000004,-0.29999999999999993,0.0007195699917525616
0,0.3200000000000001,-0.29999999999999993,0.0006912149526533768
0,0.3400000000000001,-0.29999999999999993,0.0006203518685852466
0,0.3600000000000001,-0.29999999999999993,0.0006939229368985774
0,0.3800000000000001,-0.29999999999999993,0.0002544188251656322
0,0.1200000000000001,-0.28,0.00041755881342177265
0,0.14000000000000012,-0.28,0.00043120452759816896
0,0.15999999999999992,-0.28,0.0004407204881161208
0,0.17999999999999994,-0.28,0.0004833043308360189
0,0.2,-0.28,0.0006069318417999345
0,0.22,-0.28,0.0008404650901848508
0,0.24,-0.28,0.0008249519128571174
0,0.26,-0.28,0.0007758896890204029
0,0.28,-0.28,0.000793104859847682
0,0.30000000000000004,-0.28,0.0007359068351402898
0,0.3200000000000001,-0.28,0.0007267982948388012
0,0.3400000000000001,-0.28,0.0007031704230673711
0,0.3600000000000001,-0.28,0.0005686011755239316
0,0.3800000000000001,-0.28,0.0004649847733967698
0,0.14000000000000012,-0.26,0.0004218801612263153
0,0.15999999999999992,-0.26,0.0004213890568139939
0,0.17999999999999994,-0.26,0.00042144409576675
0,0.2,-0.26,0.00045823489237762044
0,0.22,-0.26,0.0005263477389383685
0,0.24,-0.26,0.0006974656943500177
