,b,tau_a,dom_frequ,down_duration,up_duration
0,0.0,1.0,0.016666666666666666,0.0,60.0
0,0.05,1.0,0.016666666666666666,0.0,60.0
0,0.1,1.0,0.0,0.0,0.0
0,0.15000000000000002,1.0,13.1,0.07633587786259542,0.0
0,0.2,1.0,1.8499999999999999,0.5405405405405407,0.0
0,0.25,1.0,1.65,0.6060606060606061,0.0
0,0.30000000000000004,1.0,0.0,0.0,0.0
0,0.35000000000000003,1.0,12.933333333333334,0.07731958762886598,0.0
0,0.4,1.0,0.0,0.0,0.0
0,0.45,1.0,0.0,0.0,0.0
0,0.5,1.0,47.71666666666667,0.020957038071952497,0.0
0,0.0,200.0,0.016666666666666666,0.0,60.0
0,0.05,200.0,1.4333333333333333,0.2179162790697675,0.4797581395348837
0,0.1,200.0,0.8333333333333334,0.13865200000000003,1.061348
0,0.15000000000000002,200.0,1.1,0.11222121212121214,0.7968696969696971
0,0.2,200.0,1.95,0.09987008547008548,0.4129504273504274
0,0.25,200.0,3.933333333333333,0.10636864406779663,0.14786864406779662
0,0.30000000000000004,200.0,3.683333333333333,0.04083212669683258,0.23066108597285073
0,0.35000000000000003,200.0,2.1,0.0762531746031746,0.3999373015873016
0,0.4,200.0,4.0,0.14277958333333335,0.10722041666666667
0,0.45,200.0,0.4666666666666667,2.142857142857143,0.0
0,0.5,200.0,0.0,0.0,0.0
0,0.0,400.0,0.016666666666666666,0.0,60.0
0,0.05,400.0,1.0666666666666667,0.2939375,0.6435625
0,0.1,400.0,1.1666666666666667,0.19753714285714288,0.6596057142857144
0,0.15000000000000002,400.0,0.8166666666666667,0.15106938775510204,1.0734204081632654
0,0.2,400.0,0.9833333333333333,0.13456101694915254,0.8823881355932204
0,0.25,400.0,2.0666666666666664,0.1306443548387097,0.3532266129032259
0,0.30000000000000004,400.0,3.0833333333333335,0.13987675675675676,0.18444756756756758
0,0.35000000000000003,400.0,2.5833333333333335,0.11592129032258067,0.27117548387096774
0,0.4,400.0,2.85,0.1105719298245614,0.24030526315789477
0,0.45,400.0,0.0,0.0,0.0
0,0.5,400.0,1.2333333333333334,0.8108108108108109,0.0
0,0.0,600.0,0.016666666666666666,0.0,60.0
0,0.05,600.0,0.7833333333333333,0.3427617021276596,0.9338340425531915
0,0.1,600.0,0.9666666666666667,0.2374103448275862,0.7970724137931035
0,0.15000000000000002,600.0,0.9666666666666667,0.19396206896551724,0.8405206896551726
