,I_e,I_i,stability,turing,p_random,p_turing
0,0.11666666666666667,0.9333333333333333,1,0,1,0
0,0.11666666666666667,1.05,1,0,1,0
0,0.11666666666666667,1.1666666666666667,1,0,1,0
0,0.11666666666666667,1.2833333333333334,1,0,1,0
0,0.11666666666666667,1.4,1,0,1,0
0,0.11666666666666667,1.5166666666666666,1,0,1,0
0,0.11666666666666667,1.6333333333333333,1,0,1,0
0,0.11666666666666667,1.75,1,0,1,0
0,0.11666666666666667,1.8666666666666667,1,0,1,0
0,0.11666666666666667,1.9833333333333334,1,0,1,0
0,0.11666666666666667,2.1,1,0,1,0
0,0.11666666666666667,2.216666666666667,1,0,1,0
0,0.11666666666666667,2.3333333333333335,1,0,1,0
0,0.11666666666666667,2.45,1,0,1,0
0,0.11666666666666667,2.566666666666667,1,0,1,0
0,0.11666666666666667,2.6833333333333336,1,0,1,0
0,0.11666666666666667,2.8,1,0,1,0
0,0.11666666666666667,2.9166666666666665,1,0,1,0
0,0.11666666666666667,3.033333333333333,1,0,1,0
0,0.11666666666666667,3.15,1,0,1,0
0,0.11666666666666667,3.2666666666666666,1,0,1,0
0,0.11666666666666667,3.3833333333333333,1,0,1,0
0,0.11666666666666667,3.5,1,0,1,0
0,0.11666666666666667,3.6166666666666667,1,0,1,0
0,0.11666666666666667,3.7333333333333334,1,0,1,0
0,0.11666666666666667,3.85,1,0,1,0
0,0.11666666666666667,3.966666666666667,1,0,1,0
0,0.11666666666666667,4.083333333333333,1,0,1,0
0,0.11666666666666667,4.2,1,0,1,0
0,0.11666666666666667,4.316666666666666,1,0,1,0
0,0.11666666666666667,4.433333333333334,1,0,1,0
0,0.11666666666666667,4.55,1,0,1,0
0,0.11666666666666667,4.666666666666667,1,0,1,0
0,0.11666666666666667,4.783333333333333,1,0,1,0
0,0.11666666666666667,4.9,1,0,1,0
0,0.11666666666666667,5.016666666666667,1,0,1,0
0,0.11666666666666667,5.133333333333334,1,0,1,0
0,0.11666666666666667,5.25,1,0,1,0
0,0.11666666666666667,5.366666666666667,1,0,1,0
0,0.11666666666666667,5.483333333333333,1,0,1,0
0,0.11666666666666667,5.6,1,0,1,0
0,0.11666666666666667,5.716666666666667,1,0,1,0
0,0.11666666666666667,5.833333333333333,1,0,1,0
0,0.11666666666666667,5.95,1,0,1,0
0,0.11666666666666667,6.066666666666666,1,0,1,0
0,0.11666666666666667,6.183333333333334,1,0,1,0
0,0.11666666666666667,6.3,1,0,1,0
0,0.11666666666666667,6.416666666666667,1,0,1,0
0,0.11666666666666667,6.533333333333333,1,0,1,0
0,0.11666666666666667,6.65,1,0,1,0
0,0.11666666666666667,6.766666666666667,1,0,1,0
0,0.11666666666666667,6.883333333333334,1,0,1,0
0,0.11666666666666667,7.0,1,0,1,0
0,0.23333333333333334,0.0,1,0,1,0
0,0.23333333333333334,0.11666666666666667,1,0,1,0
0,0.23333333333333334,0.23333333333333334,1,0,1,0
0,0.23333333333333334,0.35,1,0,1,0
0,0.23333333333333334,0.4666666666666667,1,0,1,0
0,0.23333333333333334,0.5833333333333334,1,0,1,0
0,0.23333333333333334,0.7,1,0,1,0
0,0.23333333333333334,0.8166666666666667,1,0,1,0
0,0.23333333333333334,0.9333333333333333,1,0,1,0
0,0.23333333333333334,1.05,1,0,1,0
0,0.23333333333333334,1.1666666666666667,1,0,1,0
0,0.23333333333333334,1.2833333333333334,1,0,1,0
0,0.23333333333333334,1.4,1,0,1,0
0,0.23333333333333334,1.5166666666666666,1,0,1,0
0,0.23333333333333334,1.6333333333333333,1,0,1,0
0,0.23333333333333334,1.75,1,0,1,0
0,0.23333333333333334,1.8666666666666667,1,0,1,0
0,0.23333333333333334,1.9833333333333334,1,0,1,0
0,0.23333333333333334,2.1,1,0,1,0
0,0.23333333333333334,2.216666666666667,1,0,1,0
0,0.23333333333333334,2.3333333333333335,1,0,1,0
0,0.23333333333333334,2.45,1,0,1,0
0,0.23333333333333334,2.566666666666667,1,0,1,0
0,0.23333333333333334,2.6833333333333336,1,0,1,0
0,0.23333333333333334,2.8,1,0,1,0
0,0.23333333333333334,2.9166666666666665,1,0,1,0
0,0.23333333333333334,3.033333333333333,1,0,1,0
0,0.23333333333333334,3.15,1,0,1,0
0,0.23333333333333334,3.2666666666666666,1,0,1,0
0,0.23333333333333334,3.3833333333333333,1,0,1,0
0,0.23333333333333334,3.5,1,0,1,0
0,0.23333333333333334,3.6166666666666667,1,0,1,0
0,0.23333333333333334,3.7333333333333334,1,0,1,0
0,0.23333333333333334,3.85,1,0,1,0
0,0.23333333333333334,3.966666666666667,1,0,1,0
0,0.23333333333333334,4.083333333333333,1,0,1,0
0,0.23333333333333334,4.2,1,0,1,0
0,0.23333333333333334,4.316666666666666,1,0,1,0
0,0.23333333333333334,4.433333333333334,1,0,1,0
0,0.23333333333333334,4.55,1,0,1,0
0,0.23333333333333334,4.666666666666667,1,0,1,0
0,0.23333333333333334,4.783333333333333,1,0,1,0
0,0.23333333333333334,4.9,1,0,1,0
0,0.23333333333333334,5.016666666666667,1,0,1,0
0,0.23333333333333334,5.133333333333334,1,0,1,0
0,0.23333333333333334,5.25,1,0,1,0
0,0.23333333333333334,5.366666666666667,1,0,1,0
0,0.23333333333333334,5.483333333333333,1,0,1,0
0,0.23333333333333334,5.6,1,0,1,0
0,0.23333333333333334,5.716666666666667,1,0,1,0
0,0.23333333333333334,5.833333333333333,1,0,1,0
0,0.23333333333333334,5.95,1,0,1,0
0,0.23333333333333334,6.066666666666666,1,0,1,0
0,0.23333333333333334,6.183333333333334,1,0,1,0
0,0.23333333333333334,6.3,1,0,1,0
0,0.23333333333333334,6.416666666666667,1,0,1,0
0,0.23333333333333334,6.533333333333333,1,0,1,0
0,0.23333333333333334,6.65,1,0,1,0
0,0.23333333333333334,6.766666666666667,1,0,1,0
0,0.23333333333333334,6.883333333333334,1,0,1,0
0,0.23333333333333334,7.0,1,0,1,0
0,0.35,0.0,1,0,1,0
0,0.35,0.11666666666666667,1,0,1,0
0,0.35,0.23333333333333334,1,0,1,0
0,0.35,0.35,1,0,1,0
0,0.35,0.4666666666666667,1,0,1,0
0,0.35,0.5833333333333334,1,0,1,0
0,0.35,0.7,1,0,1,0
0,0.35,0.8166666666666667,1,0,1,0
0,0.35,0.9333333333333333,1,0,1,0
0,0.35,1.05,1,0,1,0
0,0.35,1.1666666666666667,1,0,1,0
0,0.35,1.2833333333333334,1,0,1,0
0,0.35,1.4,1,0,1,0
0,0.35,1.5166666666666666,1,0,1,0
0,0.35,1.6333333333333333,1,0,1,0
0,0.35,1.75,1,0,1,0
0,0.35,1.8666666666666667,1,0,1,0
0,0.35,1.9833333333333334,1,0,1,0
0,0.35,2.1,1,0,1,0
0,0.35,2.216666666666667,1,0,1,0
0,0.35,2.3333333333333335,1,0,1,0
0,0.35,2.45,1,0,1,0
0,0.35,2.566666666666667,1,0,1,0
0,0.35,2.6833333333333336,1,0,1,0
0,0.35,2.8,1,0,1,0
0,0.35,2.9166666666666665,1,0,1,0
0,0.35,3.033333333333333,1,0,1,0
0,0.35,3.15,1,0,1,0
0,0.35,3.2666666666666666,1,0,1,0
0,0.35,3.3833333333333333,1,0,1,0
0,0.35,3.5,1,0,1,0
0,0.35,3.6166666666666667,1,0,1,0
0,0.35,3.7333333333333334,1,0,1,0
0,0.35,3.85,1,0,1,0
0,0.35,3.966666666666667,1,0,1,0
0,0.35,4.083333333333333,1,0,1,0
0,0.35,4.2,1,0,1,0
0,0.35,4.316666666666666,1,0,1,0
0,0.35,4.433333333333334,1,0,1,0
0,0.35,4.55,1,0,1,0
0,0.35,4.666666666666667,1,0,1,0
0,0.35,4.783333333333333,1,0,1,0
0,0.35,4.9,1,0,1,0
0,0.35,5.016666666666667,1,0,1,0
0,0.35,5.133333333333334,1,0,1,0
0,0.35,5.25,1,0,1,0
0,0.35,5.366666666666667,1,0,1,0
0,0.35,5.483333333333333,1,0,1,0
0,0.35,5.6,1,0,1,0
0,0.35,5.716666666666667,1,0,1,0
0,0.35,5.833333333333333,1,0,1,0
0,0.35,5.95,1,0,1,0
0,0.35,6.066666666666666,1,0,1,0
0,0.35,6.183333333333334,1,0,1,0
0,0.35,6.3,1,0,1,0
0,0.35,6.416666666666667,1,0,1,0
0,0.35,6.533333333333333,1,0,1,0
0,0.35,6.65,1,0,1,0
0,0.35,6.766666666666667,1,0,1,0
0,0.35,6.883333333333334,1,0,1,0
0,0.35,7.0,1,0,1,0
0,0.4666666666666667,0.0,1,0,1,0
0,0.4666666666666667,0.11666666666666667,1,0,1,0
0,0.4666666666666667,0.23333333333333334,1,0,1,0
0,0.4666666666666667,0.35,1,0,1,0
0,0.4666666666666667,0.4666666666666667,1,0,1,0
0,0.4666666666666667,0.5833333333333334,1,0,1,0
0,0.4666666666666667,0.7,1,0,1,0
0,0.4666666666666667,0.8166666666666667,1,0,1,0
0,0.4666666666666667,0.9333333333333333,1,0,1,0
0,0.4666666666666667,1.05,1,0,1,0
0,0.4666666666666667,1.1666666666666667,1,0,1,0
0,0.4666666666666667,1.2833333333333334,1,0,1,0
0,0.4666666666666667,1.4,1,0,1,0
0,0.4666666666666667,1.5166666666666666,1,0,1,0
0,0.4666666666666667,1.6333333333333333,1,0,1,0
0,0.4666666666666667,1.75,1,0,1,0
0,0.4666666666666667,1.8666666666666667,1,0,1,0
0,0.4666666666666667,1.9833333333333334,1,0,1,0
0,0.4666666666666667,2.1,1,0,1,0
0,0.4666666666666667,2.216666666666667,1,0,1,0
0,0.4666666666666667,2.3333333333333335,1,0,1,0
0,0.4666666666666667,2.45,1,0,1,0
0,0.4666666666666667,2.566666666666667,1,0,1,0
0,0.4666666666666667,2.6833333333333336,1,0,1,0
0,0.4666666666666667,2.8,1,0,1,0
0,0.4666666666666667,2.9166666666666665,1,0,1,0
0,0.4666666666666667,3.033333333333333,1,0,1,0
0,0.4666666666666667,3.15,1,0,1,0
0,0.4666666666666667,3.2666666666666666,1,0,1,0
0,0.4666666666666667,3.3833333333333333,1,0,1,0
0,0.4666666666666667,3.5,1,0,1,0
0,0.4666666666666667,3.6166666666666667,1,0,1,0
0,0.4666666666666667,3.7333333333333334,1,0,1,0
0,0.4666666666666667,3.85,1,0,1,0
0,0.4666666666666667,3.966666666666667,1,0,1,0
0,0.4666666666666667,4.083333333333333,1,0,1,0
0,0.4666666666666667,4.2,1,0,1,0
0,0.4666666666666667,4.316666666666666,1,0,1,0
0,0.4666666666666667,4.433333333333334,1,0,1,0
0,0.4666666666666667,4.55,1,0,1,0
0,0.4666666666666667,4.666666666666667,1,0,1,0
0,0.4666666666666667,4.783333333333333,1,0,1,0
0,0.4666666666666667,4.9,1,0,1,0
0,0.4666666666666667,5.016666666666667,1,0,1,0
0,0.4666666666666667,5.133333333333334,1,0,1,0
0,0.4666666666666667,5.25,1,0,1,0
0,0.4666666666666667,5.366666666666667,1,0,1,0
0,0.4666666666666667,5.483333333333333,1,0,1,0
0,0.4666666666666667,5.6,1,0,1,0
0,0.4666666666666667,5.716666666666667,1,0,1,0
0,0.4666666666666667,5.833333333333333,1,0,1,0
0,0.4666666666666667,5.95,1,0,1,0
0,0.4666666666666667,6.066666666666666,1,0,1,0
0,0.4666666666666667,6.183333333333334,1,0,1,0
0,0.4666666666666667,6.3,1,0,1,0
0,0.4666666666666667,6.416666666666667,1,0,1,0
0,0.4666666666666667,6.533333333333333,1,0,1,0
0,0.4666666666666667,6.65,1,0,1,0
0,0.4666666666666667,6.766666666666667,1,0,1,0
0,0.4666666666666667,6.883333333333334,1,0,1,0
0,0.4666666666666667,7.0,1,0,1,0
0,0.5833333333333334,0.0,1,0,1,0
0,0.5833333333333334,0.11666666666666667,1,0,1,0
0,0.5833333333333334,0.23333333333333334,1,0,1,0
0,0.5833333333333334,0.35,1,0,1,0
0,0.5833333333333334,0.4666666666666667,1,0,1,0
0,0.5833333333333334,0.5833333333333334,1,0,1,0
0,0.5833333333333334,0.7,1,0,1,0
0,0.5833333333333334,0.8166666666666667,1,0,1,0
0,0.5833333333333334,0.9333333333333333,1,0,1,0
0,0.5833333333333334,1.05,1,0,1,0
0,0.5833333333333334,1.1666666666666667,1,0,1,0
0,0.5833333333333334,1.2833333333333334,1,0,1,0
0,0.5833333333333334,1.4,1,0,1,0
0,0.5833333333333334,1.5166666666666666,1,0,1,0
0,0.5833333333333334,1.6333333333333333,1,0,1,0
0,0.5833333333333334,1.75,1,0,1,0
0,0.5833333333333334,1.8666666666666667,1,0,1,0
0,0.5833333333333334,1.9833333333333334,1,0,1,0
0,0.5833333333333334,2.1,1,0,1,0
0,0.5833333333333334,2.216666666666667,1,0,1,0
0,0.5833333333333334,2.3333333333333335,1,0,1,0
0,0.5833333333333334,2.45,1,0,1,0
0,0.5833333333333334,2.566666666666667,1,0,1,0
0,0.5833333333333334,2.6833333333333336,1,0,1,0
0,0.5833333333333334,2.8,1,0,1,0
0,0.5833333333333334,2.9166666666666665,1,0,1,0
0,0.5833333333333334,3.033333333333333,1,0,1,0
0,0.5833333333333334,3.15,1,0,1,0
0,0.5833333333333334,3.2666666666666666,1,0,1,0
0,0.5833333333333334,3.3833333333333333,1,0,1,0
0,0.5833333333333334,3.5,1,0,1,0
0,0.5833333333333334,3.6166666666666667,1,0,1,0
0,0.5833333333333334,3.7333333333333334,1,0,1,0
0,0.5833333333333334,3.85,1,0,1,0
0,0.5833333333333334,3.966666666666667,1,0,1,0
0,0.5833333333333334,4.083333333333333,1,0,1,0
0,0.5833333333333334,4.2,1,0,1,0
0,0.5833333333333334,4.316666666666666,1,0,1,0
0,0.5833333333333334,4.433333333333334,1,0,1,0
0,0.5833333333333334,4.55,1,0,1,0
0,0.5833333333333334,4.666666666666667,1,0,1,0
0,0.5833333333333334,4.783333333333333,1,0,1,0
0,0.5833333333333334,4.9,1,0,1,0
0,0.5833333333333334,5.016666666666667,1,0,1,0
0,0.5833333333333334,5.133333333333334,1,0,1,0
0,0.5833333333333334,5.25,1,0,1,0
0,0.5833333333333334,5.366666666666667,1,0,1,0
0,0.5833333333333334,5.483333333333333,1,0,1,0
0,0.5833333333333334,5.6,1,0,1,0
0,0.5833333333333334,5.716666666666667,1,0,1,0
0,0.5833333333333334,5.833333333333333,1,0,1,0
0,0.5833333333333334,5.95,1,0,1,0
0,0.5833333333333334,6.066666666666666,1,0,1,0
0,0.5833333333333334,6.183333333333334,1,0,1,0
0,0.5833333333333334,6.3,1,0,1,0
0,0.5833333333333334,6.416666666666667,1,0,1,0
0,0.5833333333333334,6.533333333333333,1,0,1,0
0,0.5833333333333334,6.65,1,0,1,0
0,0.5833333333333334,6.766666666666667,1,0,1,0
0,0.5833333333333334,6.883333333333334,1,0,1,0
0,0.5833333333333334,7.0,1,0,1,0
0,0.7,0.0,1,0,1,0
0,0.7,0.11666666666666667,1,0,1,0
0,0.7,0.23333333333333334,1,0,1,0
0,0.7,0.35,1,0,1,0
0,0.7,0.4666666666666667,1,0,1,0
0,0.7,0.5833333333333334,1,0,1,0
0,0.7,0.7,1,0,1,0
0,0.7,0.8166666666666667,1,0,1,0
0,0.7,0.9333333333333333,1,0,1,0
0,0.7,1.05,1,0,1,0
0,0.7,1.1666666666666667,1,0,1,0
0,0.7,1.2833333333333334,1,0,1,0
0,0.7,1.4,1,0,1,0
0,0.7,1.5166666666666666,1,0,1,0
0,0.7,1.6333333333333333,1,0,1,0
0,0.7,1.75,1,0,1,0
0,0.7,1.8666666666666667,1,0,1,0
0,0.7,1.9833333333333334,1,0,1,0
0,0.7,2.1,1,0,1,0
0,0.7,2.216666666666667,1,0,1,0
0,0.7,2.3333333333333335,1,0,1,0
0,0.7,2.45,1,0,1,0
0,0.7,2.566666666666667,1,0,1,0
0,0.7,2.6833333333333336,1,0,1,0
0,0.7,2.8,1,0,1,0
0,0.7,2.9166666666666665,1,0,1,0
0,0.7,3.033333333333333,1,0,1,0
0,0.7,3.15,1,0,1,0
0,0.7,3.2666666666666666,1,0,1,0
0,0.7,3.3833333333333333,1,0,1,0
0,0.7,3.5,1,0,1,0
0,0.7,3.6166666666666667,1,0,1,0
0,0.7,3.7333333333333334,1,0,1,0
0,0.7,3.85,1,0,1,0
0,0.7,3.966666666666667,1,0,1,0
0,0.7,4.083333333333333,1,0,1,0
0,0.7,4.2,1,0,1,0
0,0.7,4.316666666666666,1,0,1,0
0,0.7,4.433333333333334,1,0,1,0
0,0.7,4.55,1,0,1,0
0,0.7,4.666666666666667,1,0,1,0
0,0.7,4.783333333333333,1,0,1,0
0,0.7,4.9,1,0,1,0
0,0.7,5.016666666666667,1,0,1,0
0,0.7,5.133333333333334,1,0,1,0
0,0.7,5.25,1,0,1,0
0,0.7,5.366666666666667,1,0,1,0
0,0.7,5.483333333333333,1,0,1,0
0,0.7,5.6,1,0,1,0
0,0.7,5.716666666666667,1,0,1,0
0,0.7,5.833333333333333,1,0,1,0
0,0.7,5.95,1,0,1,0
0,0.7,6.066666666666666,1,0,1,0
0,0.7,6.183333333333334,1,0,1,0
0,0.7,6.3,1,0,1,0
0,0.7,6.416666666666667,1,0,1,0
0,0.7,6.533333333333333,1,0,1,0
0,0.7,6.65,1,0,1,0
0,0.7,6.766666666666667,1,0,1,0
0,0.7,6.883333333333334,1,0,1,0
0,0.7,7.0,1,0,1,0
0,0.8166666666666667,0.0,1,0,1,0
0,0.8166666666666667,0.11666666666666667,1,0,1,0
0,0.8166666666666667,0.23333333333333334,1,0,1,0
0,0.8166666666666667,0.35,1,0,1,0
0,0.8166666666666667,0.4666666666666667,1,0,1,0
0,0.8166666666666667,0.5833333333333334,1,0,1,0
0,0.8166666666666667,0.7,1,0,1,0
0,0.8166666666666667,0.8166666666666667,1,0,1,0
0,0.8166666666666667,0.9333333333333333,1,0,1,0
0,0.8166666666666667,1.05,1,0,1,0
0,0.8166666666666667,1.1666666666666667,1,0,1,0
0,0.8166666666666667,1.2833333333333334,1,0,1,0
0,0.8166666666666667,1.4,1,0,1,0
0,0.8166666666666667,1.5166666666666666,1,0,1,0
0,0.8166666666666667,1.6333333333333333,1,0,1,0
0,0.8166666666666667,1.75,1,0,1,0
0,0.8166666666666667,1.8666666666666667,1,0,1,0
0,0.8166666666666667,1.9833333333333334,1,0,1,0
0,0.8166666666666667,2.1,1,0,1,0
0,0.8166666666666667,2.216666666666667,1,0,1,0
0,0.8166666666666667,2.3333333333333335,1,0,1,0
0,0.8166666666666667,2.45,1,0,1,0
0,0.8166666666666667,2.566666666666667,1,0,1,0
0,0.8166666666666667,2.6833333333333336,1,0,1,0
0,0.8166666666666667,2.8,1,0,1,0
0,0.8166666666666667,2.9166666666666665,1,0,1,0
0,0.8166666666666667,3.033333333333333,1,0,1,0
0,0.8166666666666667,3.15,1,0,1,0
0,0.8166666666666667,3.2666666666666666,1,0,1,0
0,0.8166666666666667,3.3833333333333333,1,0,1,0
0,0.8166666666666667,3.5,1,0,1,0
0,0.8166666666666667,3.6166666666666667,1,0,1,0
0,0.8166666666666667,3.7333333333333334,1,0,1,0
0,0.8166666666666667,3.85,1,0,1,0
0,0.8166666666666667,3.966666666666667,1,0,1,0
0,0.8166666666666667,4.083333333333333,1,0,1,0
0,0.8166666666666667,4.2,1,0,1,0
0,0.8166666666666667,4.316666666666666,1,0,1,0
0,0.8166666666666667,4.433333333333334,1,0,1,0
0,0.8166666666666667,4.55,1,0,1,0
0,0.8166666666666667,4.666666666666667,1,0,1,0
0,0.8166666666666667,4.783333333333333,1,0,1,0
0,0.8166666666666667,4.9,1,0,1,0
0,0.8166666666666667,5.016666666666667,1,0,1,0
0,0.8166666666666667,5.133333333333334,1,0,1,0
0,0.8166666666666667,5.25,1,0,1,0
0,0.8166666666666667,5.366666666666667,1,0,1,0
0,0.8166666666666667,5.483333333333333,1,0,1,0
0,0.8166666666666667,5.6,1,0,1,0
0,0.8166666666666667,5.716666666666667,1,0,1,0
0,0.8166666666666667,5.833333333333333,1,0,1,0
0,0.8166666666666667,5.95,1,0,1,0
0,0.8166666666666667,6.066666666666666,1,0,1,0
0,0.8166666666666667,6.183333333333334,1,0,1,0
0,0.8166666666666667,6.3,1,0,1,0
0,0.8166666666666667,6.416666666666667,1,0,1,0
0,0.8166666666666667,6.533333333333333,1,0,1,0
0,0.8166666666666667,6.65,1,0,1,0
0,0.8166666666666667,6.766666666666667,1,0,1,0
0,0.8166666666666667,6.883333333333334,1,0,1,0
0,0.8166666666666667,7.0,1,0,1,0
0,0.9333333333333333,0.0,1,0,1,0
0,0.9333333333333333,0.11666666666666667,1,0,1,0
0,0.9333333333333333,0.23333333333333334,1,0,1,0
0,0.9333333333333333,0.35,1,0,1,0
0,0.9333333333333333,0.4666666666666667,1,0,1,0
0,0.9333333333333333,0.5833333333333334,1,0,1,0
0,0.9333333333333333,0.7,1,0,1,0
0,0.9333333333333333,0.8166666666666667,1,0,1,0
0,0.9333333333333333,0.9333333333333333,1,0,1,0
0,0.9333333333333333,1.05,1,0,1,0
0,0.9333333333333333,1.1666666666666667,1,0,1,0
0,0.9333333333333333,1.2833333333333334,1,0,1,0
0,0.9333333333333333,1.4,1,0,1,0
0,0.9333333333333333,1.5166666666666666,1,0,1,0
0,0.9333333333333333,1.6333333333333333,1,0,1,0
0,0.9333333333333333,1.75,1,0,1,0
0,0.9333333333333333,1.8666666666666667,1,0,1,0
0,0.9333333333333333,1.9833333333333334,1,0,1,0
0,0.9333333333333333,2.1,1,0,1,0
0,0.9333333333333333,2.216666666666667,1,0,1,0
0,0.9333333333333333,2.3333333333333335,1,0,1,0
0,0.9333333333333333,2.45,1,0,1,0
0,0.9333333333333333,2.566666666666667,1,0,1,0
0,0.9333333333333333,2.6833333333333336,1,0,1,0
0,0.9333333333333333,2.8,1,0,1,0
0,0.9333333333333333,2.9166666666666665,1,0,1,0
0,0.9333333333333333,3.033333333333333,1,0,1,0
0,0.9333333333333333,3.15,1,0,1,0
0,0.9333333333333333,3.2666666666666666,1,0,1,0
0,0.9333333333333333,3.3833333333333333,1,0,1,0
0,0.9333333333333333,3.5,1,0,1,0
0,0.9333333333333333,3.6166666666666667,1,0,1,0
0,0.9333333333333333,3.7333333333333334,1,0,1,0
0,0.9333333333333333,3.85,1,0,1,0
0,0.9333333333333333,3.966666666666667,1,0,1,0
0,0.9333333333333333,4.083333333333333,1,0,1,0
0,0.9333333333333333,4.2,1,0,1,0
0,0.9333333333333333,4.316666666666666,1,0,1,0
0,0.9333333333333333,4.433333333333334,1,0,1,0
0,0.9333333333333333,4.55,1,0,1,0
0,0.9333333333333333,4.666666666666667,1,0,1,0
0,0.9333333333333333,4.783333333333333,1,0,1,0
0,0.9333333333333333,4.9,1,0,1,0
0,0.9333333333333333,5.016666666666667,1,0,1,0
0,0.9333333333333333,5.133333333333334,1,0,1,0
0,0.9333333333333333,5.25,1,0,1,0
0,0.9333333333333333,5.366666666666667,1,0,1,0
0,0.9333333333333333,5.483333333333333,1,0,1,0
0,0.9333333333333333,5.6,1,0,1,0
0,0.9333333333333333,5.716666666666667,1,0,1,0
0,0.9333333333333333,5.833333333333333,1,0,1,0
0,0.9333333333333333,5.95,1,0,1,0
0,0.9333333333333333,6.066666666666666,1,0,1,0
0,0.9333333333333333,6.183333333333334,1,0,1,0
0,0.9333333333333333,6.3,1,0,1,0
0,0.9333333333333333,6.416666666666667,1,0,1,0
0,0.9333333333333333,6.533333333333333,1,0,1,0
0,0.9333333333333333,6.65,1,0,1,0
0,0.9333333333333333,6.766666666666667,1,0,1,0
0,0.9333333333333333,6.883333333333334,1,0,1,0
0,0.9333333333333333,7.0,1,0,1,0
0,1.05,0.0,1,0,1,0
0,1.05,0.11666666666666667,1,0,1,0
0,1.05,0.23333333333333334,1,0,1,0
0,1.05,0.35,1,0,1,0
0,1.05,0.4666666666666667,1,0,1,0
0,1.05,0.5833333333333334,1,0,1,0
0,1.05,0.7,1,0,1,0
0,1.05,0.8166666666666667,1,0,1,0
0,1.05,0.9333333333333333,1,0,1,0
0,1.05,1.05,1,0,1,0
0,1.05,1.1666666666666667,1,0,1,0
0,1.05,1.2833333333333334,1,0,1,0
0,1.05,1.4,1,0,1,0
0,1.05,1.5166666666666666,1,0,1,0
0,1.05,1.6333333333333333,1,0,1,0
0,1.05,1.75,1,0,1,0
0,1.05,1.8666666666666667,1,0,1,0
0,1.05,1.9833333333333334,1,0,1,0
0,1.05,2.1,1,0,1,0
0,1.05,2.216666666666667,1,0,1,0
0,1.05,2.3333333333333335,1,0,1,0
0,1.05,2.45,1,0,1,0
0,1.05,2.566666666666667,1,0,1,0
0,1.05,2.6833333333333336,1,0,1,0
0,1.05,2.8,1,0,1,0
0,1.05,2.9166666666666665,1,0,1,0
0,1.05,3.033333333333333,1,0,1,0
0,1.05,3.15,1,0,1,0
0,1.05,3.2666666666666666,1,0,1,0
