,I_e,I_i,dom_frequ,down_duration,up_duration
0,-0.711111111111111,-2.0,53.7109375,0.1026960290909091,0.04624942545454546
0,-0.711111111111111,-1.9555555555555555,54.931640625,0.10216334222222223,0.043472213333333336
0,-0.711111111111111,-1.9111111111111112,54.931640625,0.10343583288888891,0.042199722666666675
0,-0.711111111111111,-1.8666666666666667,54.931640625,0.10449533155555556,0.041140224
0,-0.711111111111111,-1.8222222222222224,54.931640625,0.10547291022222224,0.04016264533333334
0,-0.711111111111111,-1.7777777777777777,54.931640625,0.10640133688888889,0.039234218666666675
0,-0.711111111111111,-1.7333333333333334,54.931640625,0.10720961422222224,0.03842594133333334
0,-0.711111111111111,-1.6888888888888889,54.931640625,0.10805065955555557,0.037584896
0,-0.711111111111111,-1.6444444444444444,54.931640625,0.10878065777777779,0.03685489777777778
0,-0.711111111111111,-1.6,54.931640625,0.10960531911111111,0.03603023644444445
0,-0.711111111111111,-1.5555555555555556,54.931640625,0.11052464355555557,0.03511091200000001
0,-0.711111111111111,-1.511111111111111,53.7109375,0.11389300363636365,0.035052450909090906
0,-0.711111111111111,-1.4666666666666668,53.7109375,0.11496168727272728,0.03398376727272727
0,-0.711111111111111,-1.422222222222222,52.490234375,0.11874018232558141,0.03366912
0,-0.711111111111111,-1.3777777777777778,51.26953125,0.12293071238095239,0.03310738285714286
0,-0.711111111111111,-1.3333333333333333,50.048828125,0.12762536585365855,0.03221853658536585
0,-0.711111111111111,-1.2888888888888888,48.828125,0.132950016,0.030889984
0,-0.711111111111111,-1.2444444444444445,45.166015625,0.14679842594594594,0.03032589837837838
0,-0.711111111111111,-1.2,40.283203125,0.16946269090909094,0.02913124848484849
0,-0.6666666666666665,-2.0,74.462890625,0.059445718032786886,0.04799034754098361
0,-0.6666666666666665,-1.9555555555555555,74.462890625,0.06205641442622951,0.045379651147540986
0,-0.6666666666666665,-1.9111111111111112,74.462890625,0.06334027540983607,0.044095790163934424
0,-0.6666666666666665,-1.8666666666666667,74.462890625,0.06484169442622952,0.042594371147540985
0,-0.6666666666666665,-1.8222222222222224,75.68359375,0.06472604903225807,0.040977176774193554
0,-0.6666666666666665,-1.7777777777777777,75.68359375,0.06556771096774194,0.04013551483870968
0,-0.6666666666666665,-1.7333333333333334,75.68359375,0.06634462967741936,0.03935859612903227
0,-0.6666666666666665,-1.6888888888888889,75.68359375,0.06708190967741937,0.03862131612903227
0,-0.6666666666666665,-1.6444444444444444,75.68359375,0.0677134864516129,0.037989739354838716
0,-0.6666666666666665,-1.6,75.68359375,0.06837545290322582,0.03732777290322581
0,-0.6666666666666665,-1.5555555555555556,76.904296875,0.0679337853968254,0.03609161142857143
0,-0.6666666666666665,-1.511111111111111,76.904296875,0.06856573968253969,0.03545965714285715
0,-0.6666666666666665,-1.4666666666666668,76.904296875,0.06923150222222221,0.0347938946031746
0,-0.6666666666666665,-1.422222222222222,76.904296875,0.0698920634920635,0.034133333333333335
0,-0.6666666666666665,-1.3777777777777778,75.68359375,0.07175134967741936,0.033951876129032256
0,-0.6666666666666665,-1.3333333333333333,75.68359375,0.07258112,0.03312210580645161
0,-0.6666666666666665,-1.2888888888888888,75.68359375,0.07346770580645162,0.032235520000000004
0,-0.6666666666666665,-1.2444444444444445,75.68359375,0.07453927225806452,0.0311639535483871
0,-0.6666666666666665,-1.2,74.462890625,0.07706657573770492,0.030369489836065574
0,-0.6666666666666665,-1.1555555555555554,73.2421875,0.07999078400000001,0.02923588266666667
0,-0.6222222222222222,-1.9555555555555555,86.669921875,0.044340642253521134,0.047963583098591556
0,-0.6222222222222222,-1.9111111111111112,86.669921875,0.04681785690140845,0.04548636845070423
0,-0.6222222222222222,-1.8666666666666667,86.669921875,0.04830164732394366,0.04400257802816901
0,-0.6222222222222222,-1.8222222222222224,87.890625,0.048766293333333335,0.04225592888888889
0,-0.6222222222222222,-1.7777777777777777,87.890625,0.04969585777777778,0.041326364444444444
0,-0.6222222222222222,-1.7333333333333334,87.890625,0.05049116444444445,0.04053105777777778
0,-0.6222222222222222,-1.6888888888888889,87.890625,0.05123072,0.03979150222222222
0,-0.6222222222222222,-1.6444444444444444,89.111328125,0.05115960109589042,0.03861574136986302
0,-0.6222222222222222,-1.6,89.111328125,0.05177680657534248,0.03799853589041097
0,-0.6222222222222222,-1.5555555555555556,89.111328125,0.05236034630136987,0.03741499616438357
0,-0.6222222222222222,-1.511111111111111,89.111328125,0.052965207671232875,0.03681013479452055
0,-0.6222222222222222,-1.4666666666666668,89.111328125,0.05353191452054795,0.036243427945205485
