,sigma_i,tau_i,stability,turing,turing_hopf,p_random
0,0.6074999999999999,2.71,0,0,0,2
0,0.6074999999999999,2.7824999999999998,0,0,0,2
0,0.6074999999999999,2.855,0,0,0,2
0,0.6074999999999999,2.9274999999999998,0,0,0,2
0,0.6074999999999999,3.0,0,0,0,2
0,0.6799999999999999,0.1,1,0,0,1
0,0.6799999999999999,0.1725,1,0,0,1
0,0.6799999999999999,0.245,1,0,0,1
0,0.6799999999999999,0.3175,1,0,0,1
0,0.6799999999999999,0.39,1,0,0,1
0,0.6799999999999999,0.4625,1,0,0,1
0,0.6799999999999999,0.5349999999999999,1,0,0,1
0,0.6799999999999999,0.6074999999999999,1,0,0,1
0,0.6799999999999999,0.6799999999999999,1,0,0,1
0,0.6799999999999999,0.7525,1,0,0,1
0,0.6799999999999999,0.825,1,0,0,1
0,0.6799999999999999,0.8975,1,0,0,1
0,0.6799999999999999,0.9699999999999999,1,0,0,1
0,0.6799999999999999,1.0425,1,0,0,2
0,0.6799999999999999,1.115,1,0,0,2
0,0.6799999999999999,1.1875,1,0,0,2
0,0.6799999999999999,1.26,1,0,0,2
0,0.6799999999999999,1.3325,0,0,0,2
0,0.6799999999999999,1.405,0,0,0,2
0,0.6799999999999999,1.4775,0,0,0,2
0,0.6799999999999999,1.55,0,0,0,2
0,0.6799999999999999,1.6225,0,0,0,2
0,0.6799999999999999,1.695,0,0,0,2
0,0.6799999999999999,1.7675,0,0,0,2
0,0.6799999999999999,1.8399999999999999,0,0,0,2
0,0.6799999999999999,1.9124999999999999,0,0,0,2
0,0.6799999999999999,1.9849999999999999,0,0,0,2
0,0.6799999999999999,2.0574999999999997,0,0,0,2
0,0.6799999999999999,2.13,0,0,0,2
0,0.6799999999999999,2.2025,0,0,0,2
0,0.6799999999999999,2.275,0,0,0,2
0,0.6799999999999999,2.3475,0,0,0,2
0,0.6799999999999999,2.42,0,0,0,2
0,0.6799999999999999,2.4924999999999997,0,0,0,2
0,0.6799999999999999,2.565,0,0,0,2
0,0.6799999999999999,2.6374999999999997,0,0,0,2
0,0.6799999999999999,2.71,0,0,0,2
0,0.6799999999999999,2.7824999999999998,0,0,0,2
0,0.6799999999999999,2.855,0,0,0,2
0,0.6799999999999999,2.9274999999999998,0,0,0,2
0,0.6799999999999999,3.0,0,0,0,2
0,0.7525,0.1,1,0,0,1
0,0.7525,0.1725,1,0,0,1
0,0.7525,0.245,1,0,0,1
0,0.7525,0.3175,1,0,0,1
0,0.7525,0.39,1,0,0,1
0,0.7525,0.4625,1,0,0,1
0,0.7525,0.5349999999999999,1,0,0,1
0,0.7525,0.6074999999999999,1,0,0,1
0,0.7525,0.6799999999999999,1,0,0,1
0,0.7525,0.7525,1,0,0,1
0,0.7525,0.825,1,0,0,1
0,0.7525,0.8975,1,0,0,1
0,0.7525,0.9699999999999999,1,0,0,1
0,0.7525,1.0425,1,0,0,2
0,0.7525,1.115,1,0,0,2
0,0.7525,1.1875,1,0,0,2
0,0.7525,1.26,1,0,0,4
0,0.7525,1.3325,0,0,0,2
0,0.7525,1.405,0,0,0,2
0,0.7525,1.4775,0,0,0,2
0,0.7525,1.55,0,0,0,2
0,0.7525,1.6225,0,0,0,2
0,0.7525,1.695,0,0,0,2
0,0.7525,1.7675,0,0,0,2
0,0.7525,1.8399999999999999,0,0,0,2
0,0.7525,1.9124999999999999,0,0,0,2
0,0.7525,1.9849999999999999,0,0,0,2
0,0.7525,2.0574999999999997,0,0,0,2
0,0.7525,2.13,0,0,0,2
0,0.7525,2.2025,0,0,0,2
0,0.7525,2.275,0,0,0,2
0,0.7525,2.3475,0,0,0,2
0,0.7525,2.42,0,0,0,2
0,0.7525,2.4924999999999997,0,0,0,2
0,0.7525,2.565,0,0,0,2
0,0.7525,2.6374999999999997,0,0,0,2
0,0.7525,2.71,0,0,0,2
0,0.7525,2.7824999999999998,0,0,0,2
0,0.7525,2.855,0,0,0,2
0,0.7525,2.9274999999999998,0,0,0,2
0,0.7525,3.0,0,0,0,2
0,0.825,0.1,1,0,0,1
0,0.825,0.1725,1,0,0,1
0,0.825,0.245,1,0,0,1
0,0.825,0.3175,1,0,0,1
0,0.825,0.39,1,0,0,1
0,0.825,0.4625,1,0,0,1
0,0.825,0.5349999999999999,1,0,0,1
0,0.825,0.6074999999999999,1,0,0,1
0,0.825,0.6799999999999999,1,0,0,1
0,0.825,0.7525,1,0,0,1
0,0.825,0.825,1,0,0,1
0,0.825,0.8975,1,0,0,1
0,0.825,0.9699999999999999,1,0,0,1
0,0.825,1.0425,1,0,0,2
0,0.825,1.115,1,0,0,2
0,0.825,1.1875,1,0,0,2
0,0.825,1.26,1,0,0,4
0,0.825,1.3325,0,0,0,2
0,0.825,1.405,0,0,0,2
0,0.825,1.4775,0,0,0,2
0,0.825,1.55,0,0,0,2
0,0.825,1.6225,0,0,0,2
0,0.825,1.695,0,0,0,2
0,0.825,1.7675,0,0,0,2
0,0.825,1.8399999999999999,0,0,0,2
0,0.825,1.9124999999999999,0,0,0,2
0,0.825,1.9849999999999999,0,0,0,2
0,0.825,2.0574999999999997,0,0,0,2
0,0.825,2.13,0,0,0,2
0,0.825,2.2025,0,0,0,2
0,0.825,2.275,0,0,0,2
0,0.825,2.3475,0,0,0,2
0,0.825,2.42,0,0,0,2
0,0.825,2.4924999999999997,0,0,0,2
0,0.825,2.565,0,0,0,2
0,0.825,2.6374999999999997,0,0,0,2
0,0.825,2.71,0,0,0,2
0,0.825,2.7824999999999998,0,0,0,2
0,0.825,2.855,0,0,0,2
0,0.825,2.9274999999999998,0,0,0,2
0,0.825,3.0,0,0,0,2
0,0.8975,0.1,1,0,0,1
0,0.8975,0.1725,1,0,0,1
0,0.8975,0.245,1,0,0,1
0,0.8975,0.3175,1,0,0,1
0,0.8975,0.39,1,0,0,1
0,0.8975,0.4625,1,0,0,1
0,0.8975,0.5349999999999999,1,0,0,1
0,0.8975,0.6074999999999999,1,0,0,1
0,0.8975,0.6799999999999999,1,0,0,1
0,0.8975,0.7525,1,0,0,1
0,0.8975,0.825,1,0,0,1
0,0.8975,0.8975,1,0,0,1
0,0.8975,0.9699999999999999,1,0,0,1
0,0.8975,1.0425,1,0,0,2
0,0.8975,1.115,1,0,0,2
0,0.8975,1.1875,1,0,0,2
0,0.8975,1.26,1,0,0,4
0,0.8975,1.3325,0,0,0,2
0,0.8975,1.405,0,0,0,2
0,0.8975,1.4775,0,0,0,2
0,0.8975,1.55,0,0,0,2
0,0.8975,1.6225,0,0,0,2
0,0.8975,1.695,0,0,0,2
0,0.8975,1.7675,0,0,0,2
0,0.8975,1.8399999999999999,0,0,0,2
0,0.8975,1.9124999999999999,0,0,0,2
0,0.8975,1.9849999999999999,0,0,0,2
0,0.8975,2.0574999999999997,0,0,0,2
0,0.8975,2.13,0,0,0,2
0,0.8975,2.2025,0,0,0,2
0,0.8975,2.275,0,0,0,2
0,0.8975,2.3475,0,0,0,2
0,0.8975,2.42,0,0,0,2
0,0.8975,2.4924999999999997,0,0,0,2
0,0.8975,2.565,0,0,0,2
0,0.8975,2.6374999999999997,0,0,0,2
0,0.8975,2.71,0,0,0,2
0,0.8975,2.7824999999999998,0,0,0,2
0,0.8975,2.855,0,0,0,2
0,0.8975,2.9274999999999998,0,0,0,2
0,0.8975,3.0,0,0,0,2
0,0.9699999999999999,0.1,1,0,0,1
0,0.9699999999999999,0.1725,1,0,0,1
0,0.9699999999999999,0.245,1,0,0,1
0,0.9699999999999999,0.3175,1,0,0,1
0,0.9699999999999999,0.39,1,0,0,1
0,0.9699999999999999,0.4625,1,0,0,1
0,0.9699999999999999,0.5349999999999999,1,0,0,1
0,0.9699999999999999,0.6074999999999999,1,0,0,1
0,0.9699999999999999,0.6799999999999999,1,0,0,1
0,0.9699999999999999,0.7525,1,0,0,1
0,0.9699999999999999,0.825,1,0,0,1
0,0.9699999999999999,0.8975,1,0,0,1
0,0.9699999999999999,0.9699999999999999,1,0,0,1
0,0.9699999999999999,1.0425,1,0,0,2
0,0.9699999999999999,1.115,1,0,0,2
0,0.9699999999999999,1.1875,1,0,0,2
0,0.9699999999999999,1.26,1,0,0,4
0,0.9699999999999999,1.3325,0,0,0,2
0,0.9699999999999999,1.405,0,0,0,2
0,0.9699999999999999,1.4775,0,0,0,2
0,0.9699999999999999,1.55,0,0,0,2
0,0.9699999999999999,1.6225,0,0,0,2
0,0.9699999999999999,1.695,0,0,0,2
0,0.9699999999999999,1.7675,0,0,0,2
0,0.9699999999999999,1.8399999999999999,0,0,0,2
0,0.9699999999999999,1.9124999999999999,0,0,0,2
0,0.9699999999999999,1.9849999999999999,0,0,0,2
0,0.9699999999999999,2.0574999999999997,0,0,0,2
0,0.9699999999999999,2.13,0,0,0,2
0,0.9699999999999999,2.2025,0,0,0,2
0,0.9699999999999999,2.275,0,0,0,2
0,0.9699999999999999,2.3475,0,0,0,2
0,0.9699999999999999,2.42,0,0,0,2
0,0.9699999999999999,2.4924999999999997,0,0,0,2
0,0.9699999999999999,2.565,0,0,0,2
0,0.9699999999999999,2.6374999999999997,0,0,0,2
0,0.9699999999999999,2.71,0,0,0,2
0,0.9699999999999999,2.7824999999999998,0,0,0,2
0,0.9699999999999999,2.855,0,0,0,2
0,0.9699999999999999,2.9274999999999998,0,0,0,2
0,0.9699999999999999,3.0,0,0,0,2
0,1.0425,0.1,1,0,0,1
0,1.0425,0.1725,1,0,0,1
0,1.0425,0.245,1,0,0,1
0,1.0425,0.3175,1,0,0,1
0,1.0425,0.39,1,0,0,1
0,1.0425,0.4625,1,0,0,1
0,1.0425,0.5349999999999999,1,0,0,1
0,1.0425,0.6074999999999999,1,0,0,1
0,1.0425,0.6799999999999999,1,0,0,1
0,1.0425,0.7525,1,0,0,1
0,1.0425,0.825,1,0,0,1
0,1.0425,0.8975,1,0,0,1
0,1.0425,0.9699999999999999,1,0,0,1
0,1.0425,1.0425,1,0,0,2
0,1.0425,1.115,1,0,0,2
0,1.0425,1.1875,1,0,0,2
0,1.0425,1.26,1,0,0,4
0,1.0425,1.3325,0,0,0,2
0,1.0425,1.405,0,0,0,2
0,1.0425,1.4775,0,0,0,2
0,1.0425,1.55,0,0,0,2
0,1.0425,1.6225,0,0,0,2
0,1.0425,1.695,0,0,0,2
0,1.0425,1.7675,0,0,0,2
0,1.0425,1.8399999999999999,0,0,0,2
0,1.0425,1.9124999999999999,0,0,0,2
0,1.0425,1.9849999999999999,0,0,0,2
0,1.0425,2.0574999999999997,0,0,0,2
0,1.0425,2.13,0,0,0,2
0,1.0425,2.2025,0,0,0,2
0,1.0425,2.275,0,0,0,2
0,1.0425,2.3475,0,0,0,2
0,1.0425,2.42,0,0,0,2
0,1.0425,2.4924999999999997,0,0,0,2
0,1.0425,2.565,0,0,0,2
0,1.0425,2.6374999999999997,0,0,0,2
0,1.0425,2.71,0,0,0,2
0,1.0425,2.7824999999999998,0,0,0,2
0,1.0425,2.855,0,0,0,2
0,1.0425,2.9274999999999998,0,0,0,2
0,1.0425,3.0,0,0,0,2
0,1.115,0.1,1,0,0,1
0,1.115,0.1725,1,0,0,1
0,1.115,0.245,1,0,0,1
0,1.115,0.3175,1,0,0,1
0,1.115,0.39,1,0,0,1
0,1.115,0.4625,1,0,0,1
0,1.115,0.5349999999999999,1,0,0,1
0,1.115,0.6074999999999999,1,0,0,1
0,1.115,0.6799999999999999,1,0,0,1
0,1.115,0.7525,1,0,0,1
0,1.115,0.825,1,0,0,1
0,1.115,0.8975,1,0,0,1
0,1.115,0.9699999999999999,1,0,0,1
0,1.115,1.0425,1,0,0,2
0,1.115,1.115,1,0,0,2
0,1.115,1.1875,1,0,0,2
0,1.115,1.26,1,0,0,4
0,1.115,1.3325,0,0,0,2
0,1.115,1.405,0,0,0,2
0,1.115,1.4775,0,0,0,2
0,1.115,1.55,0,0,0,2
0,1.115,1.6225,0,0,0,2
0,1.115,1.695,0,0,0,2
0,1.115,1.7675,0,0,0,2
0,1.115,1.8399999999999999,0,0,0,2
0,1.115,1.9124999999999999,0,0,0,2
0,1.115,1.9849999999999999,0,0,0,2
0,1.115,2.0574999999999997,0,0,0,2
0,1.115,2.13,0,0,0,2
0,1.115,2.2025,0,0,0,2
0,1.115,2.275,0,0,0,2
0,1.115,2.3475,0,0,0,2
0,1.115,2.42,0,0,0,2
0,1.115,2.4924999999999997,0,0,0,2
0,1.115,2.565,0,0,0,2
0,1.115,2.6374999999999997,0,0,0,2
0,1.115,2.71,0,0,0,2
0,1.115,2.7824999999999998,0,0,0,2
0,1.115,2.855,0,0,0,2
0,1.115,2.9274999999999998,0,0,0,2
0,1.115,3.0,0,0,0,2
0,1.1875,0.1,1,0,0,1
0,1.1875,0.1725,1,0,0,1
0,1.1875,0.245,1,0,0,1
0,1.1875,0.3175,1,0,0,1
0,1.1875,0.39,1,0,0,1
0,1.1875,0.4625,1,0,0,1
0,1.1875,0.5349999999999999,1,0,0,1
0,1.1875,0.6074999999999999,1,0,0,1
0,1.1875,0.6799999999999999,1,0,0,1
0,1.1875,0.7525,1,0,0,1
0,1.1875,0.825,1,0,0,1
0,1.1875,0.8975,1,0,0,1
0,1.1875,0.9699999999999999,1,0,0,1
0,1.1875,1.0425,1,0,0,2
0,1.1875,1.115,1,0,0,2
0,1.1875,1.1875,1,0,0,4
0,1.1875,1.26,1,0,0,4
0,1.1875,1.3325,0,0,0,4
0,1.1875,1.405,0,0,0,2
0,1.1875,1.4775,0,0,0,2
0,1.1875,1.55,0,0,0,2
0,1.1875,1.6225,0,0,0,2
0,1.1875,1.695,0,0,0,2
0,1.1875,1.7675,0,0,0,2
0,1.1875,1.8399999999999999,0,0,0,2
0,1.1875,1.9124999999999999,0,0,0,2
0,1.1875,1.9849999999999999,0,0,0,2
0,1.1875,2.0574999999999997,0,0,0,2
0,1.1875,2.13,0,0,0,2
0,1.1875,2.2025,0,0,0,2
0,1.1875,2.275,0,0,0,2
0,1.1875,2.3475,0,0,0,2
0,1.1875,2.42,0,0,0,2
0,1.1875,2.4924999999999997,0,0,0,2
