,sigma_i,tau_i,stability,turing,turing_hopf,p_random
0,1.1875,2.565,0,0,0,2
0,1.1875,2.6374999999999997,0,0,0,2
0,1.1875,2.71,0,0,0,2
0,1.1875,2.7824999999999998,0,0,0,2
0,1.1875,2.855,0,0,0,2
0,1.1875,2.9274999999999998,0,0,0,2
0,1.1875,3.0,0,0,0,2
0,1.26,0.1,1,0,0,1
0,1.26,0.1725,1,0,0,1
0,1.26,0.245,1,0,0,1
0,1.26,0.3175,1,0,0,1
0,1.26,0.39,1,0,0,1
0,1.26,0.4625,1,0,0,1
0,1.26,0.5349999999999999,1,0,0,1
0,1.26,0.6074999999999999,1,0,0,1
0,1.26,0.6799999999999999,1,0,0,1
0,1.26,0.7525,1,0,0,1
0,1.26,0.825,1,0,0,1
0,1.26,0.8975,1,0,0,1
0,1.26,0.9699999999999999,1,0,0,1
0,1.26,1.0425,1,0,0,2
0,1.26,1.115,1,0,0,2
0,1.26,1.1875,1,0,0,4
0,1.26,1.26,1,0,0,4
0,1.26,1.3325,0,0,0,4
0,1.26,1.405,0,0,0,2
0,1.26,1.4775,0,0,0,2
0,1.26,1.55,0,0,0,2
0,1.26,1.6225,0,0,0,2
0,1.26,1.695,0,0,0,2
0,1.26,1.7675,0,0,0,2
0,1.26,1.8399999999999999,0,0,0,2
0,1.26,1.9124999999999999,0,0,0,2
0,1.26,1.9849999999999999,0,0,0,2
0,1.26,2.0574999999999997,0,0,0,2
0,1.26,2.13,0,0,0,2
0,1.26,2.2025,0,0,0,2
0,1.26,2.275,0,0,0,2
0,1.26,2.3475,0,0,0,2
0,1.26,2.42,0,0,0,2
0,1.26,2.4924999999999997,0,0,0,2
0,1.26,2.565,0,0,0,2
0,1.26,2.6374999999999997,0,0,0,2
0,1.26,2.71,0,0,0,2
0,1.26,2.7824999999999998,0,0,0,2
0,1.26,2.855,0,0,0,2
0,1.26,2.9274999999999998,0,0,0,2
0,1.26,3.0,0,0,0,2
0,1.3325,0.1,1,0,0,1
0,1.3325,0.1725,1,0,0,1
0,1.3325,0.245,1,0,0,1
0,1.3325,0.3175,1,0,0,1
0,1.3325,0.39,1,0,0,1
0,1.3325,0.4625,1,0,0,1
0,1.3325,0.5349999999999999,1,0,0,1
0,1.3325,0.6074999999999999,1,0,0,1
0,1.3325,0.6799999999999999,1,0,0,1
0,1.3325,0.7525,1,0,0,1
0,1.3325,0.825,1,0,0,1
0,1.3325,0.8975,1,0,0,1
0,1.3325,0.9699999999999999,1,0,0,1
0,1.3325,1.0425,1,0,0,2
0,1.3325,1.115,1,0,0,2
0,1.3325,1.1875,1,0,0,4
0,1.3325,1.26,1,0,0,4
0,1.3325,1.3325,0,0,0,4
0,1.3325,1.405,0,0,0,2
0,1.3325,1.4775,0,0,0,2
0,1.3325,1.55,0,0,0,2
0,1.3325,1.6225,0,0,0,2
0,1.3325,1.695,0,0,0,2
0,1.3325,1.7675,0,0,0,2
0,1.3325,1.8399999999999999,0,0,0,2
0,1.3325,1.9124999999999999,0,0,0,2
0,1.3325,1.9849999999999999,0,0,0,2
0,1.3325,2.0574999999999997,0,0,0,2
0,1.3325,2.13,0,0,0,2
0,1.3325,2.2025,0,0,0,2
0,1.3325,2.275,0,0,0,2
0,1.3325,2.3475,0,0,0,2
0,1.3325,2.42,0,0,0,2
0,1.3325,2.4924999999999997,0,0,0,2
0,1.3325,2.565,0,0,0,2
0,1.3325,2.6374999999999997,0,0,0,2
0,1.3325,2.71,0,0,0,2
0,1.3325,2.7824999999999998,0,0,0,2
0,1.3325,2.855,0,0,0,2
0,1.3325,2.9274999999999998,0,0,0,2
0,1.3325,3.0,0,0,0,2
0,1.405,0.1,1,0,0,1
0,1.405,0.1725,1,0,0,1
0,1.405,0.245,1,0,0,1
0,1.405,0.3175,1,0,0,1
0,1.405,0.39,1,0,0,1
0,1.405,0.4625,1,0,0,1
0,1.405,0.5349999999999999,1,0,0,1
0,1.405,0.6074999999999999,1,0,0,1
0,1.405,0.6799999999999999,1,0,0,1
0,1.405,0.7525,1,0,0,1
0,1.405,0.825,1,0,0,1
0,1.405,0.8975,1,0,0,1
0,1.405,0.9699999999999999,1,0,0,1
0,1.405,1.0425,1,0,0,2
0,1.405,1.115,1,0,0,4
0,1.405,1.1875,1,0,0,4
0,1.405,1.26,1,0,0,4
0,1.405,1.3325,0,0,0,4
0,1.405,1.405,0,0,0,2
0,1.405,1.4775,0,0,0,2
0,1.405,1.55,0,0,0,2
0,1.405,1.6225,0,0,0,2
0,1.405,1.695,0,0,0,2
0,1.405,1.7675,0,0,0,2
0,1.405,1.8399999999999999,0,0,0,2
0,1.405,1.9124999999999999,0,0,0,2
0,1.405,1.9849999999999999,0,0,0,2
0,1.405,2.0574999999999997,0,0,0,2
0,1.405,2.13,0,0,0,2
0,1.405,2.2025,0,0,0,2
0,1.405,2.275,0,0,0,2
0,1.405,2.3475,0,0,0,2
0,1.405,2.42,0,0,0,2
0,1.405,2.4924999999999997,0,0,0,2
0,1.405,2.565,0,0,0,2
0,1.405,2.6374999999999997,0,0,0,2
0,1.405,2.71,0,0,0,2
0,1.405,2.7824999999999998,0,0,0,2
0,1.405,2.855,0,0,0,2
0,1.405,2.9274999999999998,0,0,0,2
0,1.405,3.0,0,0,0,2
0,1.4775,0.1,1,0,0,1
0,1.4775,0.1725,1,0,0,1
0,1.4775,0.245,1,0,0,1
0,1.4775,0.3175,1,0,0,1
0,1.4775,0.39,1,0,0,1
0,1.4775,0.4625,1,0,0,1
0,1.4775,0.5349999999999999,1,0,0,1
0,1.4775,0.6074999999999999,1,0,0,1
0,1.4775,0.6799999999999999,1,0,0,1
0,1.4775,0.7525,1,0,0,1
0,1.4775,0.825,1,0,0,1
0,1.4775,0.8975,1,0,0,1
0,1.4775,0.9699999999999999,1,0,0,1
0,1.4775,1.0425,1,0,0,2
0,1.4775,1.115,1,0,0,4
0,1.4775,1.1875,1,0,0,4
0,1.4775,1.26,1,0,0,4
0,1.4775,1.3325,0,0,0,4
0,1.4775,1.405,0,0,0,2
0,1.4775,1.4775,0,0,0,2
0,1.4775,1.55,0,0,0,2
0,1.4775,1.6225,0,0,0,2
0,1.4775,1.695,0,0,0,2
0,1.4775,1.7675,0,0,0,2
0,1.4775,1.8399999999999999,0,0,0,2
0,1.4775,1.9124999999999999,0,0,0,2
0,1.4775,1.9849999999999999,0,0,0,2
0,1.4775,2.0574999999999997,0,0,0,2
0,1.4775,2.13,0,0,0,2
0,1.4775,2.2025,0,0,0,2
0,1.4775,2.275,0,0,0,2
0,1.4775,2.3475,0,0,0,2
0,1.4775,2.42,0,0,0,2
0,1.4775,2.4924999999999997,0,0,0,2
0,1.4775,2.565,0,0,0,2
0,1.4775,2.6374999999999997,0,0,0,2
0,1.4775,2.71,0,0,0,2
0,1.4775,2.7824999999999998,0,0,0,2
0,1.4775,2.855,0,0,0,2
0,1.4775,2.9274999999999998,0,0,0,2
0,1.4775,3.0,0,0,0,2
0,1.55,0.1,1,0,0,1
0,1.55,0.1725,1,0,0,1
0,1.55,0.245,1,0,0,1
0,1.55,0.3175,1,0,0,1
0,1.55,0.39,1,0,0,1
0,1.55,0.4625,1,0,0,1
0,1.55,0.5349999999999999,1,0,0,1
0,1.55,0.6074999999999999,1,0,0,1
0,1.55,0.6799999999999999,1,0,0,1
0,1.55,0.7525,1,0,0,1
0,1.55,0.825,1,0,0,1
0,1.55,0.8975,1,0,0,1
0,1.55,0.9699999999999999,1,0,0,1
0,1.55,1.0425,1,0,0,2
0,1.55,1.115,1,0,0,4
0,1.55,1.1875,1,0,0,4
0,1.55,1.26,1,0,0,4
0,1.55,1.3325,0,0,0,4
0,1.55,1.405,0,0,0,2
0,1.55,1.4775,0,0,0,2
0,1.55,1.55,0,0,0,2
0,1.55,1.6225,0,0,0,2
0,1.55,1.695,0,0,0,2
0,1.55,1.7675,0,0,0,2
0,1.55,1.8399999999999999,0,0,0,2
0,1.55,1.9124999999999999,0,0,0,2
0,1.55,1.9849999999999999,0,0,0,2
0,1.55,2.0574999999999997,0,0,0,2
0,1.55,2.13,0,0,0,2
0,1.55,2.2025,0,0,0,2
0,1.55,2.275,0,0,0,2
0,1.55,2.3475,0,0,0,2
0,1.55,2.42,0,0,0,2
0,1.55,2.4924999999999997,0,0,0,2
0,1.55,2.565,0,0,0,2
0,1.55,2.6374999999999997,0,0,0,2
0,1.55,2.71,0,0,0,2
0,1.55,2.7824999999999998,0,0,0,2
0,1.55,2.855,0,0,0,2
0,1.55,2.9274999999999998,0,0,0,2
0,1.55,3.0,0,0,0,2
0,1.6225,0.1,1,0,0,1
0,1.6225,0.1725,1,0,0,1
0,1.6225,0.245,1,0,0,1
0,1.6225,0.3175,1,0,0,1
0,1.6225,0.39,1,0,0,1
0,1.6225,0.4625,1,0,0,1
0,1.6225,0.5349999999999999,1,0,0,1
0,1.6225,0.6074999999999999,1,0,0,1
0,1.6225,0.6799999999999999,1,0,0,1
0,1.6225,0.7525,1,0,0,1
0,1.6225,0.825,1,0,0,1
0,1.6225,0.8975,1,0,0,1
0,1.6225,0.9699999999999999,1,0,0,1
0,1.6225,1.0425,1,0,0,2
0,1.6225,1.115,1,0,0,4
0,1.6225,1.1875,1,0,0,4
0,1.6225,1.26,1,0,0,4
0,1.6225,1.3325,0,0,0,4
0,1.6225,1.405,0,0,0,2
0,1.6225,1.4775,0,0,0,2
0,1.6225,1.55,0,0,0,2
0,1.6225,1.6225,0,0,0,2
0,1.6225,1.695,0,0,0,2
0,1.6225,1.7675,0,0,0,2
0,1.6225,1.8399999999999999,0,0,0,2
0,1.6225,1.9124999999999999,0,0,0,2
0,1.6225,1.9849999999999999,0,0,0,2
0,1.6225,2.0574999999999997,0,0,0,2
0,1.6225,2.13,0,0,0,2
0,1.6225,2.2025,0,0,0,2
0,1.6225,2.275,0,0,0,2
0,1.6225,2.3475,0,0,0,2
0,1.6225,2.42,0,0,0,2
0,1.6225,2.4924999999999997,0,0,0,2
0,1.6225,2.565,0,0,0,2
0,1.6225,2.6374999999999997,0,0,0,2
0,1.6225,2.71,0,0,0,2
0,1.6225,2.7824999999999998,0,0,0,2
0,1.6225,2.855,0,0,0,2
0,1.6225,2.9274999999999998,0,0,0,2
0,1.6225,3.0,0,0,0,2
0,1.695,0.1,1,0,0,1
0,1.695,0.1725,1,0,0,1
0,1.695,0.245,1,0,0,1
0,1.695,0.3175,1,0,0,1
0,1.695,0.39,1,0,0,1
0,1.695,0.4625,1,0,0,1
0,1.695,0.5349999999999999,1,0,0,1
0,1.695,0.6074999999999999,1,0,0,1
0,1.695,0.6799999999999999,1,0,0,1
0,1.695,0.7525,1,0,0,1
0,1.695,0.825,1,0,0,1
0,1.695,0.8975,1,0,0,1
0,1.695,0.9699999999999999,1,0,0,1
0,1.695,1.0425,1,0,0,2
0,1.695,1.115,1,0,0,4
0,1.695,1.1875,1,0,0,4
0,1.695,1.26,1,0,0,4
0,1.695,1.3325,0,0,0,4
0,1.695,1.405,0,0,0,2
0,1.695,1.4775,0,0,0,2
0,1.695,1.55,0,0,0,2
0,1.695,1.6225,0,0,0,2
0,1.695,1.695,0,0,0,2
0,1.695,1.7675,0,0,0,2
0,1.695,1.8399999999999999,0,0,0,2
0,1.695,1.9124999999999999,0,0,0,2
0,1.695,1.9849999999999999,0,0,0,2
0,1.695,2.0574999999999997,0,0,0,2
0,1.695,2.13,0,0,0,2
0,1.695,2.2025,0,0,0,2
0,1.695,2.275,0,0,0,2
0,1.695,2.3475,0,0,0,2
0,1.695,2.42,0,0,0,2
0,1.695,2.4924999999999997,0,0,0,2
0,1.695,2.565,0,0,0,2
0,1.695,2.6374999999999997,0,0,0,2
0,1.695,2.71,0,0,0,2
0,1.695,2.7824999999999998,0,0,0,2
0,1.695,2.855,0,0,0,2
0,1.695,2.9274999999999998,0,0,0,2
0,1.695,3.0,0,0,0,2
0,1.7675,0.1,1,0,0,1
0,1.7675,0.1725,1,0,0,1
0,1.7675,0.245,1,0,0,1
0,1.7675,0.3175,1,0,0,1
0,1.7675,0.39,1,0,0,1
0,1.7675,0.4625,1,0,0,1
0,1.7675,0.5349999999999999,1,0,0,1
0,1.7675,0.6074999999999999,1,0,0,1
0,1.7675,0.6799999999999999,1,0,0,1
0,1.7675,0.7525,1,0,0,1
0,1.7675,0.825,1,0,0,1
0,1.7675,0.8975,1,0,0,1
0,1.7675,0.9699999999999999,1,0,0,1
0,1.7675,1.0425,1,0,0,2
0,1.7675,1.115,1,0,0,4
0,1.7675,1.1875,1,0,0,4
0,1.7675,1.26,1,0,0,4
0,1.7675,1.3325,0,0,0,4
0,1.7675,1.405,0,0,0,2
0,1.7675,1.4775,0,0,0,2
0,1.7675,1.55,0,0,0,2
0,1.7675,1.6225,0,0,0,2
0,1.7675,1.695,0,0,0,2
0,1.7675,1.7675,0,0,0,2
0,1.7675,1.8399999999999999,0,0,0,2
0,1.7675,1.9124999999999999,0,0,0,2
0,1.7675,1.9849999999999999,0,0,0,2
0,1.7675,2.0574999999999997,0,0,0,2
0,1.7675,2.13,0,0,0,2
0,1.7675,2.2025,0,0,0,2
0,1.7675,2.275,0,0,0,2
0,1.7675,2.3475,0,0,0,2
0,1.7675,2.42,0,0,0,2
0,1.7675,2.4924999999999997,0,0,0,2
0,1.7675,2.565,0,0,0,2
0,1.7675,2.6374999999999997,0,0,0,2
0,1.7675,2.71,0,0,0,2
0,1.7675,2.7824999999999998,0,0,0,2
0,1.7675,2.855,0,0,0,2
0,1.7675,2.9274999999999998,0,0,0,2
0,1.7675,3.0,0,0,0,2
0,1.8399999999999999,0.1,1,0,0,1
0,1.8399999999999999,0.1725,1,0,0,1
0,1.8399999999999999,0.245,1,0,0,1
0,1.8399999999999999,0.3175,1,0,0,1
0,1.8399999999999999,0.39,1,0,0,1
0,1.8399999999999999,0.4625,1,0,0,1
0,1.8399999999999999,0.5349999999999999,1,0,0,1
0,1.8399999999999999,0.6074999999999999,1,0,0,1
0,1.8399999999999999,0.6799999999999999,1,0,0,1
0,1.8399999999999999,0.7525,1,0,0,1
0,1.8399999999999999,0.825,1,0,0,1
0,1.8399999999999999,0.8975,1,0,0,1
0,1.8399999999999999,0.9699999999999999,1,0,0,1
0,1.8399999999999999,1.0425,1,0,0,4
0,1.8399999999999999,1.115,1,0,0,4
0,1.8399999999999999,1.1875,1,0,0,4
0,1.8399999999999999,1.26,1,0,0,4
0,1.8399999999999999,1.3325,0,0,0,4
0,1.8399999999999999,1.405,0,0,0,2
0,1.8399999999999999,1.4775,0,0,0,2
0,1.8399999999999999,1.55,0,0,0,2
0,1.8399999999999999,1.6225,0,0,0,2
0,1.8399999999999999,1.695,0,0,0,2
0,1.8399999999999999,1.7675,0,0,0,2
0,1.8399999999999999,1.8399999999999999,0,0,0,2
0,1.8399999999999999,1.9124999999999999,0,0,0,2
0,1.8399999999999999,1.9849999999999999,0,0,0,2
0,1.8399999999999999,2.0574999999999997,0,0,0,2
0,1.8399999999999999,2.13,0,0,0,2
0,1.8399999999999999,2.2025,0,0,0,2
0,1.8399999999999999,2.275,0,0,0,2
0,1.8399999999999999,2.3475,0,0,0,2
0,1.8399999999999999,2.42,0,0,0,2
0,1.8399999999999999,2.4924999999999997,0,0,0,2
0,1.8399999999999999,2.565,0,0,0,2
0,1.8399999999999999,2.6374999999999997,0,0,0,2
0,1.8399999999999999,2.71,0,0,0,2
0,1.8399999999999999,2.7824999999999998,0,0,0,2
0,1.8399999999999999,2.855,0,0,0,2
0,1.8399999999999999,2.9274999999999998,0,0,0,2
0,1.8399999999999999,3.0,0,0,0,2
0,1.9124999999999999,0.1,1,0,0,1
0,1.9124999999999999,0.1725,1,0,0,1
0,1.9124999999999999,0.245,1,0,0,1
0,1.9124999999999999,0.3175,1,0,0,1
0,1.9124999999999999,0.39,1,0,0,1
0,1.9124999999999999,0.4625,1,0,0,1
0,1.9124999999999999,0.5349999999999999,1,0,0,1
0,1.9124999999999999,0.6074999999999999,1,0,0,1
0,1.9124999999999999,0.6799999999999999,1,0,0,1
0,1.9124999999999999,0.7525,1,0,0,1
0,1.9124999999999999,0.825,1,0,0,1
0,1.9124999999999999,0.8975,1,0,0,1
0,1.9124999999999999,0.9699999999999999,1,0,0,1
0,1.9124999999999999,1.0425,1,0,0,4
0,1.9124999999999999,1.115,1,0,0,4
0,1.9124999999999999,1.1875,1,0,0,4
0,1.9124999999999999,1.26,1,0,0,3
0,1.9124999999999999,1.3325,0,0,0,3
0,1.9124999999999999,1.405,0,0,0,2
0,1.9124999999999999,1.4775,0,0,0,2
0,1.9124999999999999,1.55,0,0,0,2
0,1.9124999999999999,1.6225,0,0,0,2
0,1.9124999999999999,1.695,0,0,0,2
0,1.9124999999999999,1.7675,0,0,0,2
0,1.9124999999999999,1.8399999999999999,0,0,0,2
0,1.9124999999999999,1.9124999999999999,0,0,0,2
0,1.9124999999999999,1.9849999999999999,0,0,0,2
0,1.9124999999999999,2.0574999999999997,0,0,0,2
0,1.9124999999999999,2.13,0,0,0,2
0,1.9124999999999999,2.2025,0,0,0,2
0,1.9124999999999999,2.275,0,0,0,2
0,1.9124999999999999,2.3475,0,0,0,2
0,1.9124999999999999,2.42,0,0,0,2
0,1.9124999999999999,2.4924999999999997,0,0,0,2
0,1.9124999999999999,2.565,0,0,0,2
0,1.9124999999999999,2.6374999999999997,0,0,0,2
0,1.9124999999999999,2.71,0,0,0,2
0,1.9124999999999999,2.7824999999999998,0,0,0,2
0,1.9124999999999999,2.855,0,0,0,2
0,1.9124999999999999,2.9274999999999998,0,0,0,2
0,1.9124999999999999,3.0,0,0,0,2
0,1.9849999999999999,0.1,1,1,0,3
0,1.9849999999999999,0.1725,1,1,0,3
0,1.9849999999999999,0.245,1,1,0,3
0,1.9849999999999999,0.3175,1,1,0,3
0,1.9849999999999999,0.39,1,1,0,3
0,1.9849999999999999,0.4625,1,1,0,3
0,1.9849999999999999,0.5349999999999999,1,1,0,3
0,1.9849999999999999,0.6074999999999999,1,1,0,3
0,1.9849999999999999,0.6799999999999999,1,1,0,3
0,1.9849999999999999,0.7525,1,1,0,3
0,1.9849999999999999,0.825,1,1,0,3
0,1.9849999999999999,0.8975,1,1,0,4
0,1.9849999999999999,0.9699999999999999,1,1,0,4
0,1.9849999999999999,1.0425,1,1,0,4
0,1.9849999999999999,1.115,1,1,0,3
0,1.9849999999999999,1.1875,1,1,0,3
0,1.9849999999999999,1.26,1,1,0,3
0,1.9849999999999999,1.3325,0,0,0,3
0,1.9849999999999999,1.405,0,0,0,2
0,1.9849999999999999,1.4775,0,0,0,2
0,1.9849999999999999,1.55,0,0,0,2
0,1.9849999999999999,1.6225,0,0,0,2
0,1.9849999999999999,1.695,0,0,0,2
0,1.9849999999999999,1.7675,0,0,0,2
0,1.9849999999999999,1.8399999999999999,0,0,0,2
0,1.9849999999999999,1.9124999999999999,0,0,0,2
0,1.9849999999999999,1.9849999999999999,0,0,0,2
0,1.9849999999999999,2.0574999999999997,0,0,0,2
0,1.9849999999999999,2.13,0,0,0,2
0,1.9849999999999999,2.2025,0,0,0,2
0,1.9849999999999999,2.275,0,0,0,2
0,1.9849999999999999,2.3475,0,0,0,2
0,1.9849999999999999,2.42,0,0,0,2
0,1.9849999999999999,2.4924999999999997,0,0,0,2
0,1.9849999999999999,2.565,0,0,0,2
0,1.9849999999999999,2.6374999999999997,0,0,0,2
0,1.9849999999999999,2.71,0,0,0,2
0,1.9849999999999999,2.7824999999999998,0,0,0,2
0,1.9849999999999999,2.855,0,0,0,2
0,1.9849999999999999,2.9274999999999998,0,0,0,2
0,1.9849999999999999,3.0,0,0,0,2
0,2.0574999999999997,0.1,1,1,0,3
0,2.0574999999999997,0.1725,1,1,0,3
0,2.0574999999999997,0.245,1,1,0,3
0,2.0574999999999997,0.3175,1,1,0,3
0,2.0574999999999997,0.39,1,1,0,3
0,2.0574999999999997,0.4625,1,1,0,3
0,2.0574999999999997,0.5349999999999999,1,1,0,3
0,2.0574999999999997,0.6074999999999999,1,1,0,3
0,2.0574999999999997,0.6799999999999999,1,1,0,3
0,2.0574999999999997,0.7525,1,1,0,3
0,2.0574999999999997,0.825,1,1,0,4
0,2.0574999999999997,0.8975,1,1,0,3
0,2.0574999999999997,0.9699999999999999,1,1,0,3
0,2.0574999999999997,1.0425,1,1,0,3
0,2.0574999999999997,1.115,1,1,0,3
0,2.0574999999999997,1.1875,1,1,0,3
0,2.0574999999999997,1.26,1,1,0,3
0,2.0574999999999997,1.3325,0,0,0,3
0,2.0574999999999997,1.405,0,0,0,2
0,2.0574999999999997,1.4775,0,0,0,2
0,2.0574999999999997,1.55,0,0,0,2
0,2.0574999999999997,1.6225,0,0,0,2
0,2.0574999999999997,1.695,0,0,0,2
0,2.0574999999999997,1.7675,0,0,0,2
0,2.0574999999999997,1.8399999999999999,0,0,0,2
0,2.0574999999999997,1.9124999999999999,0,0,0,2
0,2.0574999999999997,1.9849999999999999,0,0,0,2
0,2.0574999999999997,2.0574999999999997,0,0,0,2
0,2.0574999999999997,2.13,0,0,0,2
0,2.0574999999999997,2.2025,0,0,0,2
0,2.0574999999999997,2.275,0,0,0,2
0,2.0574999999999997,2.3475,0,0,0,2
0,2.0574999999999997,2.42,0,0,0,2
0,2.0574999999999997,2.4924999999999997,0,0,0,2
0,2.0574999999999997,2.565,0,0,0,2
0,2.0574999999999997,2.6374999999999997,0,0,0,2
0,2.0574999999999997,2.71,0,0,0,2
0,2.0574999999999997,2.7824999999999998,0,0,0,2
0,2.0574999999999997,2.855,0,0,0,2
0,2.0574999999999997,2.9274999999999998,0,0,0,2
0,2.0574999999999997,3.0,0,0,0,2
0,2.13,0.1,1,1,0,3
0,2.13,0.1725,1,1,0,3
0,2.13,0.245,1,1,0,3
0,2.13,0.3175,1,1,0,3
0,2.13,0.39,1,1,0,3
0,2.13,0.4625,1,1,0,3
0,2.13,0.5349999999999999,1,1,0,3
0,2.13,0.6074999999999999,1,1,0,3
0,2.13,0.6799999999999999,1,1,0,3
0,2.13,0.7525,1,1,0,3
0,2.13,0.825,1,1,0,3
0,2.13,0.8975,1,1,0,3
0,2.13,0.9699999999999999,1,1,0,3
0,2.13,1.0425,1,1,0,3
0,2.13,1.115,1,1,0,3
0,2.13,1.1875,1,1,0,3
0,2.13,1.26,1,1,0,3
0,2.13,1.3325,0,0,0,3
0,2.13,1.405,0,0,0,2
0,2.13,1.4775,0,0,0,2
0,2.13,1.55,0,0,0,2
0,2.13,1.6225,0,0,0,2
0,2.13,1.695,0,0,0,2
0,2.13,1.7675,0,0,0,2
0,2.13,1.8399999999999999,0,0,0,2
0,2.13,1.9124999999999999,0,0,0,2
0,2.13,1.9849999999999999,0,0,0,2
0,2.13,2.0574999999999997,0,0,0,2
0,2.13,2.13,0,0,0,2
0,2.13,2.2025,0,0,0,2
0,2.13,2.275,0,0,0,2
0,2.13,2.3475,0,0,0,2
0,2.13,2.42,0,0,0,2
0,2.13,2.4924999999999997,0,0,0,2
0,2.13,2.565,0,0,0,2
0,2.13,2.6374999999999997,0,0,0,2
0,2.13,2.71,0,0,0,2
0,2.13,2.7824999999999998,0,0,0,2
0,2.13,2.855,0,0,0,2
0,2.13,2.9274999999999998,0,0,0,2
0,2.13,3.0,0,0,0,2
0,2.2025,0.1,1,1,0,3
0,2.2025,0.1725,1,1,0,3
0,2.2025,0.245,1,1,0,3
0,2.2025,0.3175,1,1,0,3
0,2.2025,0.39,1,1,0,3
0,2.2025,0.4625,1,1,0,3
0,2.2025,0.5349999999999999,1,1,0,3
0,2.2025,0.6074999999999999,1,1,0,3
0,2.2025,0.6799999999999999,1,1,0,3
0,2.2025,0.7525,1,1,0,3
0,2.2025,0.825,1,1,0,3
0,2.2025,0.8975,1,1,0,3
0,2.2025,0.9699999999999999,1,1,0,3
0,2.2025,1.0425,1,1,0,3
0,2.2025,1.115,1,1,0,3
0,2.2025,1.1875,1,1,0,3
0,2.2025,1.26,1,1,0,3
0,2.2025,1.3325,0,0,0,3
0,2.2025,1.405,0,0,0,2
0,2.2025,1.4775,0,0,0,2
0,2.2025,1.55,0,0,0,2
0,2.2025,1.6225,0,0,0,2
0,2.2025,1.695,0,0,0,2
0,2.2025,1.7675,0,0,0,2
0,2.2025,1.8399999999999999,0,0,0,2
0,2.2025,1.9124999999999999,0,0,0,2
0,2.2025,1.9849999999999999,0,0,0,2
0,2.2025,2.0574999999999997,0,0,0,2
0,2.2025,2.13,0,0,0,2
0,2.2025,2.2025,0,0,0,2
0,2.2025,2.275,0,0,0,2
0,2.2025,2.3475,0,0,0,2
0,2.2025,2.42,0,0,0,2
0,2.2025,2.4924999999999997,0,0,0,2
0,2.2025,2.565,0,0,0,2
0,2.2025,2.6374999999999997,0,0,0,2
0,2.2025,2.71,0,0,0,2
0,2.2025,2.7824999999999998,0,0,0,2
0,2.2025,2.855,0,0,0,2
0,2.2025,2.9274999999999998,0,0,0,2
0,2.2025,3.0,0,0,0,2
0,2.275,0.1,1,1,0,3
0,2.275,0.1725,1,1,0,3
0,2.275,0.245,1,1,0,3
0,2.275,0.3175,1,1,0,3
0,2.275,0.39,1,1,0,3
0,2.275,0.4625,1,1,0,3
0,2.275,0.5349999999999999,1,1,0,3
0,2.275,0.6074999999999999,1,1,0,3
0,2.275,0.6799999999999999,1,1,0,3
0,2.275,0.7525,1,1,0,3
0,2.275,0.825,1,1,0,3
0,2.275,0.8975,1,1,0,3
0,2.275,0.9699999999999999,1,1,0,3
0,2.275,1.0425,1,1,0,3
0,2.275,1.115,1,1,0,3
0,2.275,1.1875,1,1,0,3
0,2.275,1.26,1,1,0,3
0,2.275,1.3325,0,0,0,3
0,2.275,1.405,0,0,0,2
0,2.275,1.4775,0,0,0,2
0,2.275,1.55,0,0,0,2
0,2.275,1.6225,0,0,0,2
0,2.275,1.695,0,0,0,2
0,2.275,1.7675,0,0,0,2
0,2.275,1.8399999999999999,0,0,0,2
0,2.275,1.9124999999999999,0,0,0,2
0,2.275,1.9849999999999999,0,0,0,2
0,2.275,2.0574999999999997,0,0,0,2
0,2.275,2.13,0,0,0,2
0,2.275,2.2025,0,0,0,2
0,2.275,2.275,0,0,0,2
0,2.275,2.3475,0,0,0,2
0,2.275,2.42,0,0,0,2
0,2.275,2.4924999999999997,0,0,0,2
0,2.275,2.565,0,0,0,2
0,2.275,2.6374999999999997,0,0,0,2
0,2.275,2.71,0,0,0,2
0,2.275,2.7824999999999998,0,0,0,2
0,2.275,2.855,0,0,0,2
0,2.275,2.9274999999999998,0,0,0,2
0,2.275,3.0,0,0,0,2
0,2.3475,0.1,1,1,0,3
0,2.3475,0.1725,1,1,0,3
0,2.3475,0.245,1,1,0,3
0,2.3475,0.3175,1,1,0,3
0,2.3475,0.39,1,1,0,3
0,2.3475,0.4625,1,1,0,3
0,2.3475,0.5349999999999999,1,1,0,3
0,2.3475,0.6074999999999999,1,1,0,3
0,2.3475,0.6799999999999999,1,1,0,3
0,2.3475,0.7525,1,1,0,3
0,2.3475,0.825,1,1,0,3
0,2.3475,0.8975,1,1,0,3
0,2.3475,0.9699999999999999,1,1,0,3
0,2.3475,1.0425,1,1,0,3
0,2.3475,1.115,1,1,0,3
0,2.3475,1.1875,1,1,0,3
0,2.3475,1.26,1,1,0,3
0,2.3475,1.3325,0,0,0,3
0,2.3475,1.405,0,0,0,2
0,2.3475,1.4775,0,0,0,2
0,2.3475,1.55,0,0,0,2
0,2.3475,1.6225,0,0,0,2
0,2.3475,1.695,0,0,0,2
0,2.3475,1.7675,0,0,0,2
0,2.3475,1.8399999999999999,0,0,0,2
0,2.3475,1.9124999999999999,0,0,0,2
0,2.3475,1.9849999999999999,0,0,0,2
0,2.3475,2.0574999999999997,0,0,0,2
0,2.3475,2.13,0,0,0,2
0,2.3475,2.2025,0,0,0,2
