,I_e,I_i,dom_frequ,up_space,down_space
0,-0.1777777777777778,-0.4444444444444444,5.0,3.75,6.25
0,-0.1333333333333333,-1.6888888888888889,4.0,9.765625,2.734375
0,-0.1333333333333333,-1.6444444444444444,5.0,7.5,2.5
0,-0.1333333333333333,-1.6,5.0,7.34375,2.65625
0,-0.1333333333333333,-1.5555555555555556,5.0,7.187499999999999,2.8125
0,-0.1333333333333333,-1.511111111111111,5.0,7.03125,2.96875
0,-0.1333333333333333,-1.4666666666666668,5.0,6.875000000000001,3.125
0,-0.1333333333333333,-1.422222222222222,5.0,6.796874999999999,3.2031249999999996
0,-0.1333333333333333,-1.3777777777777778,5.0,6.640625,3.359375
0,-0.1333333333333333,-1.3333333333333333,5.0,6.5625,3.4375000000000004
0,-0.1333333333333333,-1.2888888888888888,5.0,6.406249999999999,3.5937499999999996
0,-0.1333333333333333,-1.2444444444444445,6.0,5.208333333333334,3.125
0,-0.1333333333333333,-1.2,6.0,5.078125,3.2552083333333335
0,-0.1333333333333333,-1.1555555555555554,5.0,6.09375,3.90625
0,-0.1333333333333333,-1.1111111111111112,6.0,4.817708333333334,3.515625
0,-0.1333333333333333,-1.0666666666666669,5.0,5.859375,4.140625
0,-0.1333333333333333,-1.022222222222222,5.0,5.78125,4.21875
0,-0.1333333333333333,-0.9777777777777776,6.0,4.557291666666666,3.7760416666666665
0,-0.1333333333333333,-0.9333333333333332,5.0,5.546875,4.453125
0,-0.1333333333333333,-0.8888888888888888,6.0,4.427083333333334,3.90625
0,-0.1333333333333333,-0.8444444444444443,6.0,4.296875,4.036458333333334
0,-0.1333333333333333,-0.8,5.0,5.15625,4.84375
0,-0.1333333333333333,-0.7555555555555555,6.0,4.166666666666666,4.166666666666666
0,-0.1333333333333333,-0.711111111111111,6.0,4.036458333333334,4.296875
0,-0.1333333333333333,-0.6666666666666665,6.0,3.90625,4.427083333333334
0,-0.1333333333333333,-0.6222222222222222,6.0,3.7760416666666665,4.557291666666666
0,-0.1333333333333333,-0.5777777777777777,6.0,3.7760416666666665,4.557291666666666
0,-0.1333333333333333,-0.5333333333333332,6.0,3.6458333333333335,4.6875
0,-0.1333333333333333,-0.4888888888888889,6.0,3.515625,4.817708333333334
0,-0.1333333333333333,-0.4444444444444444,6.0,3.3854166666666665,4.947916666666666
0,-0.1333333333333333,-0.3999999999999999,5.0,3.90625,6.09375
0,-0.0888888888888888,-1.6,5.0,7.656250000000001,2.34375
0,-0.0888888888888888,-1.5555555555555556,5.0,7.5,2.5
0,-0.0888888888888888,-1.511111111111111,5.0,7.34375,2.65625
0,-0.0888888888888888,-1.4666666666666668,5.0,7.187499999999999,2.8125
0,-0.0888888888888888,-1.422222222222222,5.0,7.03125,2.96875
0,-0.0888888888888888,-1.3777777777777778,5.0,6.953125,3.046875
0,-0.0888888888888888,-1.3333333333333333,5.0,6.796874999999999,3.2031249999999996
0,-0.0888888888888888,-1.2888888888888888,5.0,6.71875,3.28125
0,-0.0888888888888888,-1.2444444444444445,5.0,6.5625,3.4375000000000004
0,-0.0888888888888888,-1.2,5.0,6.484375000000001,3.515625
0,-0.0888888888888888,-1.1555555555555554,6.0,5.078125,3.2552083333333335
0,-0.0888888888888888,-1.1111111111111112,5.0,6.25,3.75
0,-0.0888888888888888,-1.0666666666666669,5.0,6.171875,3.8281250000000004
0,-0.0888888888888888,-1.022222222222222,5.0,6.09375,3.90625
0,-0.0888888888888888,-0.9777777777777776,5.0,5.9375,4.0625
0,-0.0888888888888888,-0.9333333333333332,6.0,4.6875,3.6458333333333335
0,-0.0888888888888888,-0.8888888888888888,5.0,5.703125,4.296875
0,-0.0888888888888888,-0.8444444444444443,6.0,4.557291666666666,3.7760416666666665
0,-0.0888888888888888,-0.8,6.0,4.427083333333334,3.90625
0,-0.0888888888888888,-0.7555555555555555,6.0,4.296875,4.036458333333334
0,-0.0888888888888888,-0.711111111111111,6.0,4.166666666666666,4.166666666666666
0,-0.0888888888888888,-0.6666666666666665,6.0,4.166666666666666,4.166666666666666
0,-0.0888888888888888,-0.6222222222222222,6.0,4.036458333333334,4.296875
0,-0.0888888888888888,-0.5777777777777777,6.0,3.90625,4.427083333333334
0,-0.0888888888888888,-0.5333333333333332,6.0,3.7760416666666665,4.557291666666666
0,-0.0888888888888888,-0.4888888888888889,6.0,3.6458333333333335,4.6875
0,-0.0888888888888888,-0.4444444444444444,6.0,3.515625,4.817708333333334
0,-0.0888888888888888,-0.3999999999999999,5.0,4.21875,5.78125
0,-0.0444444444444442,-1.5555555555555556,5.0,8.125,1.875
0,-0.0444444444444442,-1.511111111111111,5.0,7.656250000000001,2.34375
0,-0.0444444444444442,-1.4666666666666668,5.0,7.421875,2.578125
0,-0.0444444444444442,-1.422222222222222,5.0,7.34375,2.65625
0,-0.0444444444444442,-1.3777777777777778,5.0,7.187499999999999,2.8125
0,-0.0444444444444442,-1.3333333333333333,5.0,7.109375,2.890625
0,-0.0444444444444442,-1.2888888888888888,6.0,5.598958333333334,2.734375
0,-0.0444444444444442,-1.2444444444444445,5.0,6.875000000000001,3.125
0,-0.0444444444444442,-1.2,5.0,6.796874999999999,3.2031249999999996
0,-0.0444444444444442,-1.1555555555555554,5.0,6.640625,3.359375
0,-0.0444444444444442,-1.1111111111111112,5.0,6.5625,3.4375000000000004
0,-0.0444444444444442,-1.0666666666666669,5.0,6.406249999999999,3.5937499999999996
0,-0.0444444444444442,-1.022222222222222,5.0,6.328125,3.671875
0,-0.0444444444444442,-0.9777777777777776,6.0,4.947916666666666,3.3854166666666665
0,-0.0444444444444442,-0.9333333333333332,5.0,6.09375,3.90625
0,-0.0444444444444442,-0.8888888888888888,6.0,4.817708333333334,3.515625
0,-0.0444444444444442,-0.8444444444444443,6.0,4.6875,3.6458333333333335
0,-0.0444444444444442,-0.8,6.0,4.557291666666666,3.7760416666666665
0,-0.0444444444444442,-0.7555555555555555,6.0,4.557291666666666,3.7760416666666665
0,-0.0444444444444442,-0.711111111111111,5.0,5.46875,4.53125
0,-0.0444444444444442,-0.6666666666666665,6.0,4.296875,4.036458333333334
0,-0.0444444444444442,-0.6222222222222222,6.0,4.166666666666666,4.166666666666666
0,-0.0444444444444442,-0.5777777777777777,6.0,4.166666666666666,4.166666666666666
0,-0.0444444444444442,-0.5333333333333332,6.0,4.036458333333334,4.296875
0,-0.0444444444444442,-0.4888888888888889,6.0,3.90625,4.427083333333334
0,-0.0444444444444442,-0.4444444444444444,6.0,3.7760416666666665,4.557291666666666
0,-0.0444444444444442,-0.3999999999999999,6.0,3.7760416666666665,4.557291666666666
0,-0.0444444444444442,-0.3555555555555554,5.0,4.375,5.625
0,-0.0444444444444442,-0.3111111111111111,7.0,7.142857142857142,0.0
0,0.0,-1.4666666666666668,5.0,7.8125,2.1875
0,0.0,-1.422222222222222,5.0,7.656250000000001,2.34375
0,0.0,-1.3777777777777778,5.0,7.5,2.5
0,0.0,-1.3333333333333333,5.0,7.421875,2.578125
0,0.0,-1.2888888888888888,5.0,7.187499999999999,2.8125
0,0.0,-1.2444444444444445,5.0,7.109375,2.890625
0,0.0,-1.2,5.0,6.953125,3.046875
0,0.0,-1.1555555555555554,5.0,6.875000000000001,3.125
0,0.0,-1.1111111111111112,6.0,5.46875,2.864583333333333
0,0.0,-1.0666666666666669,5.0,6.71875,3.28125
0,0.0,-1.022222222222222,5.0,6.5625,3.4375000000000004
0,0.0,-0.9777777777777776,6.0,5.208333333333334,3.125
0,0.0,-0.9333333333333332,6.0,5.078125,3.2552083333333335
0,0.0,-0.8888888888888888,6.0,5.078125,3.2552083333333335
0,0.0,-0.8444444444444443,6.0,4.947916666666666,3.3854166666666665
0,0.0,-0.8,6.0,4.817708333333334,3.515625
0,0.0,-0.7555555555555555,5.0,5.859375,4.140625
0,0.0,-0.711111111111111,6.0,4.557291666666666,3.7760416666666665
0,0.0,-0.6666666666666665,6.0,4.557291666666666,3.7760416666666665
0,0.0,-0.6222222222222222,6.0,4.427083333333334,3.90625
0,0.0,-0.5777777777777777,6.0,4.427083333333334,3.90625
0,0.0,-0.5333333333333332,6.0,4.296875,4.036458333333334
0,0.0,-0.4888888888888889,6.0,4.166666666666666,4.166666666666666
0,0.0,-0.4444444444444444,6.0,4.036458333333334,4.296875
0,0.0,-0.3999999999999999,6.0,3.90625,4.427083333333334
0,0.0,-0.3555555555555554,6.0,3.7760416666666665,4.557291666666666
0,0.0,-0.3111111111111111,7.0,2.9575892857142856,4.185267857142857
0,0.0444444444444447,-1.3777777777777778,5.0,7.8125,2.1875
0,0.0444444444444447,-1.3333333333333333,5.0,7.656250000000001,2.34375
0,0.0444444444444447,-1.2888888888888888,5.0,7.5,2.5
0,0.0444444444444447,-1.2444444444444445,5.0,7.421875,2.578125
0,0.0444444444444447,-1.2,5.0,7.265625000000001,2.734375
0,0.0444444444444447,-1.1555555555555554,5.0,7.109375,2.890625
0,0.0444444444444447,-1.1111111111111112,5.0,7.03125,2.96875
0,0.0444444444444447,-1.0666666666666669,5.0,6.953125,3.046875
0,0.0444444444444447,-1.022222222222222,6.0,5.46875,2.864583333333333
0,0.0444444444444447,-0.9777777777777776,5.0,6.71875,3.28125
0,0.0444444444444447,-0.9333333333333332,6.0,5.208333333333334,3.125
0,0.0444444444444447,-0.8888888888888888,5.0,6.484375000000001,3.515625
0,0.0444444444444447,-0.8444444444444443,6.0,5.078125,3.2552083333333335
0,0.0444444444444447,-0.8,6.0,5.078125,3.2552083333333335
0,0.0444444444444447,-0.7555555555555555,6.0,4.817708333333334,3.515625
0,0.0444444444444447,-0.711111111111111,6.0,4.817708333333334,3.515625
0,0.0444444444444447,-0.6666666666666665,6.0,4.6875,3.6458333333333335
0,0.0444444444444447,-0.6222222222222222,6.0,4.557291666666666,3.7760416666666665
0,0.0444444444444447,-0.5777777777777777,6.0,4.427083333333334,3.90625
0,0.0444444444444447,-0.5333333333333332,5.0,5.546875,4.453125
0,0.0444444444444447,-0.4888888888888889,6.0,4.296875,4.036458333333334
0,0.0444444444444447,-0.4444444444444444,6.0,4.296875,4.036458333333334
0,0.0444444444444447,-0.3999999999999999,6.0,4.166666666666666,4.166666666666666
0,0.0444444444444447,-0.3555555555555554,6.0,4.036458333333334,4.296875
0,0.0444444444444447,-0.3111111111111111,5.0,4.84375,5.15625
0,0.0444444444444447,-0.2666666666666666,4.0,5.859375,6.640625
0,0.088888888888889,-1.2888888888888888,5.0,7.8125,2.1875
0,0.088888888888889,-1.2444444444444445,5.0,7.656250000000001,2.34375
0,0.088888888888889,-1.2,5.0,7.5,2.5
0,0.088888888888889,-1.1555555555555554,5.0,7.34375,2.65625
0,0.088888888888889,-1.1111111111111112,5.0,7.265625000000001,2.734375
0,0.088888888888889,-1.0666666666666669,5.0,7.187499999999999,2.8125
0,0.088888888888889,-1.022222222222222,5.0,7.109375,2.890625
0,0.088888888888889,-0.9777777777777776,6.0,5.598958333333334,2.734375
0,0.088888888888889,-0.9333333333333332,5.0,6.796874999999999,3.2031249999999996
0,0.088888888888889,-0.8888888888888888,5.0,6.71875,3.28125
0,0.088888888888889,-0.8444444444444443,5.0,6.640625,3.359375
0,0.088888888888889,-0.8,5.0,6.484375000000001,3.515625
0,0.088888888888889,-0.7555555555555555,5.0,6.484375000000001,3.515625
0,0.088888888888889,-0.711111111111111,5.0,6.328125,3.671875
0,0.088888888888889,-0.6666666666666665,6.0,4.817708333333334,3.515625
0,0.088888888888889,-0.6222222222222222,6.0,4.817708333333334,3.515625
0,0.088888888888889,-0.5777777777777777,6.0,4.6875,3.6458333333333335
0,0.088888888888889,-0.5333333333333332,6.0,4.557291666666666,3.7760416666666665
0,0.088888888888889,-0.4888888888888889,6.0,4.557291666666666,3.7760416666666665
0,0.088888888888889,-0.4444444444444444,6.0,4.427083333333334,3.90625
0,0.088888888888889,-0.3999999999999999,6.0,4.296875,4.036458333333334
0,0.088888888888889,-0.3555555555555554,6.0,4.296875,4.036458333333334
0,0.088888888888889,-0.3111111111111111,6.0,4.036458333333334,4.296875
0,0.088888888888889,-0.2666666666666666,7.0,3.2366071428571432,3.90625
0,0.088888888888889,-0.2222222222222221,7.0,4.408482142857143,2.734375
0,0.1333333333333333,-1.2444444444444445,4.0,10.15625,2.34375
0,0.1333333333333333,-1.2,4.0,10.15625,2.34375
0,0.1333333333333333,-1.1555555555555554,4.0,9.765625,2.734375
0,0.1333333333333333,-1.1111111111111112,5.0,7.578124999999999,2.421875
0,0.1333333333333333,-1.0666666666666669,5.0,7.421875,2.578125
0,0.1333333333333333,-1.022222222222222,6.0,5.859375,2.473958333333333
0,0.1333333333333333,-0.9777777777777776,5.0,7.187499999999999,2.8125
0,0.1333333333333333,-0.9333333333333332,5.0,7.109375,2.890625
0,0.1333333333333333,-0.8888888888888888,5.0,7.03125,2.96875
0,0.1333333333333333,-0.8444444444444443,5.0,6.875000000000001,3.125
0,0.1333333333333333,-0.8,5.0,6.71875,3.28125
0,0.1333333333333333,-0.7555555555555555,6.0,5.338541666666666,2.994791666666667
0,0.1333333333333333,-0.711111111111111,6.0,5.208333333333334,3.125
0,0.1333333333333333,-0.6666666666666665,5.0,6.484375000000001,3.515625
0,0.1333333333333333,-0.6222222222222222,5.0,6.406249999999999,3.5937499999999996
0,0.1333333333333333,-0.5777777777777777,6.0,4.817708333333334,3.515625
0,0.1333333333333333,-0.5333333333333332,6.0,4.817708333333334,3.515625
0,0.1333333333333333,-0.4888888888888889,6.0,4.6875,3.6458333333333335
0,0.1333333333333333,-0.4444444444444444,6.0,4.6875,3.6458333333333335
0,0.1333333333333333,-0.3999999999999999,6.0,4.427083333333334,3.90625
0,0.1333333333333333,-0.3555555555555554,6.0,4.427083333333334,3.90625
0,0.1333333333333333,-0.3111111111111111,6.0,4.296875,4.036458333333334
0,0.1333333333333333,-0.2666666666666666,7.0,3.3482142857142856,3.7946428571428568
0,0.1333333333333333,-0.2222222222222221,7.0,3.2924107142857144,3.850446428571429
0,0.177777777777778,-1.1555555555555554,4.0,10.15625,2.34375
0,0.177777777777778,-1.1111111111111112,5.0,7.8125,2.1875
0,0.177777777777778,-1.0666666666666669,5.0,7.656250000000001,2.34375
0,0.177777777777778,-1.022222222222222,5.0,7.578124999999999,2.421875
0,0.177777777777778,-0.9777777777777776,6.0,5.989583333333334,2.34375
0,0.177777777777778,-0.9333333333333332,5.0,7.265625000000001,2.734375
0,0.177777777777778,-0.8888888888888888,5.0,7.187499999999999,2.8125
0,0.177777777777778,-0.8444444444444443,5.0,7.109375,2.890625
0,0.177777777777778,-0.8,5.0,7.03125,2.96875
0,0.177777777777778,-0.7555555555555555,5.0,6.953125,3.046875
0,0.177777777777778,-0.711111111111111,5.0,6.796874999999999,3.2031249999999996
0,0.177777777777778,-0.6666666666666665,6.0,5.208333333333334,3.125
0,0.177777777777778,-0.6222222222222222,6.0,5.208333333333334,3.125
0,0.177777777777778,-0.5777777777777777,6.0,5.078125,3.2552083333333335
0,0.177777777777778,-0.5333333333333332,6.0,4.947916666666666,3.3854166666666665
0,0.177777777777778,-0.4888888888888889,6.0,4.947916666666666,3.3854166666666665
0,0.177777777777778,-0.4444444444444444,6.0,4.817708333333334,3.515625
0,0.177777777777778,-0.3999999999999999,6.0,4.6875,3.6458333333333335
0,0.177777777777778,-0.3555555555555554,6.0,4.557291666666666,3.7760416666666665
0,0.177777777777778,-0.3111111111111111,6.0,4.427083333333334,3.90625
0,0.177777777777778,-0.2666666666666666,7.0,3.571428571428571,3.571428571428571
0,0.177777777777778,-0.2222222222222221,7.0,3.4040178571428568,3.7388392857142856
0,0.177777777777778,-0.1777777777777778,7.0,3.2924107142857144,3.850446428571429
0,0.2222222222222223,-1.0666666666666669,5.0,7.968749999999999,2.03125
0,0.2222222222222223,-1.022222222222222,4.0,10.15625,2.34375
0,0.2222222222222223,-0.9777777777777776,4.0,10.15625,2.34375
0,0.2222222222222223,-0.9333333333333332,5.0,7.5,2.5
0,0.2222222222222223,-0.8888888888888888,5.0,7.421875,2.578125
0,0.2222222222222223,-0.8444444444444443,6.0,5.859375,2.473958333333333
0,0.2222222222222223,-0.8,5.0,7.265625000000001,2.734375
0,0.2222222222222223,-0.7555555555555555,6.0,5.598958333333334,2.734375
0,0.2222222222222223,-0.711111111111111,6.0,5.598958333333334,2.734375
0,0.2222222222222223,-0.6666666666666665,5.0,6.953125,3.046875
0,0.2222222222222223,-0.6222222222222222,5.0,6.796874999999999,3.2031249999999996
0,0.2222222222222223,-0.5777777777777777,6.0,5.338541666666666,2.994791666666667
0,0.2222222222222223,-0.5333333333333332,5.0,6.5625,3.4375000000000004
0,0.2222222222222223,-0.4888888888888889,6.0,5.078125,3.2552083333333335
0,0.2222222222222223,-0.4444444444444444,6.0,5.078125,3.2552083333333335
0,0.2222222222222223,-0.3999999999999999,6.0,4.947916666666666,3.3854166666666665
0,0.2222222222222223,-0.3555555555555554,6.0,4.817708333333334,3.515625
0,0.2222222222222223,-0.3111111111111111,6.0,4.817708333333334,3.515625
0,0.2222222222222223,-0.2666666666666666,6.0,4.557291666666666,3.7760416666666665
0,0.2222222222222223,-0.2222222222222221,6.0,4.557291666666666,3.7760416666666665
0,0.2222222222222223,-0.1777777777777778,7.0,3.571428571428571,3.571428571428571
0,0.2666666666666666,-0.9777777777777776,4.0,10.15625,2.34375
0,0.2666666666666666,-0.9333333333333332,4.0,10.15625,2.34375
0,0.2666666666666666,-0.8888888888888888,5.0,7.656250000000001,2.34375
0,0.2666666666666666,-0.8444444444444443,5.0,7.5,2.5
0,0.2666666666666666,-0.8,5.0,7.421875,2.578125
0,0.2666666666666666,-0.7555555555555555,5.0,7.34375,2.65625
0,0.2666666666666666,-0.711111111111111,5.0,7.265625000000001,2.734375
0,0.2666666666666666,-0.6666666666666665,5.0,7.109375,2.890625
0,0.2666666666666666,-0.6222222222222222,5.0,7.03125,2.96875
0,0.2666666666666666,-0.5777777777777777,5.0,6.953125,3.046875
0,0.2666666666666666,-0.5333333333333332,6.0,5.338541666666666,2.994791666666667
0,0.2666666666666666,-0.4888888888888889,5.0,6.71875,3.28125
0,0.2666666666666666,-0.4444444444444444,6.0,5.208333333333334,3.125
0,0.2666666666666666,-0.3999999999999999,6.0,5.078125,3.2552083333333335
0,0.2666666666666666,-0.3555555555555554,6.0,4.947916666666666,3.3854166666666665
0,0.2666666666666666,-0.3111111111111111,6.0,4.817708333333334,3.515625
0,0.2666666666666666,-0.2666666666666666,6.0,4.817708333333334,3.515625
0,0.2666666666666666,-0.2222222222222221,6.0,4.6875,3.6458333333333335
0,0.2666666666666666,-0.1777777777777778,6.0,4.557291666666666,3.7760416666666665
0,0.2666666666666666,-0.1333333333333333,7.0,3.571428571428571,3.571428571428571
0,0.3111111111111113,-0.8888888888888888,5.0,7.890625,2.109375
0,0.3111111111111113,-0.8444444444444443,5.0,7.734375,2.265625
0,0.3111111111111113,-0.8,5.0,7.656250000000001,2.34375
0,0.3111111111111113,-0.7555555555555555,6.0,5.989583333333334,2.34375
0,0.3111111111111113,-0.711111111111111,6.0,5.859375,2.473958333333333
0,0.3111111111111113,-0.6666666666666665,5.0,7.34375,2.65625
0,0.3111111111111113,-0.6222222222222222,5.0,7.265625000000001,2.734375
0,0.3111111111111113,-0.5777777777777777,6.0,5.598958333333334,2.734375
0,0.3111111111111113,-0.5333333333333332,5.0,7.03125,2.96875
0,0.3111111111111113,-0.4888888888888889,6.0,5.46875,2.864583333333333
0,0.3111111111111113,-0.4444444444444444,6.0,5.338541666666666,2.994791666666667
0,0.3111111111111113,-0.3999999999999999,6.0,5.338541666666666,2.994791666666667
0,0.3111111111111113,-0.3555555555555554,6.0,5.208333333333334,3.125
0,0.3111111111111113,-0.3111111111111111,6.0,5.078125,3.2552083333333335
0,0.3111111111111113,-0.2666666666666666,6.0,4.947916666666666,3.3854166666666665
0,0.3111111111111113,-0.2222222222222221,6.0,4.817708333333334,3.515625
0,0.3111111111111113,-0.1777777777777778,6.0,4.817708333333334,3.515625
0,0.3111111111111113,-0.1333333333333333,7.0,3.6830357142857144,3.459821428571429
0,0.3111111111111113,-0.0888888888888888,7.0,3.6272321428571432,3.515625
0,0.3555555555555556,-0.8444444444444443,4.0,10.546875,1.953125
0,0.3555555555555556,-0.8,5.0,7.890625,2.109375
0,0.3555555555555556,-0.7555555555555555,5.0,7.734375,2.265625
0,0.3555555555555556,-0.711111111111111,5.0,7.656250000000001,2.34375
0,0.3555555555555556,-0.6666666666666665,6.0,5.989583333333334,2.34375
0,0.3555555555555556,-0.6222222222222222,5.0,7.421875,2.578125
0,0.3555555555555556,-0.5777777777777777,6.0,5.859375,2.473958333333333
0,0.3555555555555556,-0.5333333333333332,5.0,7.265625000000001,2.734375
0,0.3555555555555556,-0.4888888888888889,6.0,5.598958333333334,2.734375
0,0.3555555555555556,-0.4444444444444444,5.0,7.03125,2.96875
0,0.3555555555555556,-0.3999999999999999,5.0,6.875000000000001,3.125
0,0.3555555555555556,-0.3555555555555554,6.0,5.338541666666666,2.994791666666667
0,0.3555555555555556,-0.3111111111111111,6.0,5.208333333333334,3.125
0,0.3555555555555556,-0.2666666666666666,6.0,5.208333333333334,3.125
0,0.3555555555555556,-0.2222222222222221,6.0,5.078125,3.2552083333333335
0,0.3555555555555556,-0.1777777777777778,6.0,4.817708333333334,3.515625
0,0.3555555555555556,-0.1333333333333333,7.0,3.850446428571429,3.2924107142857144
0,0.3555555555555556,-0.0888888888888888,7.0,3.7946428571428568,3.3482142857142856
0,0.3999999999999999,-0.8,0.0,inf,
0,0.3999999999999999,-0.7555555555555555,4.0,10.15625,2.34375
0,0.3999999999999999,-0.711111111111111,5.0,7.8125,2.1875
0,0.3999999999999999,-0.6666666666666665,5.0,7.656250000000001,2.34375
0,0.3999999999999999,-0.6222222222222222,5.0,7.656250000000001,2.34375
0,0.3999999999999999,-0.5777777777777777,6.0,5.989583333333334,2.34375
0,0.3999999999999999,-0.5333333333333332,5.0,7.421875,2.578125
0,0.3999999999999999,-0.4888888888888889,6.0,5.859375,2.473958333333333
0,0.3999999999999999,-0.4444444444444444,5.0,7.187499999999999,2.8125
0,0.3999999999999999,-0.3999999999999999,6.0,5.598958333333334,2.734375
0,0.3999999999999999,-0.3555555555555554,6.0,5.46875,2.864583333333333
0,0.3999999999999999,-0.3111111111111111,6.0,5.338541666666666,2.994791666666667
0,0.3999999999999999,-0.2666666666666666,6.0,5.338541666666666,2.994791666666667
0,0.3999999999999999,-0.2222222222222221,6.0,5.208333333333334,3.125
0,0.3999999999999999,-0.1777777777777778,6.0,5.078125,3.2552083333333335
0,0.3999999999999999,-0.1333333333333333,6.0,5.078125,3.2552083333333335
0,0.3999999999999999,-0.0888888888888888,6.0,4.817708333333334,3.515625
0,0.3999999999999999,-0.0444444444444442,7.0,3.850446428571429,3.2924107142857144
0,0.4444444444444446,-0.6222222222222222,5.0,7.8125,2.1875
0,0.4444444444444446,-0.5777777777777777,5.0,7.656250000000001,2.34375
0,0.4444444444444446,-0.5333333333333332,5.0,7.578124999999999,2.421875
0,0.4444444444444446,-0.4888888888888889,5.0,7.5,2.5
0,0.4444444444444446,-0.4444444444444444,6.0,5.859375,2.473958333333333
0,0.4444444444444446,-0.3999999999999999,6.0,5.729166666666666,2.604166666666667
0,0.4444444444444446,-0.3555555555555554,6.0,5.598958333333334,2.734375
0,0.4444444444444446,-0.3111111111111111,6.0,5.598958333333334,2.734375
0,0.4444444444444446,-0.2666666666666666,6.0,5.46875,2.864583333333333
0,0.4444444444444446,-0.2222222222222221,6.0,5.338541666666666,2.994791666666667
0,0.4444444444444446,-0.1777777777777778,6.0,5.338541666666666,2.994791666666667
0,0.4444444444444446,-0.1333333333333333,6.0,5.208333333333334,3.125
0,0.4444444444444446,-0.0888888888888888,6.0,5.078125,3.2552083333333335
0,0.4444444444444446,-0.0444444444444442,7.0,3.962053571428571,3.180803571428571
0,0.4444444444444446,0.0,7.0,3.90625,3.2366071428571432
0,0.4888888888888889,-0.5777777777777777,4.0,10.3515625,2.1484375
0,0.4888888888888889,-0.5333333333333332,5.0,7.8125,2.1875
0,0.4888888888888889,-0.4888888888888889,5.0,7.656250000000001,2.34375
0,0.4888888888888889,-0.4444444444444444,6.0,5.989583333333334,2.34375
0,0.4888888888888889,-0.3999999999999999,5.0,7.421875,2.578125
0,0.4888888888888889,-0.3555555555555554,6.0,5.859375,2.473958333333333
0,0.4888888888888889,-0.3111111111111111,6.0,5.729166666666666,2.604166666666667
0,0.4888888888888889,-0.2666666666666666,6.0,5.598958333333334,2.734375
0,0.4888888888888889,-0.2222222222222221,6.0,5.598958333333334,2.734375
0,0.4888888888888889,-0.1777777777777778,6.0,5.46875,2.864583333333333
0,0.4888888888888889,-0.1333333333333333,6.0,5.338541666666666,2.994791666666667
0,0.4888888888888889,-0.0888888888888888,6.0,5.338541666666666,2.994791666666667
0,0.4888888888888889,-0.0444444444444442,7.0,4.129464285714286,3.013392857142857
0,0.4888888888888889,0.0,7.0,4.073660714285714,3.0691964285714284
0,0.5333333333333332,-0.4888888888888889,4.0,10.25390625,2.24609375
0,0.5333333333333332,-0.4444444444444444,5.0,7.656250000000001,2.34375
0,0.5333333333333332,-0.3999999999999999,6.0,6.119791666666666,2.213541666666667
0,0.5333333333333332,-0.3555555555555554,5.0,7.578124999999999,2.421875
0,0.5333333333333332,-0.3111111111111111,5.0,7.421875,2.578125
0,0.5333333333333332,-0.2666666666666666,6.0,5.729166666666666,2.604166666666667
0,0.5333333333333332,-0.2222222222222221,6.0,5.598958333333334,2.734375
0,0.5333333333333332,-0.1777777777777778,6.0,5.598958333333334,2.734375
0,0.5333333333333332,-0.1333333333333333,6.0,5.598958333333334,2.734375
0,0.5333333333333332,-0.0888888888888888,6.0,5.46875,2.864583333333333
0,0.5333333333333332,-0.0444444444444442,6.0,5.338541666666666,2.994791666666667
0,0.5333333333333332,0.0,7.0,4.129464285714286,3.013392857142857
0,0.5333333333333332,0.0444444444444447,7.0,4.073660714285714,3.0691964285714284
0,0.577777777777778,-0.3999999999999999,5.0,7.8125,2.1875
0,0.577777777777778,-0.3555555555555554,5.0,7.734375,2.265625
0,0.577777777777778,-0.3111111111111111,5.0,7.578124999999999,2.421875
0,0.577777777777778,-0.2666666666666666,6.0,5.989583333333334,2.34375
0,0.577777777777778,-0.2222222222222221,5.0,7.265625000000001,2.734375
0,0.577777777777778,-0.1777777777777778,6.0,5.729166666666666,2.604166666666667
0,0.577777777777778,-0.1333333333333333,6.0,5.598958333333334,2.734375
0,0.577777777777778,-0.0888888888888888,6.0,5.598958333333334,2.734375
0,0.577777777777778,-0.0444444444444442,6.0,5.46875,2.864583333333333
0,0.577777777777778,0.0,6.0,5.46875,2.864583333333333
0,0.577777777777778,0.0444444444444447,7.0,4.185267857142857,2.9575892857142856
0,0.577777777777778,0.088888888888889,7.0,4.129464285714286,3.013392857142857
0,0.577777777777778,0.5333333333333332,2.0,22.0703125,2.9296875
0,0.577777777777778,0.577777777777778,2.0,2.9296875,22.0703125
0,0.577777777777778,0.6222222222222222,0.0,inf,inf
0,0.577777777777778,0.666666666666667,1.0,50.0,0.0
0,0.6222222222222222,-0.3111111111111111,5.0,7.656250000000001,2.34375
0,0.6222222222222222,-0.2666666666666666,5.0,7.656250000000001,2.34375
0,0.6222222222222222,-0.2222222222222221,5.0,7.656250000000001,2.34375
0,0.6222222222222222,-0.1777777777777778,6.0,5.859375,2.473958333333333
0,0.6222222222222222,-0.1333333333333333,6.0,5.859375,2.473958333333333
0,0.6222222222222222,-0.0888888888888888,6.0,5.598958333333334,2.734375
0,0.6222222222222222,-0.0444444444444442,6.0,5.598958333333334,2.734375
0,0.6222222222222222,0.0,6.0,5.598958333333334,2.734375
0,0.6222222222222222,0.0444444444444447,7.0,4.352678571428571,2.7901785714285716
