,I_e,I_i,dom_frequ,down_duration,up_duration
0,-0.1666666666666666,-1.0,108.642578125,0.04297302292134832,0.030662932134831462
0,-0.1333333333333333,-0.9666666666666668,112.3046875,0.04004908521739131,0.03118569739130435
0,-0.1333333333333333,-1.0,112.3046875,0.03930468173913044,0.03193010086956522
0,-0.0999999999999999,-0.9333333333333332,115.966796875,0.03739777347368421,0.03158748968421053
0,-0.0999999999999999,-0.9666666666666668,114.74609375,0.037029582978723406,0.03268956595744681
0,-0.0999999999999999,-1.0,114.74609375,0.03642912680851064,0.03329002212765958
0,-0.0666666666666666,-0.9,118.408203125,0.03533285608247423,0.032230030515463914
0,-0.0666666666666666,-0.9333333333333332,117.1875,0.034952533333333334,0.03331413333333333
0,-0.0666666666666666,-0.9666666666666668,117.1875,0.03429290666666667,0.03397376
0,-0.0666666666666666,-1.0,115.966796875,0.034138219789473685,0.03484704336842106
0,-0.0333333333333333,-0.8666666666666667,120.849609375,0.03340432808080808,0.03279365171717172
0,-0.0333333333333333,-0.9,119.62890625,0.03297112816326531,0.0339023412244898
0,-0.0333333333333333,-0.9333333333333332,118.408203125,0.03265398762886598,0.034908898969072163
0,-0.0333333333333333,-0.9666666666666668,118.408203125,0.032116862680412375,0.03544602391752578
0,-0.0333333333333333,-1.0,118.408203125,0.03162027546391753,0.03594261113402063
0,0.0,-0.8333333333333334,122.0703125,0.0319299584,0.0336060416
0,0.0,-0.8666666666666667,120.849609375,0.03142583595959596,0.03477214383838384
0,0.0,-0.9,119.62890625,0.03110201469387755,0.035771454693877554
0,0.0,-0.9333333333333332,119.62890625,0.030530246530612246,0.036343222857142865
0,0.0,-0.9666666666666668,119.62890625,0.030036218775510205,0.036837250612244896
0,0.0,-1.0,119.62890625,0.0295873306122449,0.0372861387755102
0,0.0333333333333333,-0.8333333333333334,122.0703125,0.029999104000000002,0.035536896000000005
0,0.0333333333333333,-0.8666666666666667,120.849609375,0.02961118383838384,0.036586795959595964
0,0.0333333333333333,-0.9,120.849609375,0.029053465858585863,0.03714451393939394
0,0.0333333333333333,-0.9333333333333332,119.62890625,0.02883500408163266,0.03803846530612245
0,0.0333333333333333,-0.9666666666666668,119.62890625,0.028385280000000002,0.038488189387755105
0,0.0333333333333333,-1.0,119.62890625,0.027951438367346943,0.038922031020408164
0,0.0666666666666666,-0.8,122.0703125,0.028903014400000003,0.03663298560000001
0,0.0666666666666666,-0.8333333333333334,120.849609375,0.02851395232323233,0.03768402747474747
0,0.0666666666666666,-0.8666666666666667,120.849609375,0.027902448484848488,0.03829553131313131
0,0.0666666666666666,-0.9,120.849609375,0.027384449292929294,0.03881353050505051
0,0.0666666666666666,-0.9333333333333332,120.849609375,0.02691444363636364,0.039283536161616166
0,0.0666666666666666,-0.9666666666666668,120.849609375,0.026485811717171723,0.03971216808080808
0,0.0666666666666666,-1.0,120.849609375,0.02611096565656566,0.04008701414141415
0,0.0999999999999999,-0.7666666666666666,122.0703125,0.027819212800000003,0.0377167872
0,0.0999999999999999,-0.8,120.849609375,0.027393551515151517,0.038804428282828284
0,0.0999999999999999,-0.8333333333333334,120.849609375,0.026788667474747473,0.03940931232323233
0,0.0999999999999999,-0.8666666666666667,120.849609375,0.02627232323232323,0.03992565656565657
0,0.0999999999999999,-0.9,120.849609375,0.025800662626262627,0.04039731717171718
0,0.0999999999999999,-0.9333333333333332,120.849609375,0.025341414141414144,0.04085656565656567
0,0.0999999999999999,-0.9666666666666668,120.849609375,0.024930159191919193,0.04126782060606061
0,0.0999999999999999,-1.0,120.849609375,0.02456027797979798,0.04163770181818183
0,0.1333333333333333,-0.7333333333333333,122.0703125,0.02680832,0.03872768
0,0.1333333333333333,-0.7666666666666666,120.849609375,0.02630873212121212,0.03988924767676768
0,0.1333333333333333,-0.8,120.849609375,0.02569226343434344,0.04050571636363637
0,0.1333333333333333,-0.8333333333333334,119.62890625,0.025416097959183676,0.041457371428571435
0,0.1333333333333333,-0.8666666666666667,119.62890625,0.025014857142857144,0.041858612244897966
0,0.1333333333333333,-0.9,119.62890625,0.024482377142857146,0.04239109224489796
0,0.1333333333333333,-0.9333333333333332,119.62890625,0.024071941224489798,0.04280152816326531
0,0.1333333333333333,-0.9666666666666668,119.62890625,0.023674880000000002,0.04319858938775511
0,0.1333333333333333,-1.0,119.62890625,0.02331710693877551,0.0435563624489796
0,0.1666666666666666,-0.7,120.849609375,0.026029045656565657,0.04016893414141415
0,0.1666666666666666,-0.7333333333333333,119.62890625,0.025518915918367347,0.04135455346938775
0,0.1666666666666666,-0.7666666666666666,119.62890625,0.024867735510204086,0.04200573387755102
0,0.1666666666666666,-0.8,119.62890625,0.02432355265306123,0.04254991673469388
0,0.1666666666666666,-0.8333333333333334,119.62890625,0.02382283755102041,0.043050631836734694
0,0.1666666666666666,-0.8666666666666667,119.62890625,0.023386488163265308,0.043486981224489796
0,0.1666666666666666,-0.9,119.62890625,0.02297354448979592,0.04389992489795918
0,0.1666666666666666,-0.9333333333333332,119.62890625,0.022573139591836735,0.04430032979591837
0,0.1666666666666666,-0.9666666666666668,119.62890625,0.022201991836734696,0.04467147755102042
0,0.1666666666666666,-1.0,119.62890625,0.0218191412244898,0.04505432816326531
0,0.1999999999999999,-0.7,118.408203125,0.024728016494845365,0.04283487010309278
0,0.1999999999999999,-0.7333333333333333,118.408203125,0.024069278350515463,0.04349360824742268
0,0.1999999999999999,-0.7666666666666666,118.408203125,0.023495838350515465,0.044067048247422684
0,0.1999999999999999,-0.8,118.408203125,0.022999251134020623,0.04456363546391753
0,0.1999999999999999,-0.8333333333333334,118.408203125,0.022543201649484538,0.04501968494845361
0,0.1999999999999999,-0.8666666666666667,118.408203125,0.02209982020618557,0.045463066391752585
0,0.1999999999999999,-0.9,118.408203125,0.02169866556701031,0.04586422103092784
0,0.1999999999999999,-0.9333333333333332,118.408203125,0.021304267216494848,0.0462586193814433
0,0.1999999999999999,-0.9666666666666668,118.408203125,0.020939427628865984,0.04662345896907217
0,0.1999999999999999,-1.0,118.408203125,0.020574588041237116,0.04698829855670104
0,0.2333333333333332,-0.6666666666666666,115.966796875,0.024130182736842105,0.044855080421052636
0,0.2333333333333332,-0.7,115.966796875,0.023498967578947372,0.04548629557894737
0,0.2333333333333332,-0.7333333333333333,115.966796875,0.022913455157894738,0.046071808000000006
0,0.2333333333333332,-0.7666666666666666,115.966796875,0.022393478736842106,0.046591784421052634
