,#time_steps,#nodes
0.01,11662.0,18.0
0.042666666666666665,3418.0,21.0
0.07533333333333332,2486.0,21.0
0.10799999999999998,1983.0,21.0
0.14066666666666666,1706.0,21.0
0.17333333333333334,1611.0,25.0
0.206,1410.0,21.0
0.23866666666666664,1327.0,25.0
0.2713333333333333,1208.0,21.0
0.304,1126.0,21.0
0.33666666666666667,1052.0,18.0
0.3693333333333333,1005.0,18.0
0.40199999999999997,978.0,18.0
0.43466666666666665,921.0,18.0
0.46733333333333327,900.0,18.0
0.5,869.0,18.0
