,#time_steps,#nodes
0.0,11785.0,1.0
0.025,20.0,0.0
0.05,24.0,0.0
0.07500000000000001,49.0,0.0
0.1,59.0,0.0
0.125,21.0,0.0
0.15000000000000002,28.0,0.0
0.17500000000000002,44.0,0.0
0.2,37.0,0.0
0.225,45.0,0.0
0.25,22.0,0.0
0.275,47.0,0.0
0.30000000000000004,5.0,0.0
0.325,1087.0,21.0
0.35000000000000003,1028.0,21.0
0.375,988.0,21.0
0.4,980.0,21.0
0.42500000000000004,940.0,21.0
0.45,909.0,21.0
0.47500000000000003,895.0,21.0
0.5,865.0,21.0
