,#time_steps,#nodes
0.0,39999.0,3.0
0.025,4975.0,21.0
0.05,3141.0,21.0
0.07500000000000001,2493.0,21.0
0.1,2081.0,21.0
0.125,1922.0,25.0
0.15000000000000002,1651.0,21.0
0.17500000000000002,1583.0,25.0
0.2,1445.0,25.0
0.225,1365.0,25.0
0.25,1275.0,25.0
0.275,1220.0,25.0
0.30000000000000004,1138.0,24.0
0.325,1104.0,24.0
0.35000000000000003,1046.0,25.0
0.375,1013.0,25.0
0.4,974.0,25.0
0.42500000000000004,950.0,25.0
0.45,912.0,25.0
0.47500000000000003,891.0,25.0
0.5,870.0,25.0
