,#time_steps,#nodes
10.0,417.0,25.0
300.0,1570.0,31.0
600.0,2211.0,25.0
900.0,2593.0,21.0
1200.0,3121.0,21.0
1500.0,3333.0,21.0
1800.0,3624.0,21.0
2100.0,4004.0,21.0
2400.0,4475.0,21.0
2700.0,4498.0,21.0
3000.0,4973.0,21.0
3300.0,5027.0,21.0
3600.0,5024.0,18.0
3900.0,5409.0,21.0
4200.0,5509.0,21.0
4500.0,5486.0,21.0
4800.0,6188.0,21.0
5100.0,6224.0,21.0
5400.0,7005.0,21.0
5700.0,6358.0,21.0
6000.0,6963.0,21.0
