,#time_steps,#nodes
0.0,39999.0,2.0
0.025,4771.0,18.0
0.05,3119.0,21.0
0.07500000000000001,2482.0,21.0
0.1,2059.0,21.0
0.125,1813.0,21.0
0.15000000000000002,1643.0,21.0
0.17500000000000002,1527.0,21.0
0.2,1427.0,21.0
0.225,1322.0,21.0
0.25,1251.0,21.0
0.275,1172.0,18.0
0.30000000000000004,1113.0,18.0
0.325,1087.0,18.0
0.35000000000000003,1035.0,18.0
0.375,999.0,18.0
0.4,978.0,18.0
0.42500000000000004,940.0,18.0
0.45,909.0,18.0
0.47500000000000003,887.0,18.0
0.5,870.0,18.0
