,#time_steps,#nodes
100.0,873.0,25.0
493.3333333333333,1954.0,21.0
886.6666666666666,2575.0,21.0
1280.0,3108.0,21.0
1673.3333333333333,3518.0,21.0
2066.6666666666665,3964.0,21.0
2460.0,4476.0,21.0
2853.333333333333,4664.0,21.0
3246.6666666666665,4973.0,21.0
3640.0,5060.0,21.0
4033.333333333333,5514.0,21.0
4426.666666666666,5609.0,21.0
4820.0,5908.0,21.0
5213.333333333333,6336.0,21.0
5606.666666666666,6376.0,18.0
6000.0,6956.0,21.0
