,#time_steps,#nodes
0.01,12553.0,21.0
0.042666666666666665,3423.0,21.0
0.07533333333333332,2502.0,21.0
0.10799999999999998,1971.0,21.0
0.14066666666666666,1782.0,25.0
0.17333333333333334,1604.0,25.0
0.206,1416.0,21.0
0.23866666666666664,1305.0,25.0
0.2713333333333333,1213.0,25.0
0.304,1135.0,25.0
0.33666666666666667,1087.0,32.0
0.3693333333333333,1015.0,25.0
0.40199999999999997,980.0,25.0
0.43466666666666665,926.0,25.0
0.46733333333333327,898.0,25.0
0.5,864.0,25.0
