,b,tau_a,temp_dom_frequ,space_dom_frequ,down_duration,up_duration,down_space,up_space
0,0.0,1.0,0.025,6.0,80.0,0.0,0.07291666666666667,0.09375
0,0.025,1.0,72.525,0.0,0.006222819717338849,0.02135387797311272,0.0,0.0
0,0.05,1.0,81.125,0.0,0.006253528505392913,0.018399784283513097,0.0,0.0
0,0.07500000000000001,1.0,88.30000000000001,0.0,0.006281936579841449,0.016368120045300114,0.0,0.0
0,0.1,1.0,94.575,0.0,0.006310573618821042,0.014836664023261961,0.0,0.0
0,0.125,1.0,100.25,0.0,0.006336109725685786,0.013614014962593516,0.0,0.0
0,0.15000000000000002,1.0,105.47500000000001,0.0,0.006361910405309316,0.012599928893102632,0.0,0.0
0,0.17500000000000002,1.0,110.35000000000001,0.0,0.006385795197100137,0.011738355233348438,0.0,0.0
0,0.2,1.0,114.97500000000001,0.0,0.006408871493803002,0.010986214394433574,0.0,0.0
0,0.225,1.0,119.4,0.0,0.006429145728643217,0.010321273031825798,0.0,0.0
0,0.25,1.0,123.625,0.0,0.0064495045500505555,0.009728452982810921,0.0,0.0
0,0.275,1.0,127.72500000000001,0.0,0.006467684478371502,0.009190957134468585,0.0,0.0
0,0.30000000000000004,1.0,131.675,0.0,0.0064857224226314795,0.008703189671539777,0.0,0.0
0,0.325,1.0,135.5,0.0,0.006502988929889299,0.008257158671586716,0.0,0.0
0,0.35000000000000003,1.0,139.20000000000002,0.0,0.006519145114942528,0.007848670977011493,0.0,0.0
0,0.375,1.0,142.82500000000002,0.0,0.00653294241204271,0.007470208296866794,0.0,0.0
0,0.4,1.0,146.32500000000002,0.0,0.006547240731248931,0.007120963608405944,0.0,0.0
0,0.42500000000000004,1.0,149.70000000000002,0.0,0.006561356045424181,0.006798697394789578,0.0,0.0
0,0.45,1.0,153.0,0.0,0.006573153594771242,0.006498741830065361,0.0,0.0
0,0.47500000000000003,1.0,156.175,0.0,0.006584904754282056,0.006221242196254202,0.0,0.0
0,0.5,1.0,159.22500000000002,0.0,0.006596577170670435,0.005964264405715182,0.0,0.0
0,0.0,300.0,0.025,6.0,80.0,0.0,0.0703125,0.09635416666666667
0,0.025,300.0,70.10000000000001,0.0,0.006345435092724678,0.022185235378031378,0.0,0.0
0,0.05,300.0,76.525,0.0,0.006494968964390722,0.019640280953936624,0.0,0.0
0,0.07500000000000001,300.0,81.575,0.0,0.006642047195832056,0.017875268158136684,0.0,0.0
0,0.1,300.0,85.775,0.0,0.006783998834159139,0.016532818420285634,0.0,0.0
0,0.125,300.0,89.325,0.0,0.006926336411978731,0.015463811922753989,0.0,0.0
0,0.15000000000000002,300.0,92.42500000000001,0.0,0.007064619962131457,0.014574546929943196,0.0,0.0
0,0.17500000000000002,300.0,95.15,0.0,0.0072024435102469786,0.013816999474513928,0.0,0.0
0,0.2,300.0,97.60000000000001,0.0,0.007338370901639344,0.01315343237704918,0.0,0.0
0,0.225,300.0,99.85000000000001,0.0,0.007471231847771657,0.012558813219829745,0.0,0.0
0,0.25,300.0,101.92500000000001,0.0,0.0076029188128525875,0.012019352465047829,0.0,0.0
0,0.275,300.0,103.9,0.0,0.007731111645813283,0.011518166506256016,0.0,0.0
0,0.30000000000000004,300.0,105.775,0.0,0.007858189553297094,0.011049870007090524,0.0,0.0
0,0.325,300.0,3.8000000000000003,6.0,0.2737717105263158,0.2525440789473684,0.08854166666666666,0.078125
0,0.35000000000000003,300.0,3.9250000000000003,6.0,0.26813885350318467,0.24141528662420386,0.0859375,0.08072916666666667
0,0.375,300.0,4.075,6.0,0.26091840490797547,0.2298791411042945,0.08854166666666666,0.078125
0,0.4,300.0,4.2,6.0,0.25573630952380955,0.22045416666666665,0.08854166666666666,0.078125
0,0.42500000000000004,300.0,4.325,6.0,0.2507023121387283,0.21172543352601156,0.09114583333333333,0.07552083333333333
0,0.45,300.0,4.45,6.0,0.24584325842696633,0.20359494382022472,0.09114583333333333,0.07552083333333333
0,0.47500000000000003,300.0,4.575,6.0,0.24175245901639347,0.19540601092896176,0.09114583333333333,0.07552083333333333
0,0.5,300.0,4.675,6.0,0.23866898395721925,0.1891385026737968,0.09375,0.07291666666666667
0,0.0,600.0,0.025,6.0,0.0,80.0,0.07291666666666667,0.09375
0,0.025,600.0,70.10000000000001,0.0,0.00634539942938659,0.022185271041369473,0.0,0.0
0,0.05,600.0,76.5,0.0,0.006496895424836602,0.0196468954248366,0.0,0.0
0,0.07500000000000001,600.0,81.575,0.0,0.00664171008274594,0.017875605271222804,0.0,0.0
0,0.1,600.0,85.75,0.0,0.006785481049562683,0.016538134110787174,0.0,0.0
0,0.125,600.0,89.30000000000001,0.0,0.006927771556550951,0.015468645016797311,0.0,0.0
0,0.15000000000000002,600.0,92.4,0.0,0.0070656385281385285,0.014579383116883117,0.0,0.0
0,0.17500000000000002,600.0,95.125,0.0,0.007203968462549277,0.013820998685939556,0.0,0.0
0,0.2,600.0,97.575,0.0,0.007340558544709198,0.013156495003843199,0.0,0.0
0,0.225,600.0,99.825,0.0,0.007474229902329076,0.012560831455046332,0.0,0.0
0,0.25,600.0,101.9,0.0,0.007605667320902846,0.012021418056918549,0.0,0.0
0,0.275,600.0,103.875,0.0,0.007734969915764139,0.011518941034897714,0.0,0.0
0,0.30000000000000004,600.0,105.775,0.0,0.007860151264476483,0.011047908295911135,0.0,0.0
0,0.325,600.0,2.7750000000000004,5.0,0.36675135135135134,0.35396936936936935,0.1015625,0.0984375
0,0.35000000000000003,600.0,2.875,5.0,0.3597086956521739,0.3359434782608696,0.10312500000000001,0.096875
