,b,tau_a,temp_dom_frequ,space_dom_frequ,down_duration,up_duration,down_space,up_space
0,0.0,1.0,0.0,7.0,0.0,0.0,0.06696428571428571,0.07589285714285714
0,0.025,1.0,0.0,7.0,0.0,0.0,0.06780133928571429,0.07505580357142858
0,0.05,1.0,0.0,7.0,0.0,0.0,0.06891741071428571,0.07393973214285714
0,0.07500000000000001,1.0,0.0,7.0,0.0,0.0,0.0703125,0.07254464285714286
0,0.1,1.0,0.0,7.0,0.0,0.0,0.07142857142857142,0.07142857142857142
0,0.125,1.0,0.0,7.0,0.0,0.0,0.06417410714285714,0.07868303571428571
0,0.15000000000000002,1.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285
0,0.17500000000000002,1.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285
0,0.2,1.0,0.0,4.0,0.0,0.0,0.0,0.25
0,0.225,1.0,0.0,3.0,0.0,0.0,0.0,0.33333333333333337
0,0.25,1.0,0.0,5.0,0.0,0.0,0.0,0.2
0,0.275,1.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285
0,0.30000000000000004,1.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285
0,0.325,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666669
0,0.35000000000000003,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666669
0,0.375,1.0,0.0,4.0,0.0,0.0,0.0,0.25
0,0.4,1.0,0.0,7.0,0.0,0.0,0.0,0.14285714285714285
0,0.42500000000000004,1.0,0.0,8.0,0.0,0.0,0.0,0.125
0,0.45,1.0,0.0,6.0,0.0,0.0,0.0,0.16666666666666669
0,0.47500000000000003,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0.0,300.0,0.0,7.0,0.0,0.0,0.06696428571428571,0.07589285714285714
0,0.025,300.0,0.9333333333333333,7.0,1.0175035714285714,1.1253535714285716,0.06780133928571429,0.07505580357142858
0,0.05,300.0,1.35,6.0,0.660004938271605,0.8214765432098766,0.07421875,0.09244791666666667
0,0.07500000000000001,300.0,1.7,6.0,0.5318088235294118,0.6446617647058824,0.07552083333333333,0.09114583333333333
0,0.1,300.0,2.0,6.0,0.46057166666666666,0.5394283333333334,0.076171875,0.09049479166666666
0,0.125,300.0,2.25,6.0,0.4149651851851852,0.47392370370370374,0.078125,0.08854166666666666
0,0.15000000000000002,300.0,2.4833333333333334,6.0,0.3824255033557047,0.4229436241610738,0.07877604166666666,0.087890625
0,0.17500000000000002,300.0,2.683333333333333,6.0,0.3582546583850932,0.3870869565217392,0.080078125,0.08658854166666667
0,0.2,300.0,2.8833333333333333,6.0,0.3384942196531793,0.35514739884393065,0.08138020833333334,0.08528645833333333
0,0.225,300.0,3.0666666666666664,6.0,0.3226434782608696,0.32953043478260874,0.08268229166666667,0.083984375
0,0.25,300.0,3.25,6.0,0.308334358974359,0.3070502564102564,0.08333333333333334,0.08333333333333334
0,0.275,300.0,3.4,6.0,0.29847500000000005,0.2897602941176471,0.08463541666666667,0.08203125
0,0.30000000000000004,300.0,3.65,7.0,0.29780776255707764,0.25013744292237444,0.07756696428571429,0.06529017857142858
0,0.325,300.0,3.8,7.0,0.2889434210526316,0.23737236842105264,0.07840401785714285,0.064453125
0,0.35000000000000003,300.0,3.933333333333333,7.0,0.2819614406779661,0.22651313559322034,0.07896205357142858,0.06389508928571429
0,0.375,300.0,4.083333333333333,7.0,0.274546530612245,0.21524938775510205,0.07979910714285715,0.06305803571428571
0,0.4,300.0,4.216666666666667,7.0,0.26840474308300394,0.20590355731225296,0.08091517857142858,0.06194196428571428
0,0.42500000000000004,300.0,4.35,7.0,0.2628570881226054,0.1969130268199234,0.08175223214285715,0.06110491071428571
0,0.45,300.0,4.466666666666667,7.0,0.25845746268656716,0.1893037313432836,0.08231026785714286,0.060546875
0,0.47500000000000003,300.0,4.583333333333333,7.0,0.2543178181818182,0.1820458181818182,0.08314732142857142,0.05970982142857143
0,0.5,300.0,4.716666666666667,7.0,0.24953710247349825,0.1744911660777385,0.083984375,0.058872767857142856
0,0.0,600.0,0.0,7.0,0.0,0.0,0.06696428571428571,0.07589285714285714
0,0.025,600.0,0.7,7.0,1.3544809523809525,1.502661904761905,0.06780133928571429,0.07505580357142858
0,0.05,600.0,0.9833333333333333,6.0,0.9057440677966102,1.1281542372881357,0.07421875,0.09244791666666667
0,0.07500000000000001,600.0,1.2333333333333334,6.0,0.7357283783783785,0.8858932432432433,0.07486979166666667,0.091796875
0,0.1,600.0,1.4333333333333333,6.0,0.6421662790697675,0.753182558139535,0.07682291666666666,0.08984375
0,0.125,600.0,1.6166666666666667,6.0,0.577740206185567,0.6593731958762887,0.07747395833333333,0.08919270833333333
0,0.15000000000000002,600.0,1.7666666666666666,6.0,0.5361801886792453,0.595895283018868,0.07877604166666666,0.087890625
0,0.17500000000000002,600.0,1.9166666666666667,6.0,0.5018782608695652,0.5416000000000001,0.080078125,0.08658854166666667
0,0.2,600.0,2.05,6.0,0.47534065040650414,0.500269105691057,0.08138020833333334,0.08528645833333333
0,0.225,600.0,2.183333333333333,6.0,0.4529312977099237,0.4630992366412214,0.08268229166666667,0.083984375
0,0.25,600.0,2.3,6.0,0.43590797101449286,0.43365724637681163,0.08333333333333334,0.08333333333333334
0,0.275,600.0,2.4166666666666665,6.0,0.41954758620689653,0.4080386206896552,0.083984375,0.08268229166666667
0,0.30000000000000004,600.0,2.533333333333333,6.0,0.40583157894736843,0.3836421052631579,0.0859375,0.08072916666666667
0,0.325,600.0,2.6333333333333333,6.0,0.39525696202531646,0.36423670886075954,0.08723958333333333,0.07942708333333333
0,0.35000000000000003,600.0,2.8,7.0,0.3962708333333334,0.31801488095238095,0.07924107142857142,0.06361607142857144
0,0.375,600.0,2.9,7.0,0.386482183908046,0.30317298850574714,0.080078125,0.06277901785714286
0,0.4,600.0,2.9833333333333334,7.0,0.3790301675977654,0.2913608938547486,0.08063616071428571,0.062220982142857144
0,0.42500000000000004,600.0,3.0833333333333335,7.0,0.37063243243243243,0.2780162162162162,0.08147321428571429,0.06138392857142857
0,0.45,600.0,3.1666666666666665,7.0,0.3644894736842106,0.26708947368421054,0.08258928571428571,0.06026785714285714
0,0.47500000000000003,600.0,3.25,7.0,0.35851230769230774,0.2568723076923077,0.08314732142857142,0.05970982142857143
0,0.5,600.0,3.3333333333333335,7.0,0.3528555,0.24714450000000002,0.083984375,0.058872767857142856
0,0.0,900.0,0.0,7.0,0.0,0.0,0.06696428571428571,0.07589285714285714
0,0.025,900.0,0.5833333333333334,7.0,1.6376228571428575,1.7909485714285716,0.06808035714285715,0.07477678571428571
0,0.05,900.0,0.8166666666666667,6.0,1.09175306122449,1.3572265306122449,0.07421875,0.09244791666666667
0,0.07500000000000001,900.0,1.0166666666666666,6.0,0.8891229508196721,1.0780901639344262,0.07552083333333333,0.09114583333333333
0,0.1,900.0,1.1666666666666667,6.0,0.7890900000000001,0.9251957142857145,0.07682291666666666,0.08984375
0,0.125,900.0,1.3166666666666667,6.0,0.7104987341772153,0.8084886075949368,0.07747395833333333,0.08919270833333333
0,0.15000000000000002,900.0,1.45,6.0,0.6533747126436782,0.7259356321839081,0.07942708333333333,0.08723958333333333
0,0.17500000000000002,900.0,1.5666666666666667,6.0,0.6148968085106384,0.6616989361702129,0.080078125,0.08658854166666667
